date,date_popup,date_x_axis,year,temp
1988-02-09,1988年2月9日,2000-02-09,1988,12.387
1988-02-10,1988年2月10日,2000-02-10,1988,12.389
1988-02-11,1988年2月11日,2000-02-11,1988,12.434
1988-02-12,1988年2月12日,2000-02-12,1988,12.493
1988-02-13,1988年2月13日,2000-02-13,1988,12.482
1988-02-14,1988年2月14日,2000-02-14,1988,12.498
1988-02-15,1988年2月15日,2000-02-15,1988,12.431
1988-02-16,1988年2月16日,2000-02-16,1988,12.382
1988-02-17,1988年2月17日,2000-02-17,1988,12.423
1988-02-18,1988年2月18日,2000-02-18,1988,12.519
1988-02-19,1988年2月19日,2000-02-19,1988,12.627
1988-02-20,1988年2月20日,2000-02-20,1988,12.71
1988-02-21,1988年2月21日,2000-02-21,1988,12.735
1988-02-22,1988年2月22日,2000-02-22,1988,12.806
1988-02-23,1988年2月23日,2000-02-23,1988,12.844
1988-02-24,1988年2月24日,2000-02-24,1988,12.851
1988-02-25,1988年2月25日,2000-02-25,1988,12.886
1988-02-26,1988年2月26日,2000-02-26,1988,12.94
1988-02-27,1988年2月27日,2000-02-27,1988,12.993
1988-02-28,1988年2月28日,2000-02-28,1988,13.078
1988-02-29,1988年2月29日,2000-02-29,1988,13.118
1988-03-01,1988年3月1日,2000-03-01,1988,13.168
1988-03-02,1988年3月2日,2000-03-02,1988,13.175
1988-03-03,1988年3月3日,2000-03-03,1988,13.115
1988-03-04,1988年3月4日,2000-03-04,1988,13.095
1988-03-05,1988年3月5日,2000-03-05,1988,13.06
1988-03-06,1988年3月6日,2000-03-06,1988,13.017
1988-03-07,1988年3月7日,2000-03-07,1988,13.062
1988-03-08,1988年3月8日,2000-03-08,1988,13.079
1988-03-09,1988年3月9日,2000-03-09,1988,13.071
1988-03-10,1988年3月10日,2000-03-10,1988,13.122
1988-03-11,1988年3月11日,2000-03-11,1988,13.19
1988-03-12,1988年3月12日,2000-03-12,1988,13.223
1988-03-13,1988年3月13日,2000-03-13,1988,13.254
1988-03-14,1988年3月14日,2000-03-14,1988,13.251
1988-03-15,1988年3月15日,2000-03-15,1988,13.257
1988-03-16,1988年3月16日,2000-03-16,1988,13.32
1988-03-17,1988年3月17日,2000-03-17,1988,13.432
1988-03-18,1988年3月18日,2000-03-18,1988,13.458
1988-03-19,1988年3月19日,2000-03-19,1988,13.521
1988-03-20,1988年3月20日,2000-03-20,1988,13.621
1988-03-21,1988年3月21日,2000-03-21,1988,13.62
1988-03-22,1988年3月22日,2000-03-22,1988,13.651
1988-03-23,1988年3月23日,2000-03-23,1988,13.758
1988-03-24,1988年3月24日,2000-03-24,1988,13.718
1988-03-25,1988年3月25日,2000-03-25,1988,13.699
1988-03-26,1988年3月26日,2000-03-26,1988,13.718
1988-03-27,1988年3月27日,2000-03-27,1988,13.755
1988-03-28,1988年3月28日,2000-03-28,1988,13.731
1988-03-29,1988年3月29日,2000-03-29,1988,13.738
1988-03-30,1988年3月30日,2000-03-30,1988,13.677
1988-03-31,1988年3月31日,2000-03-31,1988,13.711
1988-04-01,1988年4月1日,2000-04-01,1988,13.693
1988-04-02,1988年4月2日,2000-04-02,1988,13.711
1988-04-03,1988年4月3日,2000-04-03,1988,13.775
1988-04-04,1988年4月4日,2000-04-04,1988,13.815
1988-04-05,1988年4月5日,2000-04-05,1988,13.872
1988-04-06,1988年4月6日,2000-04-06,1988,13.924
1988-04-07,1988年4月7日,2000-04-07,1988,13.945
1988-04-08,1988年4月8日,2000-04-08,1988,13.941
1988-04-09,1988年4月9日,2000-04-09,1988,13.971
1988-04-10,1988年4月10日,2000-04-10,1988,14.059
1988-04-11,1988年4月11日,2000-04-11,1988,14.189
1988-04-12,1988年4月12日,2000-04-12,1988,14.337
1988-04-13,1988年4月13日,2000-04-13,1988,14.438
1988-04-14,1988年4月14日,2000-04-14,1988,14.48
1988-04-15,1988年4月15日,2000-04-15,1988,14.468
1988-04-16,1988年4月16日,2000-04-16,1988,14.403
1988-04-17,1988年4月17日,2000-04-17,1988,14.38
1988-04-18,1988年4月18日,2000-04-18,1988,14.497
1988-04-19,1988年4月19日,2000-04-19,1988,14.631
1988-04-20,1988年4月20日,2000-04-20,1988,14.796
1988-04-21,1988年4月21日,2000-04-21,1988,14.904
1988-04-22,1988年4月22日,2000-04-22,1988,14.886
1988-04-23,1988年4月23日,2000-04-23,1988,14.842
1988-04-24,1988年4月24日,2000-04-24,1988,14.827
1988-04-25,1988年4月25日,2000-04-25,1988,14.805
1988-04-26,1988年4月26日,2000-04-26,1988,14.914
1988-04-27,1988年4月27日,2000-04-27,1988,14.876
1988-04-28,1988年4月28日,2000-04-28,1988,14.85
1988-04-29,1988年4月29日,2000-04-29,1988,14.84
1988-04-30,1988年4月30日,2000-04-30,1988,14.809
1988-05-01,1988年5月1日,2000-05-01,1988,14.83
1988-05-02,1988年5月2日,2000-05-02,1988,14.827
1988-05-03,1988年5月3日,2000-05-03,1988,14.859
1988-05-04,1988年5月4日,2000-05-04,1988,14.855
1988-05-05,1988年5月5日,2000-05-05,1988,14.888
1988-05-06,1988年5月6日,2000-05-06,1988,14.931
1988-05-07,1988年5月7日,2000-05-07,1988,14.984
1988-05-08,1988年5月8日,2000-05-08,1988,15.061
1988-05-09,1988年5月9日,2000-05-09,1988,15.075
1988-05-10,1988年5月10日,2000-05-10,1988,15.141
1988-05-11,1988年5月11日,2000-05-11,1988,15.222
1988-05-12,1988年5月12日,2000-05-12,1988,15.336
1988-05-13,1988年5月13日,2000-05-13,1988,15.394
1988-05-14,1988年5月14日,2000-05-14,1988,15.428
1988-05-15,1988年5月15日,2000-05-15,1988,15.498
1988-05-16,1988年5月16日,2000-05-16,1988,15.515
1988-05-17,1988年5月17日,2000-05-17,1988,15.522
1988-05-18,1988年5月18日,2000-05-18,1988,15.544
1988-05-19,1988年5月19日,2000-05-19,1988,15.621
1988-05-20,1988年5月20日,2000-05-20,1988,15.686
1988-05-21,1988年5月21日,2000-05-21,1988,15.723
1988-05-22,1988年5月22日,2000-05-22,1988,15.78
1988-05-23,1988年5月23日,2000-05-23,1988,15.756
1988-05-24,1988年5月24日,2000-05-24,1988,15.762
1988-05-25,1988年5月25日,2000-05-25,1988,15.757
1988-05-26,1988年5月26日,2000-05-26,1988,15.777
1988-05-27,1988年5月27日,2000-05-27,1988,15.755
1988-05-28,1988年5月28日,2000-05-28,1988,15.742
1988-05-29,1988年5月29日,2000-05-29,1988,15.694
1988-05-30,1988年5月30日,2000-05-30,1988,15.638
1988-05-31,1988年5月31日,2000-05-31,1988,15.626
1988-06-01,1988年6月1日,2000-06-01,1988,15.622
1988-06-02,1988年6月2日,2000-06-02,1988,15.613
1988-06-03,1988年6月3日,2000-06-03,1988,15.674
1988-06-04,1988年6月4日,2000-06-04,1988,15.778
1988-06-05,1988年6月5日,2000-06-05,1988,15.859
1988-06-06,1988年6月6日,2000-06-06,1988,15.931
1988-06-07,1988年6月7日,2000-06-07,1988,15.992
1988-06-08,1988年6月8日,2000-06-08,1988,16.042
1988-06-09,1988年6月9日,2000-06-09,1988,16.118
1988-06-10,1988年6月10日,2000-06-10,1988,16.185
1988-06-11,1988年6月11日,2000-06-11,1988,16.216
1988-06-12,1988年6月12日,2000-06-12,1988,16.182
1988-06-13,1988年6月13日,2000-06-13,1988,16.196
1988-06-14,1988年6月14日,2000-06-14,1988,16.264
1988-06-15,1988年6月15日,2000-06-15,1988,16.304
1988-06-16,1988年6月16日,2000-06-16,1988,16.281
1988-06-17,1988年6月17日,2000-06-17,1988,16.238
1988-06-18,1988年6月18日,2000-06-18,1988,16.267
1988-06-19,1988年6月19日,2000-06-19,1988,16.268
1988-06-20,1988年6月20日,2000-06-20,1988,16.328
1988-06-21,1988年6月21日,2000-06-21,1988,16.355
1988-06-22,1988年6月22日,2000-06-22,1988,16.3
1988-06-23,1988年6月23日,2000-06-23,1988,16.188
1988-06-24,1988年6月24日,2000-06-24,1988,16.041
1988-06-25,1988年6月25日,2000-06-25,1988,16.028
1988-06-26,1988年6月26日,2000-06-26,1988,16.075
1988-06-27,1988年6月27日,2000-06-27,1988,16.126
1988-06-28,1988年6月28日,2000-06-28,1988,16.187
1988-06-29,1988年6月29日,2000-06-29,1988,16.217
1988-06-30,1988年6月30日,2000-06-30,1988,16.205
1988-07-01,1988年7月1日,2000-07-01,1988,16.195
1988-07-02,1988年7月2日,2000-07-02,1988,16.205
1988-07-03,1988年7月3日,2000-07-03,1988,16.184
1988-07-04,1988年7月4日,2000-07-04,1988,16.115
1988-07-05,1988年7月5日,2000-07-05,1988,16.151
1988-07-06,1988年7月6日,2000-07-06,1988,16.23
1988-07-07,1988年7月7日,2000-07-07,1988,16.276
1988-07-08,1988年7月8日,2000-07-08,1988,16.281
1988-07-09,1988年7月9日,2000-07-09,1988,16.318
1988-07-10,1988年7月10日,2000-07-10,1988,16.285
1988-07-11,1988年7月11日,2000-07-11,1988,16.318
1988-07-12,1988年7月12日,2000-07-12,1988,16.351
1988-07-13,1988年7月13日,2000-07-13,1988,16.356
1988-07-14,1988年7月14日,2000-07-14,1988,16.375
1988-07-15,1988年7月15日,2000-07-15,1988,16.411
1988-07-16,1988年7月16日,2000-07-16,1988,16.468
1988-07-17,1988年7月17日,2000-07-17,1988,16.523
1988-07-18,1988年7月18日,2000-07-18,1988,16.53
1988-07-19,1988年7月19日,2000-07-19,1988,16.478
1988-07-20,1988年7月20日,2000-07-20,1988,16.427
1988-07-21,1988年7月21日,2000-07-21,1988,16.325
1988-07-22,1988年7月22日,2000-07-22,1988,16.242
1988-07-23,1988年7月23日,2000-07-23,1988,16.252
1988-07-24,1988年7月24日,2000-07-24,1988,16.204
1988-07-25,1988年7月25日,2000-07-25,1988,16.129
1988-07-26,1988年7月26日,2000-07-26,1988,16.173
1988-07-27,1988年7月27日,2000-07-27,1988,16.218
1988-07-28,1988年7月28日,2000-07-28,1988,16.238
1988-07-29,1988年7月29日,2000-07-29,1988,16.28
1988-07-30,1988年7月30日,2000-07-30,1988,16.265
1988-07-31,1988年7月31日,2000-07-31,1988,16.215
1988-08-01,1988年8月1日,2000-08-01,1988,16.183
1988-08-02,1988年8月2日,2000-08-02,1988,16.186
1988-08-03,1988年8月3日,2000-08-03,1988,16.169
1988-08-04,1988年8月4日,2000-08-04,1988,16.099
1988-08-05,1988年8月5日,2000-08-05,1988,16.072
1988-08-06,1988年8月6日,2000-08-06,1988,16.09
1988-08-07,1988年8月7日,2000-08-07,1988,16.15
1988-08-08,1988年8月8日,2000-08-08,1988,16.158
1988-08-09,1988年8月9日,2000-08-09,1988,16.197
1988-08-10,1988年8月10日,2000-08-10,1988,16.188
1988-08-11,1988年8月11日,2000-08-11,1988,16.197
1988-08-12,1988年8月12日,2000-08-12,1988,16.15
1988-08-13,1988年8月13日,2000-08-13,1988,16.192
1988-08-14,1988年8月14日,2000-08-14,1988,16.225
1988-08-15,1988年8月15日,2000-08-15,1988,16.24
1988-08-16,1988年8月16日,2000-08-16,1988,16.319
1988-08-17,1988年8月17日,2000-08-17,1988,16.377
1988-08-18,1988年8月18日,2000-08-18,1988,16.365
1988-08-19,1988年8月19日,2000-08-19,1988,16.313
1988-08-20,1988年8月20日,2000-08-20,1988,16.289
1988-08-21,1988年8月21日,2000-08-21,1988,16.233
1988-08-22,1988年8月22日,2000-08-22,1988,16.231
1988-08-23,1988年8月23日,2000-08-23,1988,16.204
1988-08-24,1988年8月24日,2000-08-24,1988,16.15
1988-08-25,1988年8月25日,2000-08-25,1988,16.03
1988-08-26,1988年8月26日,2000-08-26,1988,16.001
1988-08-27,1988年8月27日,2000-08-27,1988,16.097
1988-08-28,1988年8月28日,2000-08-28,1988,16.14
1988-08-29,1988年8月29日,2000-08-29,1988,16.142
1988-08-30,1988年8月30日,2000-08-30,1988,16.102
1988-08-31,1988年8月31日,2000-08-31,1988,16.031
1988-09-01,1988年9月1日,2000-09-01,1988,15.988
1988-09-02,1988年9月2日,2000-09-02,1988,15.9
1988-09-03,1988年9月3日,2000-09-03,1988,15.802
1988-09-04,1988年9月4日,2000-09-04,1988,15.812
1988-09-05,1988年9月5日,2000-09-05,1988,15.88
1988-09-06,1988年9月6日,2000-09-06,1988,15.875
1988-09-07,1988年9月7日,2000-09-07,1988,15.858
1988-09-08,1988年9月8日,2000-09-08,1988,15.875
1988-09-09,1988年9月9日,2000-09-09,1988,15.818
1988-09-10,1988年9月10日,2000-09-10,1988,15.794
1988-09-11,1988年9月11日,2000-09-11,1988,15.753
1988-09-12,1988年9月12日,2000-09-12,1988,15.667
1988-09-13,1988年9月13日,2000-09-13,1988,15.608
1988-09-14,1988年9月14日,2000-09-14,1988,15.515
1988-09-15,1988年9月15日,2000-09-15,1988,15.491
1988-09-16,1988年9月16日,2000-09-16,1988,15.444
1988-09-17,1988年9月17日,2000-09-17,1988,15.455
1988-09-18,1988年9月18日,2000-09-18,1988,15.463
1988-09-19,1988年9月19日,2000-09-19,1988,15.493
1988-09-20,1988年9月20日,2000-09-20,1988,15.558
1988-09-21,1988年9月21日,2000-09-21,1988,15.525
1988-09-22,1988年9月22日,2000-09-22,1988,15.497
1988-09-23,1988年9月23日,2000-09-23,1988,15.409
1988-09-24,1988年9月24日,2000-09-24,1988,15.356
1988-09-25,1988年9月25日,2000-09-25,1988,15.312
1988-09-26,1988年9月26日,2000-09-26,1988,15.275
1988-09-27,1988年9月27日,2000-09-27,1988,15.214
1988-09-28,1988年9月28日,2000-09-28,1988,15.162
1988-09-29,1988年9月29日,2000-09-29,1988,15.188
1988-09-30,1988年9月30日,2000-09-30,1988,15.185
1988-10-01,1988年10月1日,2000-10-01,1988,15.108
1988-10-02,1988年10月2日,2000-10-02,1988,15.042
1988-10-03,1988年10月3日,2000-10-03,1988,14.933
1988-10-04,1988年10月4日,2000-10-04,1988,14.864
1988-10-05,1988年10月5日,2000-10-05,1988,14.762
1988-10-06,1988年10月6日,2000-10-06,1988,14.708
1988-10-07,1988年10月7日,2000-10-07,1988,14.715
1988-10-08,1988年10月8日,2000-10-08,1988,14.721
1988-10-09,1988年10月9日,2000-10-09,1988,14.792
1988-10-10,1988年10月10日,2000-10-10,1988,14.835
1988-10-11,1988年10月11日,2000-10-11,1988,14.827
1988-10-12,1988年10月12日,2000-10-12,1988,14.747
1988-10-13,1988年10月13日,2000-10-13,1988,14.665
1988-10-14,1988年10月14日,2000-10-14,1988,14.614
1988-10-15,1988年10月15日,2000-10-15,1988,14.561
1988-10-16,1988年10月16日,2000-10-16,1988,14.524
1988-10-17,1988年10月17日,2000-10-17,1988,14.453
1988-10-18,1988年10月18日,2000-10-18,1988,14.548
1988-10-19,1988年10月19日,2000-10-19,1988,14.543
1988-10-20,1988年10月20日,2000-10-20,1988,14.447
1988-10-21,1988年10月21日,2000-10-21,1988,14.321
1988-10-22,1988年10月22日,2000-10-22,1988,14.212
1988-10-23,1988年10月23日,2000-10-23,1988,14.177
1988-10-24,1988年10月24日,2000-10-24,1988,14.134
1988-10-25,1988年10月25日,2000-10-25,1988,14.066
1988-10-26,1988年10月26日,2000-10-26,1988,13.975
1988-10-27,1988年10月27日,2000-10-27,1988,13.888
1988-10-28,1988年10月28日,2000-10-28,1988,13.834
1988-10-29,1988年10月29日,2000-10-29,1988,13.757
1988-10-30,1988年10月30日,2000-10-30,1988,13.673
1988-10-31,1988年10月31日,2000-10-31,1988,13.637
1988-11-01,1988年11月1日,2000-11-01,1988,13.634
1988-11-02,1988年11月2日,2000-11-02,1988,13.657
1988-11-03,1988年11月3日,2000-11-03,1988,13.54
1988-11-04,1988年11月4日,2000-11-04,1988,13.455
1988-11-05,1988年11月5日,2000-11-05,1988,13.46
1988-11-06,1988年11月6日,2000-11-06,1988,13.438
1988-11-07,1988年11月7日,2000-11-07,1988,13.322
1988-11-08,1988年11月8日,2000-11-08,1988,13.256
1988-11-09,1988年11月9日,2000-11-09,1988,13.197
1988-11-10,1988年11月10日,2000-11-10,1988,13.146
1988-11-11,1988年11月11日,2000-11-11,1988,13.14
1988-11-12,1988年11月12日,2000-11-12,1988,13.114
1988-11-13,1988年11月13日,2000-11-13,1988,13.111
1988-11-14,1988年11月14日,2000-11-14,1988,13.072
1988-11-15,1988年11月15日,2000-11-15,1988,13.061
1988-11-16,1988年11月16日,2000-11-16,1988,13.03
1988-11-17,1988年11月17日,2000-11-17,1988,13.007
1988-11-18,1988年11月18日,2000-11-18,1988,13.023
1988-11-19,1988年11月19日,2000-11-19,1988,12.988
1988-11-20,1988年11月20日,2000-11-20,1988,12.892
1988-11-21,1988年11月21日,2000-11-21,1988,12.809
1988-11-22,1988年11月22日,2000-11-22,1988,12.83
1988-11-23,1988年11月23日,2000-11-23,1988,12.868
1988-11-24,1988年11月24日,2000-11-24,1988,12.811
1988-11-25,1988年11月25日,2000-11-25,1988,12.793
1988-11-26,1988年11月26日,2000-11-26,1988,12.832
1988-11-27,1988年11月27日,2000-11-27,1988,12.837
1988-11-28,1988年11月28日,2000-11-28,1988,12.836
1988-11-29,1988年11月29日,2000-11-29,1988,12.739
1988-11-30,1988年11月30日,2000-11-30,1988,12.661
1988-12-01,1988年12月1日,2000-12-01,1988,12.651
1988-12-02,1988年12月2日,2000-12-02,1988,12.663
1988-12-03,1988年12月3日,2000-12-03,1988,12.705
1988-12-04,1988年12月4日,2000-12-04,1988,12.767
1988-12-05,1988年12月5日,2000-12-05,1988,12.728
1988-12-06,1988年12月6日,2000-12-06,1988,12.68
1988-12-07,1988年12月7日,2000-12-07,1988,12.652
1988-12-08,1988年12月8日,2000-12-08,1988,12.609
1988-12-09,1988年12月9日,2000-12-09,1988,12.565
1988-12-10,1988年12月10日,2000-12-10,1988,12.56
1988-12-11,1988年12月11日,2000-12-11,1988,12.573
1988-12-12,1988年12月12日,2000-12-12,1988,12.654
1988-12-13,1988年12月13日,2000-12-13,1988,12.71
1988-12-14,1988年12月14日,2000-12-14,1988,12.719
1988-12-15,1988年12月15日,2000-12-15,1988,12.682
1988-12-16,1988年12月16日,2000-12-16,1988,12.634
1988-12-17,1988年12月17日,2000-12-17,1988,12.599
1988-12-18,1988年12月18日,2000-12-18,1988,12.585
1988-12-19,1988年12月19日,2000-12-19,1988,12.6
1988-12-20,1988年12月20日,2000-12-20,1988,12.588
1988-12-21,1988年12月21日,2000-12-21,1988,12.553
1988-12-22,1988年12月22日,2000-12-22,1988,12.534
1988-12-23,1988年12月23日,2000-12-23,1988,12.54
1988-12-24,1988年12月24日,2000-12-24,1988,12.538
1988-12-25,1988年12月25日,2000-12-25,1988,12.481
1988-12-26,1988年12月26日,2000-12-26,1988,12.402
1988-12-27,1988年12月27日,2000-12-27,1988,12.284
1988-12-28,1988年12月28日,2000-12-28,1988,12.186
1988-12-29,1988年12月29日,2000-12-29,1988,12.101
1988-12-30,1988年12月30日,2000-12-30,1988,12.095
1988-12-31,1988年12月31日,2000-12-31,1988,12.115
1989-01-01,1989年1月1日,2000-01-01,1989,12.107
1989-01-02,1989年1月2日,2000-01-02,1989,12.108
1989-01-03,1989年1月3日,2000-01-03,1989,12.093
1989-01-04,1989年1月4日,2000-01-04,1989,12.048
1989-01-05,1989年1月5日,2000-01-05,1989,12.017
1989-01-06,1989年1月6日,2000-01-06,1989,12.076
1989-01-07,1989年1月7日,2000-01-07,1989,12.13
1989-01-08,1989年1月8日,2000-01-08,1989,12.102
1989-01-09,1989年1月9日,2000-01-09,1989,12.077
1989-01-10,1989年1月10日,2000-01-10,1989,12.083
1989-01-11,1989年1月11日,2000-01-11,1989,12.127
1989-01-12,1989年1月12日,2000-01-12,1989,12.164
1989-01-13,1989年1月13日,2000-01-13,1989,12.163
1989-01-14,1989年1月14日,2000-01-14,1989,12.148
1989-01-15,1989年1月15日,2000-01-15,1989,12.108
1989-01-16,1989年1月16日,2000-01-16,1989,12.075
1989-01-17,1989年1月17日,2000-01-17,1989,12.066
1989-01-18,1989年1月18日,2000-01-18,1989,12.079
1989-01-19,1989年1月19日,2000-01-19,1989,12.088
1989-01-20,1989年1月20日,2000-01-20,1989,12.12
1989-01-21,1989年1月21日,2000-01-21,1989,12.038
1989-01-22,1989年1月22日,2000-01-22,1989,12.023
1989-01-23,1989年1月23日,2000-01-23,1989,12.037
1989-01-24,1989年1月24日,2000-01-24,1989,12.017
1989-01-25,1989年1月25日,2000-01-25,1989,12.029
1989-01-26,1989年1月26日,2000-01-26,1989,12.058
1989-01-27,1989年1月27日,2000-01-27,1989,12.069
1989-01-28,1989年1月28日,2000-01-28,1989,12.077
1989-01-29,1989年1月29日,2000-01-29,1989,12.166
1989-01-30,1989年1月30日,2000-01-30,1989,12.307
1989-01-31,1989年1月31日,2000-01-31,1989,12.399
1989-02-01,1989年2月1日,2000-02-01,1989,12.363
1989-02-02,1989年2月2日,2000-02-02,1989,12.309
1989-02-03,1989年2月3日,2000-02-03,1989,12.337
1989-02-04,1989年2月4日,2000-02-04,1989,12.366
1989-02-05,1989年2月5日,2000-02-05,1989,12.431
1989-02-06,1989年2月6日,2000-02-06,1989,12.526
1989-02-07,1989年2月7日,2000-02-07,1989,12.585
1989-02-08,1989年2月8日,2000-02-08,1989,12.597
1989-02-09,1989年2月9日,2000-02-09,1989,12.596
1989-02-10,1989年2月10日,2000-02-10,1989,12.581
1989-02-11,1989年2月11日,2000-02-11,1989,12.604
1989-02-12,1989年2月12日,2000-02-12,1989,12.601
1989-02-13,1989年2月13日,2000-02-13,1989,12.553
1989-02-14,1989年2月14日,2000-02-14,1989,12.523
1989-02-15,1989年2月15日,2000-02-15,1989,12.547
1989-02-16,1989年2月16日,2000-02-16,1989,12.574
1989-02-17,1989年2月17日,2000-02-17,1989,12.568
1989-02-18,1989年2月18日,2000-02-18,1989,12.62
1989-02-19,1989年2月19日,2000-02-19,1989,12.671
1989-02-20,1989年2月20日,2000-02-20,1989,12.658
1989-02-21,1989年2月21日,2000-02-21,1989,12.626
1989-02-22,1989年2月22日,2000-02-22,1989,12.566
1989-02-23,1989年2月23日,2000-02-23,1989,12.538
1989-02-24,1989年2月24日,2000-02-24,1989,12.536
1989-02-25,1989年2月25日,2000-02-25,1989,12.649
1989-02-26,1989年2月26日,2000-02-26,1989,12.782
1989-02-27,1989年2月27日,2000-02-27,1989,12.867
1989-02-28,1989年2月28日,2000-02-28,1989,12.926
1989-03-01,1989年3月1日,2000-03-01,1989,12.922
1989-03-02,1989年3月2日,2000-03-02,1989,12.89
1989-03-03,1989年3月3日,2000-03-03,1989,12.834
1989-03-04,1989年3月4日,2000-03-04,1989,12.79
1989-03-05,1989年3月5日,2000-03-05,1989,12.79
1989-03-06,1989年3月6日,2000-03-06,1989,12.824
1989-03-07,1989年3月7日,2000-03-07,1989,12.829
1989-03-08,1989年3月8日,2000-03-08,1989,12.916
1989-03-09,1989年3月9日,2000-03-09,1989,13.018
1989-03-10,1989年3月10日,2000-03-10,1989,13.113
1989-03-11,1989年3月11日,2000-03-11,1989,13.139
1989-03-12,1989年3月12日,2000-03-12,1989,13.15
1989-03-13,1989年3月13日,2000-03-13,1989,13.169
1989-03-14,1989年3月14日,2000-03-14,1989,13.178
1989-03-15,1989年3月15日,2000-03-15,1989,13.182
1989-03-16,1989年3月16日,2000-03-16,1989,13.156
1989-03-17,1989年3月17日,2000-03-17,1989,13.182
1989-03-18,1989年3月18日,2000-03-18,1989,13.192
1989-03-19,1989年3月19日,2000-03-19,1989,13.238
1989-03-20,1989年3月20日,2000-03-20,1989,13.315
1989-03-21,1989年3月21日,2000-03-21,1989,13.337
1989-03-22,1989年3月22日,2000-03-22,1989,13.357
1989-03-23,1989年3月23日,2000-03-23,1989,13.383
1989-03-24,1989年3月24日,2000-03-24,1989,13.447
1989-03-25,1989年3月25日,2000-03-25,1989,13.475
1989-03-26,1989年3月26日,2000-03-26,1989,13.52
1989-03-27,1989年3月27日,2000-03-27,1989,13.582
1989-03-28,1989年3月28日,2000-03-28,1989,13.583
1989-03-29,1989年3月29日,2000-03-29,1989,13.52
1989-03-30,1989年3月30日,2000-03-30,1989,13.51
1989-03-31,1989年3月31日,2000-03-31,1989,13.645
1989-04-01,1989年4月1日,2000-04-01,1989,13.778
1989-04-02,1989年4月2日,2000-04-02,1989,13.838
1989-04-03,1989年4月3日,2000-04-03,1989,13.919
1989-04-04,1989年4月4日,2000-04-04,1989,13.938
1989-04-05,1989年4月5日,2000-04-05,1989,13.96
1989-04-06,1989年4月6日,2000-04-06,1989,13.955
1989-04-07,1989年4月7日,2000-04-07,1989,13.974
1989-04-08,1989年4月8日,2000-04-08,1989,14.036
1989-04-09,1989年4月9日,2000-04-09,1989,13.999
1989-04-10,1989年4月10日,2000-04-10,1989,13.977
1989-04-11,1989年4月11日,2000-04-11,1989,13.989
1989-04-12,1989年4月12日,2000-04-12,1989,14.069
1989-04-13,1989年4月13日,2000-04-13,1989,14.12
1989-04-14,1989年4月14日,2000-04-14,1989,14.213
1989-04-15,1989年4月15日,2000-04-15,1989,14.295
1989-04-16,1989年4月16日,2000-04-16,1989,14.337
1989-04-17,1989年4月17日,2000-04-17,1989,14.341
1989-04-18,1989年4月18日,2000-04-18,1989,14.396
1989-04-19,1989年4月19日,2000-04-19,1989,14.49
1989-04-20,1989年4月20日,2000-04-20,1989,14.516
1989-04-21,1989年4月21日,2000-04-21,1989,14.497
1989-04-22,1989年4月22日,2000-04-22,1989,14.507
1989-04-23,1989年4月23日,2000-04-23,1989,14.509
1989-04-24,1989年4月24日,2000-04-24,1989,14.479
1989-04-25,1989年4月25日,2000-04-25,1989,14.466
1989-04-26,1989年4月26日,2000-04-26,1989,14.504
1989-04-27,1989年4月27日,2000-04-27,1989,14.494
1989-04-28,1989年4月28日,2000-04-28,1989,14.547
1989-04-29,1989年4月29日,2000-04-29,1989,14.569
1989-04-30,1989年4月30日,2000-04-30,1989,14.605
1989-05-01,1989年5月1日,2000-05-01,1989,14.697
1989-05-02,1989年5月2日,2000-05-02,1989,14.783
1989-05-03,1989年5月3日,2000-05-03,1989,14.847
1989-05-04,1989年5月4日,2000-05-04,1989,14.89
1989-05-05,1989年5月5日,2000-05-05,1989,14.852
1989-05-06,1989年5月6日,2000-05-06,1989,14.728
1989-05-07,1989年5月7日,2000-05-07,1989,14.68
1989-05-08,1989年5月8日,2000-05-08,1989,14.681
1989-05-09,1989年5月9日,2000-05-09,1989,14.728
1989-05-10,1989年5月10日,2000-05-10,1989,14.821
1989-05-11,1989年5月11日,2000-05-11,1989,14.943
1989-05-12,1989年5月12日,2000-05-12,1989,15.005
1989-05-13,1989年5月13日,2000-05-13,1989,15.073
1989-05-14,1989年5月14日,2000-05-14,1989,15.095
1989-05-15,1989年5月15日,2000-05-15,1989,15.131
1989-05-16,1989年5月16日,2000-05-16,1989,15.146
1989-05-17,1989年5月17日,2000-05-17,1989,15.19
1989-05-18,1989年5月18日,2000-05-18,1989,15.217
1989-05-19,1989年5月19日,2000-05-19,1989,15.196
1989-05-20,1989年5月20日,2000-05-20,1989,15.185
1989-05-21,1989年5月21日,2000-05-21,1989,15.232
1989-05-22,1989年5月22日,2000-05-22,1989,15.239
1989-05-23,1989年5月23日,2000-05-23,1989,15.29
1989-05-24,1989年5月24日,2000-05-24,1989,15.304
1989-05-25,1989年5月25日,2000-05-25,1989,15.28
1989-05-26,1989年5月26日,2000-05-26,1989,15.262
1989-05-27,1989年5月27日,2000-05-27,1989,15.303
1989-05-28,1989年5月28日,2000-05-28,1989,15.41
1989-05-29,1989年5月29日,2000-05-29,1989,15.505
1989-05-30,1989年5月30日,2000-05-30,1989,15.578
1989-05-31,1989年5月31日,2000-05-31,1989,15.569
1989-06-01,1989年6月1日,2000-06-01,1989,15.62
1989-06-02,1989年6月2日,2000-06-02,1989,15.655
1989-06-03,1989年6月3日,2000-06-03,1989,15.707
1989-06-04,1989年6月4日,2000-06-04,1989,15.661
