date,date_popup,date_x_axis,year,temp
1999-04-07,1999年4月7日,2000-04-07,1999,14.006
1999-04-08,1999年4月8日,2000-04-08,1999,14.022
1999-04-09,1999年4月9日,2000-04-09,1999,14.012
1999-04-10,1999年4月10日,2000-04-10,1999,14.017
1999-04-11,1999年4月11日,2000-04-11,1999,14.047
1999-04-12,1999年4月12日,2000-04-12,1999,14.159
1999-04-13,1999年4月13日,2000-04-13,1999,14.255
1999-04-14,1999年4月14日,2000-04-14,1999,14.312
1999-04-15,1999年4月15日,2000-04-15,1999,14.31
1999-04-16,1999年4月16日,2000-04-16,1999,14.246
1999-04-17,1999年4月17日,2000-04-17,1999,14.253
1999-04-18,1999年4月18日,2000-04-18,1999,14.297
1999-04-19,1999年4月19日,2000-04-19,1999,14.378
1999-04-20,1999年4月20日,2000-04-20,1999,14.526
1999-04-21,1999年4月21日,2000-04-21,1999,14.596
1999-04-22,1999年4月22日,2000-04-22,1999,14.61
1999-04-23,1999年4月23日,2000-04-23,1999,14.631
1999-04-24,1999年4月24日,2000-04-24,1999,14.564
1999-04-25,1999年4月25日,2000-04-25,1999,14.547
1999-04-26,1999年4月26日,2000-04-26,1999,14.573
1999-04-27,1999年4月27日,2000-04-27,1999,14.611
1999-04-28,1999年4月28日,2000-04-28,1999,14.623
1999-04-29,1999年4月29日,2000-04-29,1999,14.568
1999-04-30,1999年4月30日,2000-04-30,1999,14.547
1999-05-01,1999年5月1日,2000-05-01,1999,14.63
1999-05-02,1999年5月2日,2000-05-02,1999,14.739
1999-05-03,1999年5月3日,2000-05-03,1999,14.881
1999-05-04,1999年5月4日,2000-05-04,1999,14.963
1999-05-05,1999年5月5日,2000-05-05,1999,14.943
1999-05-06,1999年5月6日,2000-05-06,1999,14.988
1999-05-07,1999年5月7日,2000-05-07,1999,14.976
1999-05-08,1999年5月8日,2000-05-08,1999,14.921
1999-05-09,1999年5月9日,2000-05-09,1999,14.908
1999-05-10,1999年5月10日,2000-05-10,1999,14.923
1999-05-11,1999年5月11日,2000-05-11,1999,14.957
1999-05-12,1999年5月12日,2000-05-12,1999,14.98
1999-05-13,1999年5月13日,2000-05-13,1999,15.035
1999-05-14,1999年5月14日,2000-05-14,1999,15.087
1999-05-15,1999年5月15日,2000-05-15,1999,15.082
1999-05-16,1999年5月16日,2000-05-16,1999,15.135
1999-05-17,1999年5月17日,2000-05-17,1999,15.158
1999-05-18,1999年5月18日,2000-05-18,1999,15.199
1999-05-19,1999年5月19日,2000-05-19,1999,15.232
1999-05-20,1999年5月20日,2000-05-20,1999,15.321
1999-05-21,1999年5月21日,2000-05-21,1999,15.373
1999-05-22,1999年5月22日,2000-05-22,1999,15.383
1999-05-23,1999年5月23日,2000-05-23,1999,15.408
1999-05-24,1999年5月24日,2000-05-24,1999,15.428
1999-05-25,1999年5月25日,2000-05-25,1999,15.496
1999-05-26,1999年5月26日,2000-05-26,1999,15.515
1999-05-27,1999年5月27日,2000-05-27,1999,15.584
1999-05-28,1999年5月28日,2000-05-28,1999,15.672
1999-05-29,1999年5月29日,2000-05-29,1999,15.675
1999-05-30,1999年5月30日,2000-05-30,1999,15.632
1999-05-31,1999年5月31日,2000-05-31,1999,15.669
1999-06-01,1999年6月1日,2000-06-01,1999,15.695
1999-06-02,1999年6月2日,2000-06-02,1999,15.738
1999-06-03,1999年6月3日,2000-06-03,1999,15.777
1999-06-04,1999年6月4日,2000-06-04,1999,15.822
1999-06-05,1999年6月5日,2000-06-05,1999,15.867
1999-06-06,1999年6月6日,2000-06-06,1999,15.94
1999-06-07,1999年6月7日,2000-06-07,1999,15.987
1999-06-08,1999年6月8日,2000-06-08,1999,16.002
1999-06-09,1999年6月9日,2000-06-09,1999,15.973
1999-06-10,1999年6月10日,2000-06-10,1999,15.917
1999-06-11,1999年6月11日,2000-06-11,1999,15.876
1999-06-12,1999年6月12日,2000-06-12,1999,15.906
1999-06-13,1999年6月13日,2000-06-13,1999,15.976
1999-06-14,1999年6月14日,2000-06-14,1999,16.044
1999-06-15,1999年6月15日,2000-06-15,1999,16.101
1999-06-16,1999年6月16日,2000-06-16,1999,16.164
1999-06-17,1999年6月17日,2000-06-17,1999,16.236
1999-06-18,1999年6月18日,2000-06-18,1999,16.266
1999-06-19,1999年6月19日,2000-06-19,1999,16.254
1999-06-20,1999年6月20日,2000-06-20,1999,16.241
1999-06-21,1999年6月21日,2000-06-21,1999,16.25
1999-06-22,1999年6月22日,2000-06-22,1999,16.195
1999-06-23,1999年6月23日,2000-06-23,1999,16.141
1999-06-24,1999年6月24日,2000-06-24,1999,16.11
1999-06-25,1999年6月25日,2000-06-25,1999,16.106
1999-06-26,1999年6月26日,2000-06-26,1999,16.111
1999-06-27,1999年6月27日,2000-06-27,1999,16.123
1999-06-28,1999年6月28日,2000-06-28,1999,16.069
1999-06-29,1999年6月29日,2000-06-29,1999,16.05
1999-06-30,1999年6月30日,2000-06-30,1999,16.047
1999-07-01,1999年7月1日,2000-07-01,1999,16.094
1999-07-02,1999年7月2日,2000-07-02,1999,16.178
1999-07-03,1999年7月3日,2000-07-03,1999,16.219
1999-07-04,1999年7月4日,2000-07-04,1999,16.241
1999-07-05,1999年7月5日,2000-07-05,1999,16.194
1999-07-06,1999年7月6日,2000-07-06,1999,16.254
1999-07-07,1999年7月7日,2000-07-07,1999,16.339
1999-07-08,1999年7月8日,2000-07-08,1999,16.333
1999-07-09,1999年7月9日,2000-07-09,1999,16.351
1999-07-10,1999年7月10日,2000-07-10,1999,16.398
1999-07-11,1999年7月11日,2000-07-11,1999,16.384
1999-07-12,1999年7月12日,2000-07-12,1999,16.336
1999-07-13,1999年7月13日,2000-07-13,1999,16.254
1999-07-14,1999年7月14日,2000-07-14,1999,16.203
1999-07-15,1999年7月15日,2000-07-15,1999,16.245
1999-07-16,1999年7月16日,2000-07-16,1999,16.243
1999-07-17,1999年7月17日,2000-07-17,1999,16.245
1999-07-18,1999年7月18日,2000-07-18,1999,16.283
1999-07-19,1999年7月19日,2000-07-19,1999,16.394
1999-07-20,1999年7月20日,2000-07-20,1999,16.43
1999-07-21,1999年7月21日,2000-07-21,1999,16.399
1999-07-22,1999年7月22日,2000-07-22,1999,16.362
1999-07-23,1999年7月23日,2000-07-23,1999,16.392
1999-07-24,1999年7月24日,2000-07-24,1999,16.438
1999-07-25,1999年7月25日,2000-07-25,1999,16.452
1999-07-26,1999年7月26日,2000-07-26,1999,16.48
1999-07-27,1999年7月27日,2000-07-27,1999,16.459
1999-07-28,1999年7月28日,2000-07-28,1999,16.478
1999-07-29,1999年7月29日,2000-07-29,1999,16.491
1999-07-30,1999年7月30日,2000-07-30,1999,16.411
1999-07-31,1999年7月31日,2000-07-31,1999,16.383
1999-08-01,1999年8月1日,2000-08-01,1999,16.42
1999-08-02,1999年8月2日,2000-08-02,1999,16.455
1999-08-03,1999年8月3日,2000-08-03,1999,16.46
1999-08-04,1999年8月4日,2000-08-04,1999,16.487
1999-08-05,1999年8月5日,2000-08-05,1999,16.435
1999-08-06,1999年8月6日,2000-08-06,1999,16.392
1999-08-07,1999年8月7日,2000-08-07,1999,16.296
1999-08-08,1999年8月8日,2000-08-08,1999,16.266
1999-08-09,1999年8月9日,2000-08-09,1999,16.243
1999-08-10,1999年8月10日,2000-08-10,1999,16.307
1999-08-11,1999年8月11日,2000-08-11,1999,16.328
1999-08-12,1999年8月12日,2000-08-12,1999,16.249
1999-08-13,1999年8月13日,2000-08-13,1999,16.173
1999-08-14,1999年8月14日,2000-08-14,1999,16.097
1999-08-15,1999年8月15日,2000-08-15,1999,16.028
1999-08-16,1999年8月16日,2000-08-16,1999,15.996
1999-08-17,1999年8月17日,2000-08-17,1999,16.021
1999-08-18,1999年8月18日,2000-08-18,1999,16.1
1999-08-19,1999年8月19日,2000-08-19,1999,16.177
1999-08-20,1999年8月20日,2000-08-20,1999,16.196
1999-08-21,1999年8月21日,2000-08-21,1999,16.127
1999-08-22,1999年8月22日,2000-08-22,1999,16.079
1999-08-23,1999年8月23日,2000-08-23,1999,16.066
1999-08-24,1999年8月24日,2000-08-24,1999,16.113
1999-08-25,1999年8月25日,2000-08-25,1999,16.154
1999-08-26,1999年8月26日,2000-08-26,1999,16.129
1999-08-27,1999年8月27日,2000-08-27,1999,16.035
1999-08-28,1999年8月28日,2000-08-28,1999,15.973
1999-08-29,1999年8月29日,2000-08-29,1999,15.93
1999-08-30,1999年8月30日,2000-08-30,1999,15.974
1999-08-31,1999年8月31日,2000-08-31,1999,15.993
1999-09-01,1999年9月1日,2000-09-01,1999,15.964
1999-09-02,1999年9月2日,2000-09-02,1999,15.922
1999-09-03,1999年9月3日,2000-09-03,1999,15.88
1999-09-04,1999年9月4日,2000-09-04,1999,15.844
1999-09-05,1999年9月5日,2000-09-05,1999,15.828
1999-09-06,1999年9月6日,2000-09-06,1999,15.878
1999-09-07,1999年9月7日,2000-09-07,1999,15.904
1999-09-08,1999年9月8日,2000-09-08,1999,15.866
1999-09-09,1999年9月9日,2000-09-09,1999,15.816
1999-09-10,1999年9月10日,2000-09-10,1999,15.719
1999-09-11,1999年9月11日,2000-09-11,1999,15.743
1999-09-12,1999年9月12日,2000-09-12,1999,15.747
1999-09-13,1999年9月13日,2000-09-13,1999,15.645
1999-09-14,1999年9月14日,2000-09-14,1999,15.534
1999-09-15,1999年9月15日,2000-09-15,1999,15.492
1999-09-16,1999年9月16日,2000-09-16,1999,15.493
1999-09-17,1999年9月17日,2000-09-17,1999,15.47
1999-09-18,1999年9月18日,2000-09-18,1999,15.453
1999-09-19,1999年9月19日,2000-09-19,1999,15.467
1999-09-20,1999年9月20日,2000-09-20,1999,15.391
1999-09-21,1999年9月21日,2000-09-21,1999,15.379
1999-09-22,1999年9月22日,2000-09-22,1999,15.417
1999-09-23,1999年9月23日,2000-09-23,1999,15.449
1999-09-24,1999年9月24日,2000-09-24,1999,15.403
1999-09-25,1999年9月25日,2000-09-25,1999,15.372
1999-09-26,1999年9月26日,2000-09-26,1999,15.294
1999-09-27,1999年9月27日,2000-09-27,1999,15.176
1999-09-28,1999年9月28日,2000-09-28,1999,15.094
1999-09-29,1999年9月29日,2000-09-29,1999,15.025
1999-09-30,1999年9月30日,2000-09-30,1999,14.958
1999-10-01,1999年10月1日,2000-10-01,1999,14.936
1999-10-02,1999年10月2日,2000-10-02,1999,14.881
1999-10-03,1999年10月3日,2000-10-03,1999,14.798
1999-10-04,1999年10月4日,2000-10-04,1999,14.779
1999-10-05,1999年10月5日,2000-10-05,1999,14.869
1999-10-06,1999年10月6日,2000-10-06,1999,14.933
1999-10-07,1999年10月7日,2000-10-07,1999,14.909
1999-10-08,1999年10月8日,2000-10-08,1999,14.814
1999-10-09,1999年10月9日,2000-10-09,1999,14.742
1999-10-10,1999年10月10日,2000-10-10,1999,14.68
1999-10-11,1999年10月11日,2000-10-11,1999,14.656
1999-10-12,1999年10月12日,2000-10-12,1999,14.569
1999-10-13,1999年10月13日,2000-10-13,1999,14.533
1999-10-14,1999年10月14日,2000-10-14,1999,14.473
1999-10-15,1999年10月15日,2000-10-15,1999,14.454
1999-10-16,1999年10月16日,2000-10-16,1999,14.507
1999-10-17,1999年10月17日,2000-10-17,1999,14.478
1999-10-18,1999年10月18日,2000-10-18,1999,14.461
1999-10-19,1999年10月19日,2000-10-19,1999,14.433
1999-10-20,1999年10月20日,2000-10-20,1999,14.405
1999-10-21,1999年10月21日,2000-10-21,1999,14.384
1999-10-22,1999年10月22日,2000-10-22,1999,14.332
1999-10-23,1999年10月23日,2000-10-23,1999,14.3
1999-10-24,1999年10月24日,2000-10-24,1999,14.267
1999-10-25,1999年10月25日,2000-10-25,1999,14.205
1999-10-26,1999年10月26日,2000-10-26,1999,14.17
1999-10-27,1999年10月27日,2000-10-27,1999,14.07
1999-10-28,1999年10月28日,2000-10-28,1999,13.99
1999-10-29,1999年10月29日,2000-10-29,1999,13.95
1999-10-30,1999年10月30日,2000-10-30,1999,13.941
1999-10-31,1999年10月31日,2000-10-31,1999,13.909
1999-11-01,1999年11月1日,2000-11-01,1999,13.901
1999-11-02,1999年11月2日,2000-11-02,1999,13.818
1999-11-03,1999年11月3日,2000-11-03,1999,13.79
1999-11-04,1999年11月4日,2000-11-04,1999,13.778
1999-11-05,1999年11月5日,2000-11-05,1999,13.806
1999-11-06,1999年11月6日,2000-11-06,1999,13.823
1999-11-07,1999年11月7日,2000-11-07,1999,13.822
1999-11-08,1999年11月8日,2000-11-08,1999,13.751
1999-11-09,1999年11月9日,2000-11-09,1999,13.667
1999-11-10,1999年11月10日,2000-11-10,1999,13.612
1999-11-11,1999年11月11日,2000-11-11,1999,13.572
1999-11-12,1999年11月12日,2000-11-12,1999,13.557
1999-11-13,1999年11月13日,2000-11-13,1999,13.602
1999-11-14,1999年11月14日,2000-11-14,1999,13.532
1999-11-15,1999年11月15日,2000-11-15,1999,13.451
1999-11-16,1999年11月16日,2000-11-16,1999,13.287
1999-11-17,1999年11月17日,2000-11-17,1999,13.256
1999-11-18,1999年11月18日,2000-11-18,1999,13.262
1999-11-19,1999年11月19日,2000-11-19,1999,13.319
1999-11-20,1999年11月20日,2000-11-20,1999,13.305
1999-11-21,1999年11月21日,2000-11-21,1999,13.21
1999-11-22,1999年11月22日,2000-11-22,1999,13.16
1999-11-23,1999年11月23日,2000-11-23,1999,13.076
1999-11-24,1999年11月24日,2000-11-24,1999,12.923
1999-11-25,1999年11月25日,2000-11-25,1999,12.84
1999-11-26,1999年11月26日,2000-11-26,1999,12.772
1999-11-27,1999年11月27日,2000-11-27,1999,12.759
1999-11-28,1999年11月28日,2000-11-28,1999,12.734
1999-11-29,1999年11月29日,2000-11-29,1999,12.705
1999-11-30,1999年11月30日,2000-11-30,1999,12.706
1999-12-01,1999年12月1日,2000-12-01,1999,12.764
1999-12-02,1999年12月2日,2000-12-02,1999,12.784
1999-12-03,1999年12月3日,2000-12-03,1999,12.883
1999-12-04,1999年12月4日,2000-12-04,1999,13.064
1999-12-05,1999年12月5日,2000-12-05,1999,12.987
1999-12-06,1999年12月6日,2000-12-06,1999,13.026
1999-12-07,1999年12月7日,2000-12-07,1999,13.022
1999-12-08,1999年12月8日,2000-12-08,1999,13.004
1999-12-09,1999年12月9日,2000-12-09,1999,13.001
1999-12-10,1999年12月10日,2000-12-10,1999,12.835
1999-12-11,1999年12月11日,2000-12-11,1999,12.723
1999-12-12,1999年12月12日,2000-12-12,1999,12.725
1999-12-13,1999年12月13日,2000-12-13,1999,12.712
1999-12-14,1999年12月14日,2000-12-14,1999,12.676
1999-12-15,1999年12月15日,2000-12-15,1999,12.65
1999-12-16,1999年12月16日,2000-12-16,1999,12.628
1999-12-17,1999年12月17日,2000-12-17,1999,12.656
1999-12-18,1999年12月18日,2000-12-18,1999,12.653
1999-12-19,1999年12月19日,2000-12-19,1999,12.707
1999-12-20,1999年12月20日,2000-12-20,1999,12.613
1999-12-21,1999年12月21日,2000-12-21,1999,12.641
1999-12-22,1999年12月22日,2000-12-22,1999,12.625
1999-12-23,1999年12月23日,2000-12-23,1999,12.648
1999-12-24,1999年12月24日,2000-12-24,1999,12.655
1999-12-25,1999年12月25日,2000-12-25,1999,12.715
1999-12-26,1999年12月26日,2000-12-26,1999,12.616
1999-12-27,1999年12月27日,2000-12-27,1999,12.734
1999-12-28,1999年12月28日,2000-12-28,1999,12.837
1999-12-29,1999年12月29日,2000-12-29,1999,12.73
1999-12-30,1999年12月30日,2000-12-30,1999,12.644
1999-12-31,1999年12月31日,2000-12-31,1999,12.601
2000-01-01,2000年1月1日,2000-01-01,2000,12.568
2000-01-02,2000年1月2日,2000-01-02,2000,12.543
2000-01-03,2000年1月3日,2000-01-03,2000,12.434
2000-01-04,2000年1月4日,2000-01-04,2000,12.373
2000-01-05,2000年1月5日,2000-01-05,2000,12.314
2000-01-06,2000年1月6日,2000-01-06,2000,12.309
2000-01-07,2000年1月7日,2000-01-07,2000,12.346
2000-01-08,2000年1月8日,2000-01-08,2000,12.408
2000-01-09,2000年1月9日,2000-01-09,2000,12.45
2000-01-10,2000年1月10日,2000-01-10,2000,12.516
2000-01-11,2000年1月11日,2000-01-11,2000,12.509
2000-01-12,2000年1月12日,2000-01-12,2000,12.607
2000-01-13,2000年1月13日,2000-01-13,2000,12.413
2000-01-14,2000年1月14日,2000-01-14,2000,12.268
2000-01-15,2000年1月15日,2000-01-15,2000,12.203
2000-01-16,2000年1月16日,2000-01-16,2000,12.174
2000-01-17,2000年1月17日,2000-01-17,2000,12.193
2000-01-18,2000年1月18日,2000-01-18,2000,12.298
2000-01-19,2000年1月19日,2000-01-19,2000,12.324
2000-01-20,2000年1月20日,2000-01-20,2000,12.323
2000-01-21,2000年1月21日,2000-01-21,2000,12.305
2000-01-22,2000年1月22日,2000-01-22,2000,12.31
2000-01-23,2000年1月23日,2000-01-23,2000,12.353
2000-01-24,2000年1月24日,2000-01-24,2000,12.366
2000-01-25,2000年1月25日,2000-01-25,2000,12.372
2000-01-26,2000年1月26日,2000-01-26,2000,12.358
2000-01-27,2000年1月27日,2000-01-27,2000,12.403
2000-01-28,2000年1月28日,2000-01-28,2000,12.424
2000-01-29,2000年1月29日,2000-01-29,2000,12.468
2000-01-30,2000年1月30日,2000-01-30,2000,12.512
2000-01-31,2000年1月31日,2000-01-31,2000,12.616
2000-02-01,2000年2月1日,2000-02-01,2000,12.695
2000-02-02,2000年2月2日,2000-02-02,2000,12.78
2000-02-03,2000年2月3日,2000-02-03,2000,12.86
2000-02-04,2000年2月4日,2000-02-04,2000,12.92
2000-02-05,2000年2月5日,2000-02-05,2000,12.909
2000-02-06,2000年2月6日,2000-02-06,2000,12.894
2000-02-07,2000年2月7日,2000-02-07,2000,12.865
2000-02-08,2000年2月8日,2000-02-08,2000,12.831
2000-02-09,2000年2月9日,2000-02-09,2000,12.854
2000-02-10,2000年2月10日,2000-02-10,2000,12.9
2000-02-11,2000年2月11日,2000-02-11,2000,12.933
2000-02-12,2000年2月12日,2000-02-12,2000,12.927
2000-02-13,2000年2月13日,2000-02-13,2000,12.89
2000-02-14,2000年2月14日,2000-02-14,2000,12.915
2000-02-15,2000年2月15日,2000-02-15,2000,12.928
2000-02-16,2000年2月16日,2000-02-16,2000,12.932
2000-02-17,2000年2月17日,2000-02-17,2000,12.879
2000-02-18,2000年2月18日,2000-02-18,2000,12.821
2000-02-19,2000年2月19日,2000-02-19,2000,12.815
2000-02-20,2000年2月20日,2000-02-20,2000,12.778
2000-02-21,2000年2月21日,2000-02-21,2000,12.769
2000-02-22,2000年2月22日,2000-02-22,2000,12.813
2000-02-23,2000年2月23日,2000-02-23,2000,12.883
2000-02-24,2000年2月24日,2000-02-24,2000,12.954
2000-02-25,2000年2月25日,2000-02-25,2000,13.005
2000-02-26,2000年2月26日,2000-02-26,2000,13.143
2000-02-27,2000年2月27日,2000-02-27,2000,13.047
2000-02-28,2000年2月28日,2000-02-28,2000,12.945
2000-02-29,2000年2月29日,2000-02-29,2000,12.93
2000-03-01,2000年3月1日,2000-03-01,2000,13.01
2000-03-02,2000年3月2日,2000-03-02,2000,13.068
2000-03-03,2000年3月3日,2000-03-03,2000,13.097
2000-03-04,2000年3月4日,2000-03-04,2000,13.138
2000-03-05,2000年3月5日,2000-03-05,2000,13.188
2000-03-06,2000年3月6日,2000-03-06,2000,13.205
2000-03-07,2000年3月7日,2000-03-07,2000,13.215
2000-03-08,2000年3月8日,2000-03-08,2000,13.212
2000-03-09,2000年3月9日,2000-03-09,2000,13.197
2000-03-10,2000年3月10日,2000-03-10,2000,13.198
2000-03-11,2000年3月11日,2000-03-11,2000,13.287
2000-03-12,2000年3月12日,2000-03-12,2000,13.347
2000-03-13,2000年3月13日,2000-03-13,2000,13.366
2000-03-14,2000年3月14日,2000-03-14,2000,13.42
2000-03-15,2000年3月15日,2000-03-15,2000,13.454
2000-03-16,2000年3月16日,2000-03-16,2000,13.45
2000-03-17,2000年3月17日,2000-03-17,2000,13.417
2000-03-18,2000年3月18日,2000-03-18,2000,13.449
2000-03-19,2000年3月19日,2000-03-19,2000,13.522
2000-03-20,2000年3月20日,2000-03-20,2000,13.537
2000-03-21,2000年3月21日,2000-03-21,2000,13.602
2000-03-22,2000年3月22日,2000-03-22,2000,13.678
2000-03-23,2000年3月23日,2000-03-23,2000,13.707
2000-03-24,2000年3月24日,2000-03-24,2000,13.725
2000-03-25,2000年3月25日,2000-03-25,2000,13.79
2000-03-26,2000年3月26日,2000-03-26,2000,13.882
2000-03-27,2000年3月27日,2000-03-27,2000,13.96
2000-03-28,2000年3月28日,2000-03-28,2000,13.999
2000-03-29,2000年3月29日,2000-03-29,2000,14.049
2000-03-30,2000年3月30日,2000-03-30,2000,14.151
2000-03-31,2000年3月31日,2000-03-31,2000,14.277
2000-04-01,2000年4月1日,2000-04-01,2000,14.326
2000-04-02,2000年4月2日,2000-04-02,2000,14.344
2000-04-03,2000年4月3日,2000-04-03,2000,14.314
2000-04-04,2000年4月4日,2000-04-04,2000,14.206
2000-04-05,2000年4月5日,2000-04-05,2000,14.08
2000-04-06,2000年4月6日,2000-04-06,2000,14.059
2000-04-07,2000年4月7日,2000-04-07,2000,14.18
2000-04-08,2000年4月8日,2000-04-08,2000,14.187
2000-04-09,2000年4月9日,2000-04-09,2000,14.205
2000-04-10,2000年4月10日,2000-04-10,2000,14.253
2000-04-11,2000年4月11日,2000-04-11,2000,14.379
2000-04-12,2000年4月12日,2000-04-12,2000,14.545
2000-04-13,2000年4月13日,2000-04-13,2000,14.64
2000-04-14,2000年4月14日,2000-04-14,2000,14.647
2000-04-15,2000年4月15日,2000-04-15,2000,14.622
2000-04-16,2000年4月16日,2000-04-16,2000,14.577
2000-04-17,2000年4月17日,2000-04-17,2000,14.589
2000-04-18,2000年4月18日,2000-04-18,2000,14.623
2000-04-19,2000年4月19日,2000-04-19,2000,14.619
2000-04-20,2000年4月20日,2000-04-20,2000,14.635
2000-04-21,2000年4月21日,2000-04-21,2000,14.707
2000-04-22,2000年4月22日,2000-04-22,2000,14.788
2000-04-23,2000年4月23日,2000-04-23,2000,14.831
2000-04-24,2000年4月24日,2000-04-24,2000,14.837
2000-04-25,2000年4月25日,2000-04-25,2000,14.904
2000-04-26,2000年4月26日,2000-04-26,2000,14.977
2000-04-27,2000年4月27日,2000-04-27,2000,14.948
2000-04-28,2000年4月28日,2000-04-28,2000,14.965
2000-04-29,2000年4月29日,2000-04-29,2000,14.958
2000-04-30,2000年4月30日,2000-04-30,2000,15.008
2000-05-01,2000年5月1日,2000-05-01,2000,15.027
2000-05-02,2000年5月2日,2000-05-02,2000,15.033
2000-05-03,2000年5月3日,2000-05-03,2000,15.103
2000-05-04,2000年5月4日,2000-05-04,2000,15.171
2000-05-05,2000年5月5日,2000-05-05,2000,15.16
2000-05-06,2000年5月6日,2000-05-06,2000,15.16
2000-05-07,2000年5月7日,2000-05-07,2000,15.106
2000-05-08,2000年5月8日,2000-05-08,2000,15.061
2000-05-09,2000年5月9日,2000-05-09,2000,15.085
2000-05-10,2000年5月10日,2000-05-10,2000,15.092
2000-05-11,2000年5月11日,2000-05-11,2000,15.154
2000-05-12,2000年5月12日,2000-05-12,2000,15.164
2000-05-13,2000年5月13日,2000-05-13,2000,15.157
2000-05-14,2000年5月14日,2000-05-14,2000,15.203
2000-05-15,2000年5月15日,2000-05-15,2000,15.285
2000-05-16,2000年5月16日,2000-05-16,2000,15.335
2000-05-17,2000年5月17日,2000-05-17,2000,15.326
2000-05-18,2000年5月18日,2000-05-18,2000,15.315
2000-05-19,2000年5月19日,2000-05-19,2000,15.262
2000-05-20,2000年5月20日,2000-05-20,2000,15.305
2000-05-21,2000年5月21日,2000-05-21,2000,15.404
2000-05-22,2000年5月22日,2000-05-22,2000,15.473
2000-05-23,2000年5月23日,2000-05-23,2000,15.497
2000-05-24,2000年5月24日,2000-05-24,2000,15.602
2000-05-25,2000年5月25日,2000-05-25,2000,15.582
2000-05-26,2000年5月26日,2000-05-26,2000,15.564
2000-05-27,2000年5月27日,2000-05-27,2000,15.551
2000-05-28,2000年5月28日,2000-05-28,2000,15.563
2000-05-29,2000年5月29日,2000-05-29,2000,15.639
2000-05-30,2000年5月30日,2000-05-30,2000,15.742
2000-05-31,2000年5月31日,2000-05-31,2000,15.77
2000-06-01,2000年6月1日,2000-06-01,2000,15.781
2000-06-02,2000年6月2日,2000-06-02,2000,15.846
2000-06-03,2000年6月3日,2000-06-03,2000,15.937
2000-06-04,2000年6月4日,2000-06-04,2000,15.961
2000-06-05,2000年6月5日,2000-06-05,2000,15.973
2000-06-06,2000年6月6日,2000-06-06,2000,15.945
2000-06-07,2000年6月7日,2000-06-07,2000,15.91
2000-06-08,2000年6月8日,2000-06-08,2000,15.939
2000-06-09,2000年6月9日,2000-06-09,2000,15.974
2000-06-10,2000年6月10日,2000-06-10,2000,15.942
2000-06-11,2000年6月11日,2000-06-11,2000,15.916
2000-06-12,2000年6月12日,2000-06-12,2000,15.941
2000-06-13,2000年6月13日,2000-06-13,2000,15.988
2000-06-14,2000年6月14日,2000-06-14,2000,16.027
2000-06-15,2000年6月15日,2000-06-15,2000,15.993
2000-06-16,2000年6月16日,2000-06-16,2000,16.022
2000-06-17,2000年6月17日,2000-06-17,2000,16.007
2000-06-18,2000年6月18日,2000-06-18,2000,16.009
2000-06-19,2000年6月19日,2000-06-19,2000,16.069
2000-06-20,2000年6月20日,2000-06-20,2000,16.131
2000-06-21,2000年6月21日,2000-06-21,2000,16.188
2000-06-22,2000年6月22日,2000-06-22,2000,16.206
2000-06-23,2000年6月23日,2000-06-23,2000,16.169
2000-06-24,2000年6月24日,2000-06-24,2000,16.216
2000-06-25,2000年6月25日,2000-06-25,2000,16.205
2000-06-26,2000年6月26日,2000-06-26,2000,16.184
2000-06-27,2000年6月27日,2000-06-27,2000,16.189
2000-06-28,2000年6月28日,2000-06-28,2000,16.167
2000-06-29,2000年6月29日,2000-06-29,2000,16.113
2000-06-30,2000年6月30日,2000-06-30,2000,16.09
2000-07-01,2000年7月1日,2000-07-01,2000,16.151
2000-07-02,2000年7月2日,2000-07-02,2000,16.233
2000-07-03,2000年7月3日,2000-07-03,2000,16.219
2000-07-04,2000年7月4日,2000-07-04,2000,16.191
2000-07-05,2000年7月5日,2000-07-05,2000,16.271
2000-07-06,2000年7月6日,2000-07-06,2000,16.345
2000-07-07,2000年7月7日,2000-07-07,2000,16.35
2000-07-08,2000年7月8日,2000-07-08,2000,16.274
2000-07-09,2000年7月9日,2000-07-09,2000,16.183
2000-07-10,2000年7月10日,2000-07-10,2000,16.164
2000-07-11,2000年7月11日,2000-07-11,2000,16.151
2000-07-12,2000年7月12日,2000-07-12,2000,16.176
2000-07-13,2000年7月13日,2000-07-13,2000,16.17
2000-07-14,2000年7月14日,2000-07-14,2000,16.239
2000-07-15,2000年7月15日,2000-07-15,2000,16.362
2000-07-16,2000年7月16日,2000-07-16,2000,16.45
2000-07-17,2000年7月17日,2000-07-17,2000,16.493
2000-07-18,2000年7月18日,2000-07-18,2000,16.414
2000-07-19,2000年7月19日,2000-07-19,2000,16.329
2000-07-20,2000年7月20日,2000-07-20,2000,16.377
2000-07-21,2000年7月21日,2000-07-21,2000,16.392
2000-07-22,2000年7月22日,2000-07-22,2000,16.315
2000-07-23,2000年7月23日,2000-07-23,2000,16.285
2000-07-24,2000年7月24日,2000-07-24,2000,16.313
2000-07-25,2000年7月25日,2000-07-25,2000,16.403
2000-07-26,2000年7月26日,2000-07-26,2000,16.395
2000-07-27,2000年7月27日,2000-07-27,2000,16.401
2000-07-28,2000年7月28日,2000-07-28,2000,16.42
2000-07-29,2000年7月29日,2000-07-29,2000,16.467
2000-07-30,2000年7月30日,2000-07-30,2000,16.512
2000-07-31,2000年7月31日,2000-07-31,2000,16.57
