Date,Time,amdno,wbgt,dt_popup,lat,long,kjName,guideline
2023/8/24,9:00,33581,28.5,8月24日 9時時点,39.47,141.27833333333334,大迫,厳重警戒
2023/8/24,9:00,33616,30.6,8月24日 9時時点,39.45,141.95666666666668,山田,厳重警戒
2023/8/24,9:00,33631,30.0,8月24日 9時時点,39.31,140.77666666666667,湯田,厳重警戒
2023/8/24,9:00,33671,30.9,8月24日 9時時点,39.33833333333333,141.54333333333332,遠野,厳重警戒
2023/8/24,9:00,33716,27.6,8月24日 9時時点,39.288333333333334,141.11,北上,警戒
2023/8/24,9:00,33751,34.6,8月24日 9時時点,39.27,141.87833333333333,釜石,危険
2023/8/24,9:00,33776,27.6,8月24日 9時時点,39.14,141.06333333333333,若柳,警戒
2023/8/24,9:00,33781,28.8,8月24日 9時時点,39.18333333333333,141.16166666666666,江刺,厳重警戒
2023/8/24,9:00,33801,31.9,8月24日 9時時点,39.141666666666666,141.57333333333332,住田,危険
2023/8/24,9:00,33877,29.9,8月24日 9時時点,39.06333333333333,141.71333333333334,大船渡,厳重警戒
2023/8/24,9:00,33911,28.1,8月24日 9時時点,38.93333333333333,141.125,一関,厳重警戒
2023/8/24,9:00,33921,30.8,8月24日 9時時点,38.92166666666667,141.33,千厩,厳重警戒
2023/8/24,9:00,34012,22.7,8月24日 9時時点,38.913333333333334,140.82833333333335,駒ノ湯,注意
2023/8/24,9:00,34026,30.3,8月24日 9時時点,38.906666666666666,141.55666666666667,気仙沼,厳重警戒
2023/8/24,9:00,34096,25.5,8月24日 9時時点,38.74333333333333,140.76,川渡,警戒
2023/8/24,9:00,34111,29.0,8月24日 9時時点,38.735,141.005,築館,厳重警戒
2023/8/24,9:00,34171,31.2,8月24日 9時時点,38.626666666666665,141.18833333333333,米山,危険
2023/8/24,9:00,34186,31.9,8月24日 9時時点,38.681666666666665,141.44833333333332,志津川,危険
2023/8/24,9:00,34216,30.1,8月24日 9時時点,38.598333333333336,140.91166666666666,古川,厳重警戒
2023/8/24,9:00,34266,27.5,8月24日 9時時点,38.473333333333336,140.88833333333332,大衡,警戒
2023/8/24,9:00,34276,29.6,8月24日 9時時点,38.46,141.09166666666667,鹿島台,厳重警戒
2023/8/24,9:00,34292,30.2,8月24日 9時時点,38.42666666666667,141.29833333333335,石巻,厳重警戒
2023/8/24,9:00,34296,30.4,8月24日 9時時点,38.446666666666665,141.45,女川,厳重警戒
2023/8/24,9:00,34311,27.4,8月24日 9時時点,38.303333333333335,140.63666666666666,新川,警戒
2023/8/24,9:00,34331,30.8,8月24日 9時時点,38.33833333333333,141.01333333333332,塩釜,厳重警戒
2023/8/24,9:00,34392,30.0,8月24日 9時時点,38.26166666666666,140.89666666666668,仙台,厳重警戒
2023/8/24,9:00,34461,31.3,8月24日 9時時点,38.015,140.61166666666668,白石,危険
2023/8/24,9:00,34462,29.6,8月24日 9時時点,38.126666666666665,140.68,蔵王,厳重警戒
2023/8/24,9:00,34471,29.9,8月24日 9時時点,38.025,140.85833333333332,亘理,厳重警戒
2023/8/24,9:00,34506,32.1,8月24日 9時時点,37.931666666666665,140.77833333333334,丸森,危険
2023/8/24,9:00,35002,31.5,8月24日 9時時点,39.18333333333333,139.54333333333332,飛島,危険
2023/8/24,9:00,35052,30.5,8月24日 9時時点,38.90833333333333,139.84333333333333,酒田,厳重警戒
2023/8/24,9:00,35071,29.1,8月24日 9時時点,38.91833333333334,140.2,差首鍋,厳重警戒
2023/8/24,9:00,35116,29.7,8月24日 9時時点,38.87833333333333,140.33166666666668,金山,厳重警戒
2023/8/24,9:00,35141,31.4,8月24日 9時時点,38.735,139.82833333333335,鶴岡,危険
2023/8/24,9:00,35146,30.7,8月24日 9時時点,38.8,139.97333333333333,狩川,厳重警戒
2023/8/24,9:00,35162,30.6,8月24日 9時時点,38.75666666666667,140.31166666666667,新庄,厳重警戒
2023/8/24,9:00,35176,29.4,8月24日 9時時点,38.75833333333333,140.51666666666668,向町,厳重警戒
2023/8/24,9:00,35216,28.8,8月24日 9時時点,38.60666666666667,140.16333333333333,肘折,厳重警戒
2023/8/24,9:00,35231,30.8,8月24日 9時時点,38.608333333333334,140.41166666666666,尾花沢,厳重警戒
2023/8/24,9:00,35246,31.3,8月24日 9時時点,38.56666666666667,139.55166666666668,鼠ケ関,危険
