date,観測所番号,都道府県名,地名,最高気温
2024-07-10,54041,新潟県,弾崎,22.1
2024-07-10,71191,徳島県,京上,22.0
2024-07-10,32287,秋田県,大潟,22.0
2024-07-10,33421,岩手県,雫石,22.0
2024-07-10,52346,岐阜県,宮地,22.0
2024-07-10,54421,新潟県,津川,22.0
2024-07-10,32691,秋田県,湯沢,22.0
2024-07-10,33026,岩手県,軽米,22.0
2024-07-10,33751,岩手県,釜石,21.9
2024-07-10,31461,青森県,弘前,21.9
2024-07-10,48031,長野県,野沢温泉,21.9
2024-07-10,32402,秋田県,秋田,21.9
2024-07-10,32616,秋田県,にかほ,21.9
2024-07-10,31602,青森県,八戸,21.9
2024-07-10,52286,岐阜県,萩原,21.8
2024-07-10,33581,岩手県,大迫,21.8
2024-07-10,31586,青森県,十和田,21.8
2024-07-10,33576,岩手県,花巻,21.8
2024-07-10,34462,宮城県,蔵王,21.8
2024-07-10,65061,和歌山県,高野山,21.8
2024-07-10,41011,栃木県,那須高原,21.7
2024-07-10,33136,岩手県,山形,21.7
2024-07-10,33801,岩手県,住田,21.7
2024-07-10,31332,青森県,野辺地,21.7
2024-07-10,52051,岐阜県,神岡,21.7
2024-07-10,31111,青森県,むつ,21.7
2024-07-10,68276,島根県,横田,21.7
2024-07-10,48561,長野県,原村,21.7
2024-07-10,34026,宮城県,気仙沼,21.7
2024-07-10,33336,岩手県,小本,21.7
2024-07-10,33501,岩手県,紫波,21.6
2024-07-10,32136,秋田県,大館,21.6
2024-07-10,35116,山形県,金山,21.6
2024-07-10,34012,宮城県,駒ノ湯,21.6
2024-07-10,31121,青森県,小田野沢,21.6
2024-07-10,33671,岩手県,遠野,21.6
2024-07-10,52146,岐阜県,高山,21.6
2024-07-10,35071,山形県,差首鍋,21.6
2024-07-10,32111,秋田県,能代,21.6
2024-07-10,48466,長野県,奈川,21.6
2024-07-10,32581,秋田県,東由利,21.5
2024-07-10,32571,秋田県,本荘,21.5
2024-07-10,54836,新潟県,津南,21.5
2024-07-10,35376,山形県,左沢,21.5
2024-07-10,48296,長野県,穂高,21.5
2024-07-10,48536,長野県,木祖薮原,21.5
2024-07-10,48717,長野県,南木曽,21.5
2024-07-10,49251,山梨県,河口湖,21.5
2024-07-10,33206,岩手県,普代,21.5
2024-07-10,67191,広島県,油木,21.5
2024-07-10,31296,青森県,五所川原,21.4
2024-07-10,34311,宮城県,新川,21.4
2024-07-10,67016,広島県,高野,21.4
2024-07-10,51071,愛知県,稲武,21.4
2024-07-10,74056,高知県,本川,21.4
2024-07-10,12596,北海道,上富良野,21.4
2024-07-10,33616,岩手県,山田,21.3
2024-07-10,36276,福島県,猪苗代,21.3
2024-07-10,36342,福島県,金山,21.3
2024-07-10,52041,岐阜県,河合,21.3
2024-07-10,52482,岐阜県,黒川,21.3
2024-07-10,33296,岩手県,好摩,21.3
2024-07-10,23232,北海道,函館,21.2
2024-07-10,32596,秋田県,横手,21.2
2024-07-10,32496,秋田県,大正寺,21.2
2024-07-10,31466,青森県,黒石,21.1
2024-07-10,35002,山形県,飛島,21.1
2024-07-10,36536,福島県,南郷,21.1
2024-07-10,32551,秋田県,大曲,21.1
2024-07-10,32056,秋田県,八森,21.1
2024-07-10,36641,福島県,田島,21.1
2024-07-10,31366,青森県,鰺ケ沢,21.0
2024-07-10,32466,秋田県,角館,21.0
2024-07-10,36221,福島県,飯舘,21.0
2024-07-10,32626,秋田県,矢島,21.0
2024-07-10,20276,北海道,足寄,21.0
2024-07-10,33226,岩手県,岩手松尾,21.0
2024-07-10,87071,宮崎県,鞍岡,21.0
2024-07-10,33472,岩手県,宮古,21.0
2024-07-10,52221,岐阜県,長滝,21.0
2024-07-10,32126,秋田県,鷹巣,20.9
2024-07-10,41076,栃木県,五十里,20.9
2024-07-10,20356,北海道,新得,20.9
2024-07-10,48061,長野県,信濃町,20.9
2024-07-10,52081,岐阜県,白川,20.9
2024-07-10,31721,青森県,三戸,20.8
2024-07-10,33921,岩手県,千厩,20.8
2024-07-10,32296,秋田県,五城目,20.8
2024-07-10,32407,秋田県,岩見三内,20.8
2024-07-10,33631,岩手県,湯田,20.8
2024-07-10,32451,秋田県,雄和,20.8
2024-07-10,31336,青森県,六ケ所,20.8
2024-07-10,33006,岩手県,種市,20.8
2024-07-10,12626,北海道,富良野,20.7
2024-07-10,31646,青森県,碇ケ関,20.7
2024-07-10,42396,群馬県,神流,20.7
2024-07-10,42221,群馬県,田代,20.7
2024-07-10,69271,鳥取県,茶屋,20.7
2024-07-10,23226,北海道,北斗,20.7
2024-07-10,32286,秋田県,男鹿,20.7
2024-07-10,33326,岩手県,岩泉,20.6
2024-07-10,41166,栃木県,奥日光,20.6
2024-07-10,33526,岩手県,川井,20.6
2024-07-10,20432,北海道,帯広,20.6
2024-07-10,32476,秋田県,田沢湖,20.6
2024-07-10,12301,北海道,和寒,20.5
2024-07-10,22241,北海道,静内,20.5
2024-07-10,15251,北海道,芦別,20.5
2024-07-10,31156,青森県,脇野沢,20.5
2024-07-10,66091,岡山県,千屋,20.5
2024-07-10,49196,山梨県,古関,20.5
2024-07-10,19432,北海道,釧路,20.5
2024-07-10,21126,北海道,穂別,20.5
2024-07-10,17546,北海道,小清水,20.5
2024-07-10,33071,岩手県,二戸,20.4
2024-07-10,33146,岩手県,久慈,20.4
2024-07-10,22291,北海道,三石,20.4
2024-07-10,23281,北海道,高松,20.4
2024-07-10,15321,北海道,美唄,20.4
2024-07-10,15241,北海道,滝川,20.4
2024-07-10,35216,山形県,肘折,20.3
2024-07-10,32146,秋田県,鹿角,20.3
2024-07-10,32181,秋田県,脇神,20.3
2024-07-10,15356,北海道,岩見沢,20.3
2024-07-10,20146,北海道,陸別,20.3
2024-07-10,21276,北海道,鵡川,20.2
2024-07-10,14163,北海道,札幌,20.2
2024-07-10,22327,北海道,浦河,20.2
2024-07-10,31436,青森県,深浦,20.2
2024-07-10,32311,秋田県,阿仁合,20.2
2024-07-10,32771,秋田県,湯の岱,20.2
2024-07-10,33166,岩手県,荒屋,20.2
2024-07-10,20421,北海道,芽室,20.2
2024-07-10,12442,北海道,旭川,20.2
2024-07-10,22036,北海道,日高,20.2
2024-07-10,12691,北海道,幾寅,20.1
2024-07-10,31386,青森県,青森大谷,20.1
2024-07-10,15431,北海道,長沼,20.1
2024-07-10,48191,長野県,大町,20.1
2024-07-10,12451,北海道,東川,20.1
2024-07-10,12632,北海道,麓郷,20.1
2024-07-10,13311,北海道,増毛,20.1
2024-07-10,15311,北海道,月形,20.1
2024-07-10,12396,北海道,比布,20.1
2024-07-10,12386,北海道,江丹別,20.1
2024-07-10,49256,山梨県,山中,20.1
2024-07-10,12181,北海道,名寄,20.0
2024-07-10,15231,北海道,空知吉野,20.0
2024-07-10,12141,北海道,美深,20.0
2024-07-10,12266,北海道,朝日,20.0
2024-07-10,14071,北海道,厚田,20.0
2024-07-10,19151,北海道,標茶,20.0
2024-07-10,23326,北海道,木古内,20.0
2024-07-10,31201,青森県,蟹田,20.0
2024-07-10,22141,北海道,日高門別,20.0
2024-07-10,33486,岩手県,沢内,20.0
2024-07-10,14101,北海道,新篠津,19.9
2024-07-10,12551,北海道,美瑛,19.9
2024-07-10,14296,北海道,千歳,19.9
2024-07-10,21111,北海道,厚真,19.9
2024-07-10,33176,岩手県,奥中山,19.9
2024-07-10,31186,青森県,市浦,19.9
2024-07-10,32206,秋田県,湯瀬,19.9
2024-07-10,52181,岐阜県,六厩,19.9
2024-07-10,31001,青森県,大間,19.9
2024-07-10,36106,福島県,桧原,19.9
2024-07-10,42046,群馬県,藤原,19.9
2024-07-10,20341,北海道,本別,19.9
2024-07-10,14136,北海道,江別,19.8
2024-07-10,35361,山形県,大井沢,19.8
2024-07-10,48141,長野県,白馬,19.8
2024-07-10,22156,北海道,新和,19.8
2024-07-10,20371,北海道,駒場,19.8
2024-07-10,20361,北海道,鹿追,19.8
2024-07-10,21187,北海道,苫小牧,19.8
2024-07-10,12746,北海道,占冠,19.7
2024-07-10,13277,北海道,留萌,19.7
2024-07-10,13181,北海道,羽幌,19.7
2024-07-10,15161,北海道,深川,19.7
2024-07-10,12261,北海道,士別,19.7
2024-07-10,15156,北海道,秩父別,19.7
2024-07-10,19191,北海道,鶴居,19.7
2024-07-10,19261,北海道,中徹別,19.7
2024-07-10,12041,北海道,音威子府,19.6
2024-07-10,14206,北海道,恵庭島松,19.6
2024-07-10,31136,青森県,今別,19.5
2024-07-10,31662,青森県,休屋,19.5
2024-07-10,12512,北海道,志比内,19.5
2024-07-10,13321,北海道,幌糠,19.4
2024-07-10,11206,北海道,浜頓別,19.4
2024-07-10,21297,北海道,伊達,19.4
2024-07-10,21161,北海道,大滝,19.4
2024-07-10,21323,北海道,室蘭,19.4
2024-07-10,52111,岐阜県,栃尾,19.4
2024-07-10,11276,北海道,中頓別,19.4
2024-07-10,19021,北海道,川湯,19.3
2024-07-10,22306,北海道,中杵臼,19.3
2024-07-10,14116,北海道,山口,19.3
2024-07-10,21261,北海道,白老,19.3
2024-07-10,33186,岩手県,葛巻,19.3
2024-07-10,14026,北海道,浜益,19.3
2024-07-10,12011,北海道,中川,19.3
2024-07-10,13086,北海道,遠別,19.3
2024-07-10,17482,北海道,白滝,19.2
2024-07-10,12501,北海道,東神楽,19.2
2024-07-10,16091,北海道,小樽,19.2
2024-07-10,19051,北海道,弟子屈,19.2
2024-07-10,23031,北海道,長万部,19.2
2024-07-10,14121,北海道,石狩,19.2
2024-07-10,15076,北海道,幌加内,19.2
2024-07-10,20266,北海道,上士幌,19.1
2024-07-10,42121,群馬県,草津,19.1
2024-07-10,15442,北海道,夕張,19.1
2024-07-10,13261,北海道,達布,19.1
2024-07-10,12231,北海道,下川,19.1
2024-07-10,15116,北海道,石狩沼田,19.1
2024-07-10,19416,北海道,白糠,19.1
2024-07-10,13121,北海道,初山別,19.0
2024-07-10,16321,北海道,黒松内,19.0
2024-07-10,17596,北海道,留辺蘂,19.0
2024-07-10,24217,北海道,江差,19.0
2024-07-10,19376,北海道,太田,19.0
2024-07-10,19347,北海道,鶴丘,19.0
2024-07-10,11291,北海道,北見枝幸,19.0
2024-07-10,20506,北海道,浦幌,18.9
2024-07-10,16286,北海道,喜茂別,18.9
2024-07-10,23086,北海道,八雲,18.9
2024-07-10,18256,北海道,別海,18.9
2024-07-10,19451,北海道,知方学,18.8
2024-07-10,12411,北海道,上川,18.8
2024-07-10,11016,北海道,稚内,18.8
2024-07-10,17531,北海道,女満別,18.8
2024-07-10,23376,北海道,松前,18.8
2024-07-10,16206,北海道,蘭越,18.8
2024-07-10,33371,岩手県,薮川,18.7
2024-07-10,17112,北海道,紋別,18.7
2024-07-10,17521,北海道,北見,18.7
2024-07-10,16156,北海道,共和,18.7
2024-07-10,33441,岩手県,区界,18.7
2024-07-10,13146,北海道,焼尻,18.6
2024-07-10,20186,北海道,ぬかびら源泉郷,18.6
2024-07-10,18161,北海道,上標津,18.6
2024-07-10,17607,北海道,境野,18.6
2024-07-10,14286,北海道,支笏湖畔,18.6
2024-07-10,16217,北海道,倶知安,18.6
2024-07-10,13061,北海道,天塩,18.5
2024-07-10,17091,北海道,西興部,18.5
2024-07-10,11061,北海道,声問,18.5
2024-07-10,23206,北海道,川汲,18.5
2024-07-10,23166,北海道,森,18.5
2024-07-10,52196,岐阜県,宮之前,18.4
2024-07-10,17501,北海道,生田原,18.4
2024-07-10,36716,福島県,桧枝岐,18.4
2024-07-10,11316,北海道,歌登,18.4
2024-07-10,16252,北海道,寿都,18.4
2024-07-10,17196,北海道,滝上,18.4
2024-07-10,17351,北海道,宇登呂,18.4
2024-07-10,11076,北海道,浜鬼志別,18.4
2024-07-10,32266,秋田県,八幡平,18.3
2024-07-10,24141,北海道,熊石,18.3
2024-07-10,20556,北海道,糠内,18.3
2024-07-10,20551,北海道,帯広泉,18.3
2024-07-10,20441,北海道,池田,18.3
2024-07-10,17166,北海道,湧別,18.2
2024-07-10,24041,北海道,せたな,18.2
2024-07-10,17116,北海道,紋別小向,18.2
2024-07-10,17036,北海道,雄武,18.2
2024-07-10,17306,北海道,遠軽,18.2
2024-07-10,11121,北海道,沼川,18.1
2024-07-10,18311,北海道,厚床,18.1
2024-07-10,48826,長野県,浪合,18.1
2024-07-10,17076,北海道,興部,18.1
2024-07-10,17341,北海道,網走,18.1
2024-07-10,21312,北海道,登別,18.1
2024-07-10,21226,北海道,大岸,18.1
2024-07-10,17316,北海道,佐呂間,18.1
2024-07-10,11001,北海道,宗谷岬,18.0
2024-07-10,20631,北海道,大津,18.0
2024-07-10,48531,長野県,開田高原,18.0
2024-07-10,41116,栃木県,土呂部,18.0
2024-07-10,24201,北海道,鶉,18.0
2024-07-10,16061,北海道,神恵内,17.9
2024-07-10,20606,北海道,更別,17.9
2024-07-10,15041,北海道,朱鞠内,17.9
2024-07-10,17631,北海道,美幌,17.8
2024-07-10,11176,北海道,豊富,17.8
2024-07-10,20601,北海道,上札内,17.8
2024-07-10,18038,北海道,羅臼,17.8
2024-07-10,24051,北海道,今金,17.8
2024-07-10,24101,北海道,奥尻,17.8
2024-07-10,21171,北海道,森野,17.7
2024-07-10,17717,北海道,津別,17.5
2024-07-10,16076,北海道,余市,17.5
2024-07-10,24156,北海道,米岡,17.5
2024-07-10,16281,北海道,真狩,17.5
2024-07-10,19076,北海道,阿寒湖畔,17.5
2024-07-10,11151,北海道,沓形,17.4
2024-07-10,20696,北海道,大樹,17.4
2024-07-10,17561,北海道,斜里,17.4
2024-07-10,11091,北海道,本泊,17.3
2024-07-10,18171,北海道,中標津,17.2
2024-07-10,18273,北海道,根室,17.2
2024-07-10,18174,北海道,根室中標津,17.2
2024-07-10,22391,北海道,えりも岬,17.1
2024-07-10,36196,福島県,鷲倉,17.1
2024-07-10,17246,北海道,常呂,16.9
2024-07-10,31482,青森県,酸ケ湯,16.9
2024-07-10,16026,北海道,美国,16.9
2024-07-10,20751,北海道,広尾,16.7
2024-07-10,11046,北海道,礼文,16.7
2024-07-10,48216,長野県,菅平,16.6
2024-07-10,18281,北海道,納沙布,16.1
2024-07-10,19311,北海道,榊町,15.9
2024-07-10,18136,北海道,標津,15.6
