name,date,maxtemp,prec_no,points_no
内海,2018-11-01,18.2,72,72061
内海,2018-11-02,19.0,72,72061
内海,2018-11-03,19.8,72,72061
内海,2018-11-04,21.1,72,72061
内海,2018-11-05,20.7,72,72061
内海,2018-11-06,22.4,72,72061
内海,2018-11-07,21.2,72,72061
内海,2018-11-08,21.8,72,72061
内海,2018-11-09,24.4,72,72061
内海,2018-11-10,22.0,72,72061
内海,2018-11-11,20.0,72,72061
内海,2018-11-12,18.2,72,72061
内海,2018-11-13,17.2,72,72061
内海,2018-11-14,17.5,72,72061
内海,2018-11-15,18.2,72,72061
内海,2018-11-16,18.4,72,72061
内海,2018-11-17,20.1,72,72061
内海,2018-11-18,18.5,72,72061
内海,2018-11-19,15.8,72,72061
内海,2018-11-20,16.4,72,72061
内海,2018-11-21,16.3,72,72061
内海,2018-11-22,14.8,72,72061
内海,2018-11-23,13.7,72,72061
内海,2018-11-24,13.5,72,72061
内海,2018-11-25,18.2,72,72061
内海,2018-11-26,16.6,72,72061
内海,2018-11-27,18.7,72,72061
内海,2018-11-28,16.9,72,72061
内海,2018-11-29,17.2,72,72061
内海,2018-11-30,16.8,72,72061
高松,2018-11-01,17.7,72,72086
高松,2018-11-02,18.6,72,72086
高松,2018-11-03,19.2,72,72086
高松,2018-11-04,20.1,72,72086
高松,2018-11-05,20.4,72,72086
高松,2018-11-06,22.7,72,72086
高松,2018-11-07,21.0,72,72086
高松,2018-11-08,22.1,72,72086
高松,2018-11-09,24.0,72,72086
高松,2018-11-10,21.0,72,72086
高松,2018-11-11,19.4,72,72086
高松,2018-11-12,17.4,72,72086
高松,2018-11-13,16.6,72,72086
高松,2018-11-14,17.3,72,72086
高松,2018-11-15,17.5,72,72086
高松,2018-11-16,17.8,72,72086
高松,2018-11-17,19.5,72,72086
高松,2018-11-18,18.6,72,72086
高松,2018-11-19,15.5,72,72086
高松,2018-11-20,16.9,72,72086
高松,2018-11-21,15.1,72,72086
高松,2018-11-22,14.8,72,72086
高松,2018-11-23,13.4,72,72086
高松,2018-11-24,13.7,72,72086
高松,2018-11-25,17.7,72,72086
高松,2018-11-26,15.9,72,72086
高松,2018-11-27,17.5,72,72086
高松,2018-11-28,16.4,72,72086
高松,2018-11-29,17.2,72,72086
高松,2018-11-30,17.2,72,72086
多度津,2018-11-01,18.2,72,72111
多度津,2018-11-02,18.3,72,72111
多度津,2018-11-03,19.5,72,72111
多度津,2018-11-04,19.3,72,72111
多度津,2018-11-05,20.0,72,72111
多度津,2018-11-06,22.0,72,72111
多度津,2018-11-07,21.6,72,72111
多度津,2018-11-08,21.4,72,72111
多度津,2018-11-09,23.1,72,72111
多度津,2018-11-10,20.6,72,72111
多度津,2018-11-11,19.4,72,72111
多度津,2018-11-12,17.1,72,72111
多度津,2018-11-13,16.8,72,72111
多度津,2018-11-14,17.4,72,72111
多度津,2018-11-15,17.1,72,72111
多度津,2018-11-16,16.4,72,72111
多度津,2018-11-17,19.4,72,72111
多度津,2018-11-18,18.0,72,72111
多度津,2018-11-19,16.0,72,72111
多度津,2018-11-20,16.6,72,72111
多度津,2018-11-21,15.4,72,72111
多度津,2018-11-22,14.6,72,72111
多度津,2018-11-23,13.5,72,72111
多度津,2018-11-24,13.3,72,72111
多度津,2018-11-25,17.1,72,72111
多度津,2018-11-26,16.1,72,72111
多度津,2018-11-27,17.5,72,72111
多度津,2018-11-28,15.9,72,72111
多度津,2018-11-29,16.7,72,72111
多度津,2018-11-30,17.0,72,72111
滝宮,2018-11-01,17.4,72,72121
滝宮,2018-11-02,18.6,72,72121
滝宮,2018-11-03,19.5,72,72121
滝宮,2018-11-04,20.3,72,72121
滝宮,2018-11-05,21.4,72,72121
滝宮,2018-11-06,22.3,72,72121
滝宮,2018-11-07,20.9,72,72121
滝宮,2018-11-08,22.8,72,72121
滝宮,2018-11-09,23.9,72,72121
滝宮,2018-11-10,20.6,72,72121
滝宮,2018-11-11,19.8,72,72121
滝宮,2018-11-12,16.7,72,72121
滝宮,2018-11-13,14.6,72,72121
滝宮,2018-11-14,16.4,72,72121
滝宮,2018-11-15,17.5,72,72121
滝宮,2018-11-16,17.8,72,72121
滝宮,2018-11-17,19.2,72,72121
滝宮,2018-11-18,19.1,72,72121
滝宮,2018-11-19,13.7,72,72121
滝宮,2018-11-20,16.2,72,72121
滝宮,2018-11-21,16.0,72,72121
滝宮,2018-11-22,12.9,72,72121
滝宮,2018-11-23,12.5,72,72121
滝宮,2018-11-24,14.0,72,72121
滝宮,2018-11-25,17.6,72,72121
滝宮,2018-11-26,16.4,72,72121
滝宮,2018-11-27,17.6,72,72121
滝宮,2018-11-28,15.7,72,72121
滝宮,2018-11-29,16.1,72,72121
滝宮,2018-11-30,16.4,72,72121
引田,2018-11-01,17.0,72,72146
引田,2018-11-02,17.6,72,72146
引田,2018-11-03,18.1,72,72146
引田,2018-11-04,19.4,72,72146
引田,2018-11-05,19.8,72,72146
引田,2018-11-06,22.1,72,72146
引田,2018-11-07,20.4,72,72146
引田,2018-11-08,21.1,72,72146
引田,2018-11-09,24.3,72,72146
引田,2018-11-10,20.0,72,72146
引田,2018-11-11,18.6,72,72146
引田,2018-11-12,17.1,72,72146
引田,2018-11-13,16.0,72,72146
引田,2018-11-14,15.7,72,72146
引田,2018-11-15,16.6,72,72146
引田,2018-11-16,17.3,72,72146
引田,2018-11-17,18.6,72,72146
引田,2018-11-18,17.7,72,72146
引田,2018-11-19,15.1,72,72146
引田,2018-11-20,16.1,72,72146
引田,2018-11-21,14.6,72,72146
引田,2018-11-22,13.4,72,72146
引田,2018-11-23,13.1,72,72146
引田,2018-11-24,12.8,72,72146
引田,2018-11-25,16.5,72,72146
引田,2018-11-26,15.4,72,72146
引田,2018-11-27,17.3,72,72146
引田,2018-11-28,16.4,72,72146
引田,2018-11-29,16.5,72,72146
引田,2018-11-30,16.9,72,72146
財田,2018-11-01,16.9,72,72161
財田,2018-11-02,18.9,72,72161
財田,2018-11-03,20.2,72,72161
財田,2018-11-04,20.6,72,72161
財田,2018-11-05,20.4,72,72161
財田,2018-11-06,21.3,72,72161
財田,2018-11-07,21.9,72,72161
財田,2018-11-08,22.3,72,72161
財田,2018-11-09,22.8,72,72161
財田,2018-11-10,20.3,72,72161
財田,2018-11-11,20.5,72,72161
財田,2018-11-12,16.4,72,72161
財田,2018-11-13,15.1,72,72161
財田,2018-11-14,15.7,72,72161
財田,2018-11-15,16.8,72,72161
財田,2018-11-16,17.2,72,72161
財田,2018-11-17,19.0,72,72161
財田,2018-11-18,18.6,72,72161
財田,2018-11-19,13.1,72,72161
財田,2018-11-20,15.9,72,72161
財田,2018-11-21,16.0,72,72161
財田,2018-11-22,12.7,72,72161
財田,2018-11-23,12.4,72,72161
