date,max,year,month,day,month_day,month_day_flourish
2013-09-27,24.2,2013,9,27,09-27,9/27
2013-09-28,25.3,2013,9,28,09-28,9/28
2013-09-29,26.2,2013,9,29,09-29,9/29
2013-09-30,26.2,2013,9,30,09-30,9/30
2014-06-01,33.1,2014,6,1,06-01,6/1
2014-06-02,31.4,2014,6,2,06-02,6/2
2014-06-03,28.9,2014,6,3,06-03,6/3
2014-06-04,29.4,2014,6,4,06-04,6/4
2014-06-05,23.3,2014,6,5,06-05,6/5
2014-06-06,20.9,2014,6,6,06-06,6/6
2014-06-07,19.2,2014,6,7,06-07,6/7
2014-06-08,22.4,2014,6,8,06-08,6/8
2014-06-09,25.6,2014,6,9,06-09,6/9
2014-06-10,27.8,2014,6,10,06-10,6/10
2014-06-11,24.4,2014,6,11,06-11,6/11
2014-06-12,23.7,2014,6,12,06-12,6/12
2014-06-13,30.3,2014,6,13,06-13,6/13
2014-06-14,29.4,2014,6,14,06-14,6/14
2014-06-15,29.6,2014,6,15,06-15,6/15
2014-06-16,29.8,2014,6,16,06-16,6/16
2014-06-17,27.8,2014,6,17,06-17,6/17
2014-06-18,25.1,2014,6,18,06-18,6/18
2014-06-19,28.5,2014,6,19,06-19,6/19
2014-06-20,27.9,2014,6,20,06-20,6/20
2014-06-21,27.7,2014,6,21,06-21,6/21
2014-06-22,23.6,2014,6,22,06-22,6/22
2014-06-23,27.8,2014,6,23,06-23,6/23
2014-06-24,26.6,2014,6,24,06-24,6/24
2014-06-25,26.2,2014,6,25,06-25,6/25
2014-06-26,28.2,2014,6,26,06-26,6/26
2014-06-27,26.2,2014,6,27,06-27,6/27
2014-06-28,24.8,2014,6,28,06-28,6/28
2014-06-29,28.9,2014,6,29,06-29,6/29
2014-06-30,27.3,2014,6,30,06-30,6/30
2014-07-01,29.6,2014,7,1,07-01,7/1
2014-07-02,30.3,2014,7,2,07-02,7/2
2014-07-03,27.5,2014,7,3,07-03,7/3
2014-07-04,23.4,2014,7,4,07-04,7/4
2014-07-05,24.3,2014,7,5,07-05,7/5
2014-07-06,28.5,2014,7,6,07-06,7/6
2014-07-07,24.9,2014,7,7,07-07,7/7
2014-07-08,31.5,2014,7,8,07-08,7/8
2014-07-09,25.7,2014,7,9,07-09,7/9
2014-07-10,29.7,2014,7,10,07-10,7/10
2014-07-11,34.2,2014,7,11,07-11,7/11
2014-07-12,32.8,2014,7,12,07-12,7/12
2014-07-13,28.0,2014,7,13,07-13,7/13
2014-07-14,32.9,2014,7,14,07-14,7/14
2014-07-15,32.5,2014,7,15,07-15,7/15
2014-07-16,32.3,2014,7,16,07-16,7/16
2014-07-17,31.8,2014,7,17,07-17,7/17
2014-07-18,27.5,2014,7,18,07-18,7/18
2014-07-19,26.4,2014,7,19,07-19,7/19
2014-07-20,29.9,2014,7,20,07-20,7/20
2014-07-21,28.8,2014,7,21,07-21,7/21
2014-07-22,31.2,2014,7,22,07-22,7/22
2014-07-23,33.1,2014,7,23,07-23,7/23
2014-07-24,34.6,2014,7,24,07-24,7/24
2014-07-25,35.6,2014,7,25,07-25,7/25
2014-07-26,34.6,2014,7,26,07-26,7/26
2014-07-27,34.5,2014,7,27,07-27,7/27
2014-07-28,30.7,2014,7,28,07-28,7/28
2014-07-29,31.8,2014,7,29,07-29,7/29
2014-07-30,31.8,2014,7,30,07-30,7/30
2014-07-31,33.9,2014,7,31,07-31,7/31
2014-08-01,33.5,2014,8,1,08-01,8/1
2014-08-02,35.3,2014,8,2,08-02,8/2
2014-08-03,35.5,2014,8,3,08-03,8/3
2014-08-04,34.7,2014,8,4,08-04,8/4
2014-08-05,36.1,2014,8,5,08-05,8/5
2014-08-06,35.7,2014,8,6,08-06,8/6
2014-08-07,34.2,2014,8,7,08-07,8/7
2014-08-08,31.7,2014,8,8,08-08,8/8
2014-08-09,27.8,2014,8,9,08-09,8/9
2014-08-10,29.4,2014,8,10,08-10,8/10
2014-08-11,32.9,2014,8,11,08-11,8/11
2014-08-12,29.6,2014,8,12,08-12,8/12
2014-08-13,31.5,2014,8,13,08-13,8/13
2014-08-14,30.1,2014,8,14,08-14,8/14
2014-08-15,33.6,2014,8,15,08-15,8/15
2014-08-16,31.2,2014,8,16,08-16,8/16
2014-08-17,30.8,2014,8,17,08-17,8/17
2014-08-18,33.6,2014,8,18,08-18,8/18
2014-08-19,34.7,2014,8,19,08-19,8/19
2014-08-20,34.5,2014,8,20,08-20,8/20
2014-08-21,34.1,2014,8,21,08-21,8/21
2014-08-22,34.6,2014,8,22,08-22,8/22
2014-08-23,30.3,2014,8,23,08-23,8/23
2014-08-24,32.1,2014,8,24,08-24,8/24
2014-08-25,29.3,2014,8,25,08-25,8/25
2014-08-26,26.9,2014,8,26,08-26,8/26
2014-08-27,23.4,2014,8,27,08-27,8/27
2014-08-28,23.0,2014,8,28,08-28,8/28
2014-08-29,26.2,2014,8,29,08-29,8/29
2014-08-30,26.1,2014,8,30,08-30,8/30
2014-08-31,25.7,2014,8,31,08-31,8/31
2014-09-01,23.8,2014,9,1,09-01,9/1
2014-09-02,29.8,2014,9,2,09-02,9/2
2014-09-03,27.3,2014,9,3,09-03,9/3
2014-09-04,27.7,2014,9,4,09-04,9/4
2014-09-05,31.6,2014,9,5,09-05,9/5
2014-09-06,31.1,2014,9,6,09-06,9/6
2014-09-07,24.4,2014,9,7,09-07,9/7
2014-09-08,24.4,2014,9,8,09-08,9/8
2014-09-09,28.1,2014,9,9,09-09,9/9
2014-09-10,26.9,2014,9,10,09-10,9/10
2014-09-11,23.2,2014,9,11,09-11,9/11
2014-09-12,27.5,2014,9,12,09-12,9/12
2014-09-13,27.3,2014,9,13,09-13,9/13
2014-09-14,28.7,2014,9,14,09-14,9/14
2014-09-15,26.0,2014,9,15,09-15,9/15
2014-09-16,29.5,2014,9,16,09-16,9/16
2014-09-17,26.1,2014,9,17,09-17,9/17
2014-09-18,25.9,2014,9,18,09-18,9/18
2014-09-19,25.6,2014,9,19,09-19,9/19
2014-09-20,22.3,2014,9,20,09-20,9/20
2014-09-21,26.7,2014,9,21,09-21,9/21
2014-09-22,27.2,2014,9,22,09-22,9/22
2014-09-23,26.4,2014,9,23,09-23,9/23
2014-09-24,25.9,2014,9,24,09-24,9/24
2014-09-25,28.5,2014,9,25,09-25,9/25
2014-09-26,28.1,2014,9,26,09-26,9/26
2014-09-27,23.5,2014,9,27,09-27,9/27
2014-09-28,27.0,2014,9,28,09-28,9/28
2014-09-29,28.3,2014,9,29,09-29,9/29
2014-09-30,29.1,2014,9,30,09-30,9/30
2015-06-01,27.7,2015,6,1,06-01,6/1
2015-06-02,28.7,2015,6,2,06-02,6/2
2015-06-03,22.9,2015,6,3,06-03,6/3
2015-06-04,29.1,2015,6,4,06-04,6/4
2015-06-05,22.5,2015,6,5,06-05,6/5
2015-06-06,24.6,2015,6,6,06-06,6/6
2015-06-07,25.5,2015,6,7,06-07,6/7
2015-06-08,25.3,2015,6,8,06-08,6/8
2015-06-09,21.9,2015,6,9,06-09,6/9
2015-06-10,27.8,2015,6,10,06-10,6/10
2015-06-11,27.5,2015,6,11,06-11,6/11
2015-06-12,25.0,2015,6,12,06-12,6/12
2015-06-13,29.0,2015,6,13,06-13,6/13
2015-06-14,26.8,2015,6,14,06-14,6/14
2015-06-15,30.8,2015,6,15,06-15,6/15
2015-06-16,27.2,2015,6,16,06-16,6/16
2015-06-17,24.8,2015,6,17,06-17,6/17
2015-06-18,26.1,2015,6,18,06-18,6/18
2015-06-19,20.8,2015,6,19,06-19,6/19
2015-06-20,26.9,2015,6,20,06-20,6/20
2015-06-21,22.8,2015,6,21,06-21,6/21
2015-06-22,26.8,2015,6,22,06-22,6/22
2015-06-23,28.8,2015,6,23,06-23,6/23
2015-06-24,29.9,2015,6,24,06-24,6/24
2015-06-25,28.7,2015,6,25,06-25,6/25
2015-06-26,25.6,2015,6,26,06-26,6/26
2015-06-27,25.5,2015,6,27,06-27,6/27
2015-06-28,31.4,2015,6,28,06-28,6/28
2015-06-29,26.3,2015,6,29,06-29,6/29
2015-06-30,26.7,2015,6,30,06-30,6/30
2015-07-01,22.4,2015,7,1,07-01,7/1
2015-07-02,25.0,2015,7,2,07-02,7/2
2015-07-03,23.4,2015,7,3,07-03,7/3
2015-07-04,25.9,2015,7,4,07-04,7/4
2015-07-05,21.9,2015,7,5,07-05,7/5
2015-07-06,21.1,2015,7,6,07-06,7/6
2015-07-07,24.3,2015,7,7,07-07,7/7
2015-07-08,26.6,2015,7,8,07-08,7/8
2015-07-09,20.4,2015,7,9,07-09,7/9
2015-07-10,28.9,2015,7,10,07-10,7/10
2015-07-11,31.3,2015,7,11,07-11,7/11
2015-07-12,32.0,2015,7,12,07-12,7/12
2015-07-13,34.2,2015,7,13,07-13,7/13
2015-07-14,34.3,2015,7,14,07-14,7/14
2015-07-15,33.2,2015,7,15,07-15,7/15
2015-07-16,28.9,2015,7,16,07-16,7/16
2015-07-17,30.4,2015,7,17,07-17,7/17
2015-07-18,29.9,2015,7,18,07-18,7/18
2015-07-19,34.8,2015,7,19,07-19,7/19
2015-07-20,33.5,2015,7,20,07-20,7/20
2015-07-21,34.9,2015,7,21,07-21,7/21
2015-07-22,32.8,2015,7,22,07-22,7/22
2015-07-23,30.4,2015,7,23,07-23,7/23
2015-07-24,33.9,2015,7,24,07-24,7/24
2015-07-25,33.1,2015,7,25,07-25,7/25
2015-07-26,35.8,2015,7,26,07-26,7/26
2015-07-27,35.0,2015,7,27,07-27,7/27
2015-07-28,34.1,2015,7,28,07-28,7/28
2015-07-29,32.5,2015,7,29,07-29,7/29
2015-07-30,34.3,2015,7,30,07-30,7/30
2015-07-31,35.0,2015,7,31,07-31,7/31
2015-08-01,35.3,2015,8,1,08-01,8/1
2015-08-02,35.1,2015,8,2,08-02,8/2
2015-08-03,35.0,2015,8,3,08-03,8/3
2015-08-04,35.1,2015,8,4,08-04,8/4
2015-08-05,35.2,2015,8,5,08-05,8/5
2015-08-06,35.9,2015,8,6,08-06,8/6
2015-08-07,37.7,2015,8,7,08-07,8/7
2015-08-08,32.6,2015,8,8,08-08,8/8
2015-08-09,33.4,2015,8,9,08-09,8/9
2015-08-10,31.9,2015,8,10,08-10,8/10
2015-08-11,35.5,2015,8,11,08-11,8/11
2015-08-12,33.7,2015,8,12,08-12,8/12
2015-08-13,30.5,2015,8,13,08-13,8/13
2015-08-14,31.8,2015,8,14,08-14,8/14
2015-08-15,33.1,2015,8,15,08-15,8/15
2015-08-16,31.9,2015,8,16,08-16,8/16
2015-08-17,28.0,2015,8,17,08-17,8/17
2015-08-18,31.9,2015,8,18,08-18,8/18
2015-08-19,31.4,2015,8,19,08-19,8/19
2015-08-20,27.0,2015,8,20,08-20,8/20
2015-08-21,29.4,2015,8,21,08-21,8/21
2015-08-22,32.7,2015,8,22,08-22,8/22
2015-08-23,31.4,2015,8,23,08-23,8/23
2015-08-24,29.3,2015,8,24,08-24,8/24
2015-08-25,22.9,2015,8,25,08-25,8/25
2015-08-26,21.3,2015,8,26,08-26,8/26
2015-08-27,27.3,2015,8,27,08-27,8/27
2015-08-28,22.9,2015,8,28,08-28,8/28
2015-08-29,21.0,2015,8,29,08-29,8/29
2015-08-30,22.5,2015,8,30,08-30,8/30
2015-08-31,24.1,2015,8,31,08-31,8/31
2015-09-01,26.5,2015,9,1,09-01,9/1
2015-09-02,31.5,2015,9,2,09-02,9/2
2015-09-03,30.4,2015,9,3,09-03,9/3
2015-09-04,30.1,2015,9,4,09-04,9/4
2015-09-05,29.3,2015,9,5,09-05,9/5
2015-09-06,27.5,2015,9,6,09-06,9/6
2015-09-07,26.1,2015,9,7,09-07,9/7
2015-09-08,21.0,2015,9,8,09-08,9/8
2015-09-09,25.3,2015,9,9,09-09,9/9
2015-09-10,23.5,2015,9,10,09-10,9/10
2015-09-11,29.3,2015,9,11,09-11,9/11
2015-09-12,29.5,2015,9,12,09-12,9/12
2015-09-13,27.5,2015,9,13,09-13,9/13
2015-09-14,27.3,2015,9,14,09-14,9/14
2015-09-15,27.5,2015,9,15,09-15,9/15
2015-09-16,25.2,2015,9,16,09-16,9/16
2015-09-17,18.9,2015,9,17,09-17,9/17
2015-09-18,23.9,2015,9,18,09-18,9/18
2015-09-19,29.3,2015,9,19,09-19,9/19
2015-09-20,28.4,2015,9,20,09-20,9/20
2015-09-21,27.5,2015,9,21,09-21,9/21
2015-09-22,28.5,2015,9,22,09-22,9/22
2015-09-23,27.2,2015,9,23,09-23,9/23
2015-09-24,23.0,2015,9,24,09-24,9/24
2015-09-25,19.5,2015,9,25,09-25,9/25
2015-09-26,24.6,2015,9,26,09-26,9/26
2015-09-27,24.5,2015,9,27,09-27,9/27
2015-09-28,27.8,2015,9,28,09-28,9/28
2015-09-29,26.6,2015,9,29,09-29,9/29
2015-09-30,25.8,2015,9,30,09-30,9/30
2016-06-01,26.4,2016,6,1,06-01,6/1
2016-06-02,26.0,2016,6,2,06-02,6/2
2016-06-03,24.2,2016,6,3,06-03,6/3
2016-06-04,27.2,2016,6,4,06-04,6/4
2016-06-05,23.4,2016,6,5,06-05,6/5
2016-06-06,23.9,2016,6,6,06-06,6/6
2016-06-07,20.9,2016,6,7,06-07,6/7
2016-06-08,27.3,2016,6,8,06-08,6/8
2016-06-09,23.7,2016,6,9,06-09,6/9
2016-06-10,28.8,2016,6,10,06-10,6/10
2016-06-11,29.1,2016,6,11,06-11,6/11
2016-06-12,28.3,2016,6,12,06-12,6/12
2016-06-13,22.7,2016,6,13,06-13,6/13
2016-06-14,26.2,2016,6,14,06-14,6/14
2016-06-15,22.2,2016,6,15,06-15,6/15
2016-06-16,24.4,2016,6,16,06-16,6/16
2016-06-17,29.2,2016,6,17,06-17,6/17
2016-06-18,33.0,2016,6,18,06-18,6/18
2016-06-19,29.3,2016,6,19,06-19,6/19
2016-06-20,28.8,2016,6,20,06-20,6/20
2016-06-21,25.7,2016,6,21,06-21,6/21
2016-06-22,23.9,2016,6,22,06-22,6/22
2016-06-23,26.9,2016,6,23,06-23,6/23
2016-06-24,25.3,2016,6,24,06-24,6/24
2016-06-25,28.7,2016,6,25,06-25,6/25
2016-06-26,30.0,2016,6,26,06-26,6/26
2016-06-27,28.9,2016,6,27,06-27,6/27
2016-06-28,22.8,2016,6,28,06-28,6/28
2016-06-29,24.2,2016,6,29,06-29,6/29
2016-06-30,27.1,2016,6,30,06-30,6/30
2016-07-01,30.6,2016,7,1,07-01,7/1
2016-07-02,31.8,2016,7,2,07-02,7/2
2016-07-03,35.4,2016,7,3,07-03,7/3
2016-07-04,33.8,2016,7,4,07-04,7/4
2016-07-05,25.6,2016,7,5,07-05,7/5
2016-07-06,26.9,2016,7,6,07-06,7/6
2016-07-07,36.7,2016,7,7,07-07,7/7
2016-07-08,29.8,2016,7,8,07-08,7/8
2016-07-09,24.9,2016,7,9,07-09,7/9
2016-07-10,31.3,2016,7,10,07-10,7/10
2016-07-11,33.5,2016,7,11,07-11,7/11
2016-07-12,31.8,2016,7,12,07-12,7/12
2016-07-13,27.6,2016,7,13,07-13,7/13
2016-07-14,32.9,2016,7,14,07-14,7/14
2016-07-15,24.0,2016,7,15,07-15,7/15
2016-07-16,27.7,2016,7,16,07-16,7/16
2016-07-17,28.8,2016,7,17,07-17,7/17
2016-07-18,33.5,2016,7,18,07-18,7/18
2016-07-19,32.3,2016,7,19,07-19,7/19
2016-07-20,29.9,2016,7,20,07-20,7/20
2016-07-21,24.3,2016,7,21,07-21,7/21
2016-07-22,22.7,2016,7,22,07-22,7/22
2016-07-23,27.1,2016,7,23,07-23,7/23
2016-07-24,29.0,2016,7,24,07-24,7/24
2016-07-25,27.9,2016,7,25,07-25,7/25
2016-07-26,27.4,2016,7,26,07-26,7/26
2016-07-27,27.3,2016,7,27,07-27,7/27
2016-07-28,31.1,2016,7,28,07-28,7/28
2016-07-29,32.4,2016,7,29,07-29,7/29
2016-07-30,32.9,2016,7,30,07-30,7/30
2016-07-31,30.8,2016,7,31,07-31,7/31
2016-08-01,31.5,2016,8,1,08-01,8/1
2016-08-02,29.4,2016,8,2,08-02,8/2
2016-08-03,32.0,2016,8,3,08-03,8/3
2016-08-04,33.0,2016,8,4,08-04,8/4
2016-08-05,33.4,2016,8,5,08-05,8/5
2016-08-06,34.2,2016,8,6,08-06,8/6
2016-08-07,33.6,2016,8,7,08-07,8/7
2016-08-08,33.2,2016,8,8,08-08,8/8
2016-08-09,37.7,2016,8,9,08-09,8/9
2016-08-10,34.0,2016,8,10,08-10,8/10
2016-08-11,32.1,2016,8,11,08-11,8/11
2016-08-12,31.9,2016,8,12,08-12,8/12
2016-08-13,31.8,2016,8,13,08-13,8/13
2016-08-14,30.4,2016,8,14,08-14,8/14
2016-08-15,30.8,2016,8,15,08-15,8/15
2016-08-16,33.1,2016,8,16,08-16,8/16
2016-08-17,34.3,2016,8,17,08-17,8/17
2016-08-18,31.6,2016,8,18,08-18,8/18
2016-08-19,32.3,2016,8,19,08-19,8/19
2016-08-20,30.0,2016,8,20,08-20,8/20
2016-08-21,33.5,2016,8,21,08-21,8/21
2016-08-22,28.3,2016,8,22,08-22,8/22
2016-08-23,30.4,2016,8,23,08-23,8/23
2016-08-24,31.2,2016,8,24,08-24,8/24
2016-08-25,32.7,2016,8,25,08-25,8/25
2016-08-26,32.8,2016,8,26,08-26,8/26
2016-08-27,27.0,2016,8,27,08-27,8/27
2016-08-28,24.6,2016,8,28,08-28,8/28
2016-08-29,30.1,2016,8,29,08-29,8/29
2016-08-30,28.1,2016,8,30,08-30,8/30
2016-08-31,31.1,2016,8,31,08-31,8/31
2016-09-01,32.5,2016,9,1,09-01,9/1
2016-09-02,29.8,2016,9,2,09-02,9/2
2016-09-03,32.5,2016,9,3,09-03,9/3
2016-09-04,31.9,2016,9,4,09-04,9/4
2016-09-05,33.0,2016,9,5,09-05,9/5
2016-09-06,32.4,2016,9,6,09-06,9/6
2016-09-07,30.3,2016,9,7,09-07,9/7
2016-09-08,30.4,2016,9,8,09-08,9/8
2016-09-09,32.5,2016,9,9,09-09,9/9
2016-09-10,31.2,2016,9,10,09-10,9/10
2016-09-11,25.1,2016,9,11,09-11,9/11
2016-09-12,27.7,2016,9,12,09-12,9/12
2016-09-13,23.9,2016,9,13,09-13,9/13
2016-09-14,26.6,2016,9,14,09-14,9/14
2016-09-15,26.4,2016,9,15,09-15,9/15
2016-09-16,24.4,2016,9,16,09-16,9/16
2016-09-17,29.4,2016,9,17,09-17,9/17
2016-09-18,26.9,2016,9,18,09-18,9/18
2016-09-19,22.9,2016,9,19,09-19,9/19
2016-09-20,20.1,2016,9,20,09-20,9/20
2016-09-21,23.2,2016,9,21,09-21,9/21
2016-09-22,20.9,2016,9,22,09-22,9/22
2016-09-23,22.1,2016,9,23,09-23,9/23
2016-09-24,23.9,2016,9,24,09-24,9/24
2016-09-25,28.4,2016,9,25,09-25,9/25
2016-09-26,30.1,2016,9,26,09-26,9/26
2016-09-27,29.8,2016,9,27,09-27,9/27
2016-09-28,30.6,2016,9,28,09-28,9/28
2016-09-29,27.9,2016,9,29,09-29,9/29
2016-09-30,24.7,2016,9,30,09-30,9/30
2017-06-01,26.4,2017,6,1,06-01,6/1
2017-06-02,29.1,2017,6,2,06-02,6/2
2017-06-03,26.6,2017,6,3,06-03,6/3
2017-06-04,26.7,2017,6,4,06-04,6/4
2017-06-05,25.6,2017,6,5,06-05,6/5
2017-06-06,24.2,2017,6,6,06-06,6/6
2017-06-07,22.6,2017,6,7,06-07,6/7
2017-06-08,25.8,2017,6,8,06-08,6/8
2017-06-09,28.1,2017,6,9,06-09,6/9
2017-06-10,30.6,2017,6,10,06-10,6/10
2017-06-11,25.3,2017,6,11,06-11,6/11
2017-06-12,26.3,2017,6,12,06-12,6/12
2017-06-13,19.4,2017,6,13,06-13,6/13
2017-06-14,24.6,2017,6,14,06-14,6/14
2017-06-15,26.0,2017,6,15,06-15,6/15
2017-06-16,29.0,2017,6,16,06-16,6/16
2017-06-17,27.7,2017,6,17,06-17,6/17
2017-06-18,22.5,2017,6,18,06-18,6/18
2017-06-19,30.5,2017,6,19,06-19,6/19
2017-06-20,28.0,2017,6,20,06-20,6/20
2017-06-21,24.4,2017,6,21,06-21,6/21
2017-06-22,27.9,2017,6,22,06-22,6/22
2017-06-23,30.2,2017,6,23,06-23,6/23
2017-06-24,29.0,2017,6,24,06-24,6/24
2017-06-25,23.9,2017,6,25,06-25,6/25
2017-06-26,25.9,2017,6,26,06-26,6/26
2017-06-27,25.6,2017,6,27,06-27,6/27
2017-06-28,25.0,2017,6,28,06-28,6/28
2017-06-29,29.1,2017,6,29,06-29,6/29
2017-06-30,25.7,2017,6,30,06-30,6/30
2017-07-01,25.3,2017,7,1,07-01,7/1
2017-07-02,32.0,2017,7,2,07-02,7/2
2017-07-03,32.5,2017,7,3,07-03,7/3
2017-07-04,29.9,2017,7,4,07-04,7/4
2017-07-05,31.4,2017,7,5,07-05,7/5
2017-07-06,30.7,2017,7,6,07-06,7/6
2017-07-07,32.3,2017,7,7,07-07,7/7
2017-07-08,33.7,2017,7,8,07-08,7/8
2017-07-09,32.5,2017,7,9,07-09,7/9
2017-07-10,32.1,2017,7,10,07-10,7/10
2017-07-11,31.6,2017,7,11,07-11,7/11
2017-07-12,33.1,2017,7,12,07-12,7/12
2017-07-13,33.4,2017,7,13,07-13,7/13
2017-07-14,32.4,2017,7,14,07-14,7/14
2017-07-15,33.7,2017,7,15,07-15,7/15
2017-07-16,34.9,2017,7,16,07-16,7/16
2017-07-17,35.0,2017,7,17,07-17,7/17
2017-07-18,32.7,2017,7,18,07-18,7/18
2017-07-19,31.1,2017,7,19,07-19,7/19
2017-07-20,32.3,2017,7,20,07-20,7/20
2017-07-21,33.7,2017,7,21,07-21,7/21
2017-07-22,32.5,2017,7,22,07-22,7/22
2017-07-23,28.5,2017,7,23,07-23,7/23
2017-07-24,32.9,2017,7,24,07-24,7/24
2017-07-25,32.7,2017,7,25,07-25,7/25
2017-07-26,28.2,2017,7,26,07-26,7/26
2017-07-27,26.7,2017,7,27,07-27,7/27
2017-07-28,32.3,2017,7,28,07-28,7/28
2017-07-29,33.5,2017,7,29,07-29,7/29
2017-07-30,29.2,2017,7,30,07-30,7/30
2017-07-31,33.0,2017,7,31,07-31,7/31
2017-08-01,31.0,2017,8,1,08-01,8/1
2017-08-02,25.4,2017,8,2,08-02,8/2
2017-08-03,28.9,2017,8,3,08-03,8/3
2017-08-04,29.2,2017,8,4,08-04,8/4
2017-08-05,31.9,2017,8,5,08-05,8/5
2017-08-06,33.5,2017,8,6,08-06,8/6
2017-08-07,33.2,2017,8,7,08-07,8/7
2017-08-08,33.9,2017,8,8,08-08,8/8
2017-08-09,37.1,2017,8,9,08-09,8/9
2017-08-10,28.4,2017,8,10,08-10,8/10
2017-08-11,24.8,2017,8,11,08-11,8/11
2017-08-12,29.3,2017,8,12,08-12,8/12
2017-08-13,31.2,2017,8,13,08-13,8/13
2017-08-14,25.2,2017,8,14,08-14,8/14
2017-08-15,26.3,2017,8,15,08-15,8/15
2017-08-16,22.8,2017,8,16,08-16,8/16
2017-08-17,28.2,2017,8,17,08-17,8/17
2017-08-18,30.2,2017,8,18,08-18,8/18
2017-08-19,30.3,2017,8,19,08-19,8/19
2017-08-20,29.3,2017,8,20,08-20,8/20
2017-08-21,31.5,2017,8,21,08-21,8/21
2017-08-22,31.9,2017,8,22,08-22,8/22
2017-08-23,33.7,2017,8,23,08-23,8/23
2017-08-24,34.8,2017,8,24,08-24,8/24
2017-08-25,34.9,2017,8,25,08-25,8/25
2017-08-26,33.6,2017,8,26,08-26,8/26
2017-08-27,30.6,2017,8,27,08-27,8/27
2017-08-28,31.4,2017,8,28,08-28,8/28
2017-08-29,32.2,2017,8,29,08-29,8/29
2017-08-30,32.9,2017,8,30,08-30,8/30
2017-08-31,24.2,2017,8,31,08-31,8/31
2017-09-01,27.4,2017,9,1,09-01,9/1
2017-09-02,24.5,2017,9,2,09-02,9/2
2017-09-03,27.2,2017,9,3,09-03,9/3
2017-09-04,22.5,2017,9,4,09-04,9/4
2017-09-05,27.3,2017,9,5,09-05,9/5
2017-09-06,22.8,2017,9,6,09-06,9/6
2017-09-07,24.0,2017,9,7,09-07,9/7
2017-09-08,28.2,2017,9,8,09-08,9/8
2017-09-09,29.2,2017,9,9,09-09,9/9
2017-09-10,29.9,2017,9,10,09-10,9/10
2017-09-11,29.8,2017,9,11,09-11,9/11
2017-09-12,27.0,2017,9,12,09-12,9/12
2017-09-13,31.2,2017,9,13,09-13,9/13
2017-09-14,31.0,2017,9,14,09-14,9/14
2017-09-15,28.5,2017,9,15,09-15,9/15
2017-09-16,22.9,2017,9,16,09-16,9/16
2017-09-17,20.9,2017,9,17,09-17,9/17
2017-09-18,33.3,2017,9,18,09-18,9/18
2017-09-19,28.2,2017,9,19,09-19,9/19
2017-09-20,25.7,2017,9,20,09-20,9/20
2017-09-21,29.5,2017,9,21,09-21,9/21
2017-09-22,26.1,2017,9,22,09-22,9/22
2017-09-23,24.0,2017,9,23,09-23,9/23
2017-09-24,26.3,2017,9,24,09-24,9/24
2017-09-25,28.9,2017,9,25,09-25,9/25
2017-09-26,28.2,2017,9,26,09-26,9/26
2017-09-27,26.5,2017,9,27,09-27,9/27
2017-09-28,24.7,2017,9,28,09-28,9/28
2017-09-29,24.2,2017,9,29,09-29,9/29
2017-09-30,24.2,2017,9,30,09-30,9/30
2018-06-01,27.5,2018,6,1,06-01,6/1
2018-06-02,27.2,2018,6,2,06-02,6/2
2018-06-03,28.6,2018,6,3,06-03,6/3
2018-06-04,29.1,2018,6,4,06-04,6/4
2018-06-05,28.3,2018,6,5,06-05,6/5
2018-06-06,22.8,2018,6,6,06-06,6/6
2018-06-07,27.3,2018,6,7,06-07,6/7
2018-06-08,27.5,2018,6,8,06-08,6/8
2018-06-09,32.0,2018,6,9,06-09,6/9
2018-06-10,22.0,2018,6,10,06-10,6/10
2018-06-11,19.9,2018,6,11,06-11,6/11
2018-06-12,26.4,2018,6,12,06-12,6/12
2018-06-13,27.0,2018,6,13,06-13,6/13
2018-06-14,25.2,2018,6,14,06-14,6/14
2018-06-15,20.0,2018,6,15,06-15,6/15
2018-06-16,18.4,2018,6,16,06-16,6/16
2018-06-17,22.5,2018,6,17,06-17,6/17
2018-06-18,21.2,2018,6,18,06-18,6/18
2018-06-19,28.8,2018,6,19,06-19,6/19
2018-06-20,21.7,2018,6,20,06-20,6/20
2018-06-21,24.4,2018,6,21,06-21,6/21
2018-06-22,28.1,2018,6,22,06-22,6/22
2018-06-23,23.0,2018,6,23,06-23,6/23
2018-06-24,27.0,2018,6,24,06-24,6/24
2018-06-25,32.6,2018,6,25,06-25,6/25
2018-06-26,30.1,2018,6,26,06-26,6/26
2018-06-27,31.7,2018,6,27,06-27,6/27
2018-06-28,31.9,2018,6,28,06-28,6/28
2018-06-29,32.9,2018,6,29,06-29,6/29
2018-06-30,32.7,2018,6,30,06-30,6/30
2018-07-01,32.0,2018,7,1,07-01,7/1
2018-07-02,33.5,2018,7,2,07-02,7/2
2018-07-03,32.7,2018,7,3,07-03,7/3
2018-07-04,31.2,2018,7,4,07-04,7/4
2018-07-05,28.7,2018,7,5,07-05,7/5
2018-07-06,25.0,2018,7,6,07-06,7/6
2018-07-07,29.6,2018,7,7,07-07,7/7
2018-07-08,32.2,2018,7,8,07-08,7/8
2018-07-09,31.6,2018,7,9,07-09,7/9
2018-07-10,32.8,2018,7,10,07-10,7/10
2018-07-11,34.2,2018,7,11,07-11,7/11
2018-07-12,30.0,2018,7,12,07-12,7/12
2018-07-13,33.8,2018,7,13,07-13,7/13
2018-07-14,35.4,2018,7,14,07-14,7/14
2018-07-15,34.5,2018,7,15,07-15,7/15
