date,max,year,month,day,month_day,month_day_flourish
1963-06-01,27.7,1963,6,1,06-01,6/1
1963-06-02,25.6,1963,6,2,06-02,6/2
1963-06-03,19.7,1963,6,3,06-03,6/3
1963-06-04,16.7,1963,6,4,06-04,6/4
1963-06-05,22.0,1963,6,5,06-05,6/5
1963-06-06,16.3,1963,6,6,06-06,6/6
1963-06-07,12.9,1963,6,7,06-07,6/7
1963-06-08,20.1,1963,6,8,06-08,6/8
1963-06-09,22.5,1963,6,9,06-09,6/9
1963-06-10,28.2,1963,6,10,06-10,6/10
1963-06-11,25.1,1963,6,11,06-11,6/11
1963-06-12,21.9,1963,6,12,06-12,6/12
1963-06-13,25.9,1963,6,13,06-13,6/13
1963-06-14,27.5,1963,6,14,06-14,6/14
1963-06-15,26.2,1963,6,15,06-15,6/15
1963-06-16,24.7,1963,6,16,06-16,6/16
1963-06-17,27.6,1963,6,17,06-17,6/17
1963-06-18,30.2,1963,6,18,06-18,6/18
1963-06-19,21.6,1963,6,19,06-19,6/19
1963-06-20,27.7,1963,6,20,06-20,6/20
1963-06-21,32.5,1963,6,21,06-21,6/21
1963-06-22,31.1,1963,6,22,06-22,6/22
1963-06-23,32.9,1963,6,23,06-23,6/23
1963-06-24,25.8,1963,6,24,06-24,6/24
1963-06-25,24.3,1963,6,25,06-25,6/25
1963-06-26,35.7,1963,6,26,06-26,6/26
1963-06-27,28.7,1963,6,27,06-27,6/27
1963-06-28,29.9,1963,6,28,06-28,6/28
1963-06-29,34.3,1963,6,29,06-29,6/29
1963-06-30,32.3,1963,6,30,06-30,6/30
1963-07-01,34.0,1963,7,1,07-01,7/1
1963-07-02,30.9,1963,7,2,07-02,7/2
1963-07-03,28.7,1963,7,3,07-03,7/3
1963-07-04,23.7,1963,7,4,07-04,7/4
1963-07-05,23.9,1963,7,5,07-05,7/5
1963-07-06,26.6,1963,7,6,07-06,7/6
1963-07-07,32.7,1963,7,7,07-07,7/7
1963-07-08,34.1,1963,7,8,07-08,7/8
1963-07-09,31.8,1963,7,9,07-09,7/9
1963-07-10,31.1,1963,7,10,07-10,7/10
1963-07-11,26.4,1963,7,11,07-11,7/11
1963-07-12,26.8,1963,7,12,07-12,7/12
1963-07-13,29.4,1963,7,13,07-13,7/13
1963-07-14,30.9,1963,7,14,07-14,7/14
1963-07-15,33.5,1963,7,15,07-15,7/15
1963-07-16,31.8,1963,7,16,07-16,7/16
1963-07-17,31.9,1963,7,17,07-17,7/17
1963-07-18,34.2,1963,7,18,07-18,7/18
1963-07-19,25.0,1963,7,19,07-19,7/19
1963-07-20,23.5,1963,7,20,07-20,7/20
1963-07-21,28.9,1963,7,21,07-21,7/21
1963-07-22,28.3,1963,7,22,07-22,7/22
1963-07-23,28.8,1963,7,23,07-23,7/23
1963-07-24,30.2,1963,7,24,07-24,7/24
1963-07-25,32.8,1963,7,25,07-25,7/25
1963-07-26,35.5,1963,7,26,07-26,7/26
1963-07-27,32.9,1963,7,27,07-27,7/27
1963-07-28,31.8,1963,7,28,07-28,7/28
1963-07-29,33.2,1963,7,29,07-29,7/29
1963-07-30,33.5,1963,7,30,07-30,7/30
1963-07-31,27.8,1963,7,31,07-31,7/31
1963-08-01,29.7,1963,8,1,08-01,8/1
1963-08-02,31.5,1963,8,2,08-02,8/2
1963-08-03,32.3,1963,8,3,08-03,8/3
1963-08-04,31.2,1963,8,4,08-04,8/4
1963-08-05,32.1,1963,8,5,08-05,8/5
1963-08-06,28.4,1963,8,6,08-06,8/6
1963-08-07,28.1,1963,8,7,08-07,8/7
1963-08-08,29.5,1963,8,8,08-08,8/8
1963-08-09,31.7,1963,8,9,08-09,8/9
1963-08-10,34.5,1963,8,10,08-10,8/10
1963-08-11,34.0,1963,8,11,08-11,8/11
1963-08-12,34.3,1963,8,12,08-12,8/12
1963-08-13,37.2,1963,8,13,08-13,8/13
1963-08-14,32.9,1963,8,14,08-14,8/14
1963-08-15,32.0,1963,8,15,08-15,8/15
1963-08-16,34.4,1963,8,16,08-16,8/16
1963-08-17,31.8,1963,8,17,08-17,8/17
1963-08-18,28.9,1963,8,18,08-18,8/18
1963-08-19,24.7,1963,8,19,08-19,8/19
1963-08-20,31.1,1963,8,20,08-20,8/20
1963-08-21,30.9,1963,8,21,08-21,8/21
1963-08-22,31.9,1963,8,22,08-22,8/22
1963-08-23,33.1,1963,8,23,08-23,8/23
1963-08-24,31.4,1963,8,24,08-24,8/24
1963-08-25,31.1,1963,8,25,08-25,8/25
1963-08-26,31.3,1963,8,26,08-26,8/26
1963-08-27,30.9,1963,8,27,08-27,8/27
1963-08-28,28.3,1963,8,28,08-28,8/28
1963-08-29,26.7,1963,8,29,08-29,8/29
1963-08-30,27.1,1963,8,30,08-30,8/30
1963-08-31,25.7,1963,8,31,08-31,8/31
1963-09-01,30.6,1963,9,1,09-01,9/1
1963-09-02,29.3,1963,9,2,09-02,9/2
1963-09-03,29.2,1963,9,3,09-03,9/3
1963-09-04,30.6,1963,9,4,09-04,9/4
1963-09-05,30.0,1963,9,5,09-05,9/5
1963-09-06,26.2,1963,9,6,09-06,9/6
1963-09-07,29.1,1963,9,7,09-07,9/7
1963-09-08,25.6,1963,9,8,09-08,9/8
1963-09-09,22.5,1963,9,9,09-09,9/9
1963-09-10,24.0,1963,9,10,09-10,9/10
1963-09-11,28.7,1963,9,11,09-11,9/11
1963-09-12,25.3,1963,9,12,09-12,9/12
1963-09-13,22.4,1963,9,13,09-13,9/13
1963-09-14,25.2,1963,9,14,09-14,9/14
1963-09-15,25.3,1963,9,15,09-15,9/15
1963-09-16,21.9,1963,9,16,09-16,9/16
1963-09-17,25.5,1963,9,17,09-17,9/17
1963-09-18,26.8,1963,9,18,09-18,9/18
1963-09-19,28.8,1963,9,19,09-19,9/19
1963-09-20,25.6,1963,9,20,09-20,9/20
1963-09-21,20.6,1963,9,21,09-21,9/21
1963-09-22,27.2,1963,9,22,09-22,9/22
1963-09-23,24.7,1963,9,23,09-23,9/23
1963-09-24,23.0,1963,9,24,09-24,9/24
1963-09-25,19.8,1963,9,25,09-25,9/25
1963-09-26,23.4,1963,9,26,09-26,9/26
1963-09-27,26.9,1963,9,27,09-27,9/27
1963-09-28,19.9,1963,9,28,09-28,9/28
1963-09-29,23.3,1963,9,29,09-29,9/29
1963-09-30,18.3,1963,9,30,09-30,9/30
1964-06-01,24.9,1964,6,1,06-01,6/1
1964-06-02,25.0,1964,6,2,06-02,6/2
1964-06-03,21.6,1964,6,3,06-03,6/3
1964-06-04,27.9,1964,6,4,06-04,6/4
1964-06-05,24.7,1964,6,5,06-05,6/5
1964-06-06,19.7,1964,6,6,06-06,6/6
1964-06-07,27.6,1964,6,7,06-07,6/7
1964-06-08,28.5,1964,6,8,06-08,6/8
1964-06-09,21.3,1964,6,9,06-09,6/9
1964-06-10,26.2,1964,6,10,06-10,6/10
1964-06-11,24.4,1964,6,11,06-11,6/11
1964-06-12,22.5,1964,6,12,06-12,6/12
1964-06-13,19.0,1964,6,13,06-13,6/13
1964-06-14,21.8,1964,6,14,06-14,6/14
1964-06-15,23.5,1964,6,15,06-15,6/15
1964-06-16,27.6,1964,6,16,06-16,6/16
1964-06-17,26.3,1964,6,17,06-17,6/17
1964-06-18,26.2,1964,6,18,06-18,6/18
1964-06-19,27.8,1964,6,19,06-19,6/19
1964-06-20,22.2,1964,6,20,06-20,6/20
1964-06-21,27.6,1964,6,21,06-21,6/21
1964-06-22,26.7,1964,6,22,06-22,6/22
1964-06-23,28.7,1964,6,23,06-23,6/23
1964-06-24,26.7,1964,6,24,06-24,6/24
1964-06-25,25.5,1964,6,25,06-25,6/25
1964-06-26,30.2,1964,6,26,06-26,6/26
1964-06-27,25.2,1964,6,27,06-27,6/27
1964-06-28,30.5,1964,6,28,06-28,6/28
1964-06-29,23.7,1964,6,29,06-29,6/29
1964-06-30,26.6,1964,6,30,06-30,6/30
1964-07-01,22.5,1964,7,1,07-01,7/1
1964-07-02,29.8,1964,7,2,07-02,7/2
1964-07-03,33.2,1964,7,3,07-03,7/3
1964-07-04,28.0,1964,7,4,07-04,7/4
1964-07-05,27.6,1964,7,5,07-05,7/5
1964-07-06,30.6,1964,7,6,07-06,7/6
1964-07-07,26.4,1964,7,7,07-07,7/7
1964-07-08,27.9,1964,7,8,07-08,7/8
1964-07-09,23.5,1964,7,9,07-09,7/9
1964-07-10,24.0,1964,7,10,07-10,7/10
1964-07-11,29.9,1964,7,11,07-11,7/11
1964-07-12,30.0,1964,7,12,07-12,7/12
1964-07-13,34.0,1964,7,13,07-13,7/13
1964-07-14,33.3,1964,7,14,07-14,7/14
1964-07-15,32.3,1964,7,15,07-15,7/15
1964-07-16,23.3,1964,7,16,07-16,7/16
1964-07-17,24.7,1964,7,17,07-17,7/17
1964-07-18,29.1,1964,7,18,07-18,7/18
1964-07-19,26.9,1964,7,19,07-19,7/19
1964-07-20,28.7,1964,7,20,07-20,7/20
1964-07-21,28.3,1964,7,21,07-21,7/21
1964-07-22,31.0,1964,7,22,07-22,7/22
1964-07-23,33.7,1964,7,23,07-23,7/23
1964-07-24,32.6,1964,7,24,07-24,7/24
1964-07-25,32.9,1964,7,25,07-25,7/25
1964-07-26,32.9,1964,7,26,07-26,7/26
1964-07-27,32.3,1964,7,27,07-27,7/27
1964-07-28,33.5,1964,7,28,07-28,7/28
1964-07-29,31.3,1964,7,29,07-29,7/29
1964-07-30,31.9,1964,7,30,07-30,7/30
1964-07-31,32.8,1964,7,31,07-31,7/31
1964-08-01,33.8,1964,8,1,08-01,8/1
1964-08-02,32.7,1964,8,2,08-02,8/2
1964-08-03,33.7,1964,8,3,08-03,8/3
1964-08-04,32.6,1964,8,4,08-04,8/4
1964-08-05,31.4,1964,8,5,08-05,8/5
1964-08-06,32.1,1964,8,6,08-06,8/6
1964-08-07,33.2,1964,8,7,08-07,8/7
1964-08-08,34.2,1964,8,8,08-08,8/8
1964-08-09,34.3,1964,8,9,08-09,8/9
1964-08-10,34.9,1964,8,10,08-10,8/10
1964-08-11,32.5,1964,8,11,08-11,8/11
1964-08-12,34.4,1964,8,12,08-12,8/12
1964-08-13,35.2,1964,8,13,08-13,8/13
1964-08-14,34.2,1964,8,14,08-14,8/14
1964-08-15,34.5,1964,8,15,08-15,8/15
1964-08-16,34.7,1964,8,16,08-16,8/16
1964-08-17,33.6,1964,8,17,08-17,8/17
1964-08-18,34.9,1964,8,18,08-18,8/18
1964-08-19,32.8,1964,8,19,08-19,8/19
1964-08-20,28.9,1964,8,20,08-20,8/20
1964-08-21,32.2,1964,8,21,08-21,8/21
1964-08-22,31.7,1964,8,22,08-22,8/22
1964-08-23,27.5,1964,8,23,08-23,8/23
1964-08-24,30.7,1964,8,24,08-24,8/24
1964-08-25,33.4,1964,8,25,08-25,8/25
1964-08-26,33.6,1964,8,26,08-26,8/26
1964-08-27,24.9,1964,8,27,08-27,8/27
1964-08-28,26.4,1964,8,28,08-28,8/28
1964-08-29,26.0,1964,8,29,08-29,8/29
1964-08-30,30.8,1964,8,30,08-30,8/30
1964-08-31,32.1,1964,8,31,08-31,8/31
1964-09-01,30.3,1964,9,1,09-01,9/1
1964-09-02,27.0,1964,9,2,09-02,9/2
1964-09-03,30.1,1964,9,3,09-03,9/3
1964-09-04,26.0,1964,9,4,09-04,9/4
1964-09-05,30.8,1964,9,5,09-05,9/5
1964-09-06,30.3,1964,9,6,09-06,9/6
1964-09-07,29.1,1964,9,7,09-07,9/7
1964-09-08,28.5,1964,9,8,09-08,9/8
1964-09-09,30.3,1964,9,9,09-09,9/9
1964-09-10,32.2,1964,9,10,09-10,9/10
1964-09-11,26.0,1964,9,11,09-11,9/11
1964-09-12,27.9,1964,9,12,09-12,9/12
1964-09-13,29.1,1964,9,13,09-13,9/13
1964-09-14,29.5,1964,9,14,09-14,9/14
1964-09-15,24.2,1964,9,15,09-15,9/15
1964-09-16,22.9,1964,9,16,09-16,9/16
1964-09-17,25.0,1964,9,17,09-17,9/17
1964-09-18,25.2,1964,9,18,09-18,9/18
1964-09-19,32.4,1964,9,19,09-19,9/19
1964-09-20,20.5,1964,9,20,09-20,9/20
1964-09-21,24.3,1964,9,21,09-21,9/21
1964-09-22,22.5,1964,9,22,09-22,9/22
1964-09-23,18.0,1964,9,23,09-23,9/23
1964-09-24,16.8,1964,9,24,09-24,9/24
1964-09-25,27.8,1964,9,25,09-25,9/25
1964-09-26,26.7,1964,9,26,09-26,9/26
1964-09-27,20.9,1964,9,27,09-27,9/27
1964-09-28,15.9,1964,9,28,09-28,9/28
1964-09-29,24.8,1964,9,29,09-29,9/29
1964-09-30,21.3,1964,9,30,09-30,9/30
1965-06-01,23.3,1965,6,1,06-01,6/1
1965-06-02,26.2,1965,6,2,06-02,6/2
1965-06-03,25.9,1965,6,3,06-03,6/3
1965-06-04,17.4,1965,6,4,06-04,6/4
1965-06-05,24.6,1965,6,5,06-05,6/5
1965-06-06,25.6,1965,6,6,06-06,6/6
1965-06-07,25.1,1965,6,7,06-07,6/7
1965-06-08,22.9,1965,6,8,06-08,6/8
1965-06-09,24.1,1965,6,9,06-09,6/9
1965-06-10,27.0,1965,6,10,06-10,6/10
1965-06-11,27.1,1965,6,11,06-11,6/11
1965-06-12,25.2,1965,6,12,06-12,6/12
1965-06-13,22.9,1965,6,13,06-13,6/13
1965-06-14,19.1,1965,6,14,06-14,6/14
1965-06-15,24.1,1965,6,15,06-15,6/15
1965-06-16,25.0,1965,6,16,06-16,6/16
1965-06-17,24.5,1965,6,17,06-17,6/17
1965-06-18,25.4,1965,6,18,06-18,6/18
1965-06-19,24.3,1965,6,19,06-19,6/19
1965-06-20,28.4,1965,6,20,06-20,6/20
1965-06-21,25.2,1965,6,21,06-21,6/21
1965-06-22,22.4,1965,6,22,06-22,6/22
1965-06-23,26.0,1965,6,23,06-23,6/23
1965-06-24,27.6,1965,6,24,06-24,6/24
1965-06-25,27.4,1965,6,25,06-25,6/25
1965-06-26,25.9,1965,6,26,06-26,6/26
1965-06-27,31.0,1965,6,27,06-27,6/27
1965-06-28,25.5,1965,6,28,06-28,6/28
1965-06-29,31.0,1965,6,29,06-29,6/29
1965-06-30,31.2,1965,6,30,06-30,6/30
1965-07-01,28.7,1965,7,1,07-01,7/1
1965-07-02,31.2,1965,7,2,07-02,7/2
1965-07-03,23.8,1965,7,3,07-03,7/3
1965-07-04,24.2,1965,7,4,07-04,7/4
1965-07-05,25.2,1965,7,5,07-05,7/5
1965-07-06,29.5,1965,7,6,07-06,7/6
1965-07-07,26.6,1965,7,7,07-07,7/7
1965-07-08,23.6,1965,7,8,07-08,7/8
1965-07-09,26.4,1965,7,9,07-09,7/9
1965-07-10,24.6,1965,7,10,07-10,7/10
1965-07-11,27.3,1965,7,11,07-11,7/11
1965-07-12,25.8,1965,7,12,07-12,7/12
1965-07-13,26.0,1965,7,13,07-13,7/13
1965-07-14,29.5,1965,7,14,07-14,7/14
1965-07-15,31.1,1965,7,15,07-15,7/15
1965-07-16,33.6,1965,7,16,07-16,7/16
1965-07-17,28.0,1965,7,17,07-17,7/17
1965-07-18,27.1,1965,7,18,07-18,7/18
1965-07-19,31.3,1965,7,19,07-19,7/19
1965-07-20,26.8,1965,7,20,07-20,7/20
1965-07-21,20.2,1965,7,21,07-21,7/21
1965-07-22,21.0,1965,7,22,07-22,7/22
1965-07-23,21.5,1965,7,23,07-23,7/23
1965-07-24,25.0,1965,7,24,07-24,7/24
1965-07-25,27.5,1965,7,25,07-25,7/25
1965-07-26,27.0,1965,7,26,07-26,7/26
1965-07-27,27.7,1965,7,27,07-27,7/27
1965-07-28,29.4,1965,7,28,07-28,7/28
1965-07-29,32.3,1965,7,29,07-29,7/29
1965-07-30,33.4,1965,7,30,07-30,7/30
1965-07-31,31.5,1965,7,31,07-31,7/31
1965-08-01,31.5,1965,8,1,08-01,8/1
1965-08-02,32.1,1965,8,2,08-02,8/2
1965-08-03,29.5,1965,8,3,08-03,8/3
1965-08-04,32.4,1965,8,4,08-04,8/4
1965-08-05,32.5,1965,8,5,08-05,8/5
1965-08-06,31.0,1965,8,6,08-06,8/6
1965-08-07,34.4,1965,8,7,08-07,8/7
1965-08-08,30.6,1965,8,8,08-08,8/8
1965-08-09,31.9,1965,8,9,08-09,8/9
1965-08-10,31.1,1965,8,10,08-10,8/10
1965-08-11,31.2,1965,8,11,08-11,8/11
1965-08-12,33.1,1965,8,12,08-12,8/12
1965-08-13,33.6,1965,8,13,08-13,8/13
1965-08-14,28.0,1965,8,14,08-14,8/14
1965-08-15,28.5,1965,8,15,08-15,8/15
1965-08-16,28.5,1965,8,16,08-16,8/16
1965-08-17,31.0,1965,8,17,08-17,8/17
1965-08-18,31.2,1965,8,18,08-18,8/18
1965-08-19,31.9,1965,8,19,08-19,8/19
1965-08-20,32.4,1965,8,20,08-20,8/20
1965-08-21,26.6,1965,8,21,08-21,8/21
1965-08-22,29.1,1965,8,22,08-22,8/22
1965-08-23,35.0,1965,8,23,08-23,8/23
1965-08-24,33.3,1965,8,24,08-24,8/24
1965-08-25,31.7,1965,8,25,08-25,8/25
1965-08-26,29.6,1965,8,26,08-26,8/26
1965-08-27,29.2,1965,8,27,08-27,8/27
1965-08-28,29.5,1965,8,28,08-28,8/28
1965-08-29,29.7,1965,8,29,08-29,8/29
1965-08-30,28.4,1965,8,30,08-30,8/30
1965-08-31,27.2,1965,8,31,08-31,8/31
1965-09-01,27.8,1965,9,1,09-01,9/1
1965-09-02,26.0,1965,9,2,09-02,9/2
1965-09-03,29.9,1965,9,3,09-03,9/3
1965-09-04,28.5,1965,9,4,09-04,9/4
1965-09-05,29.3,1965,9,5,09-05,9/5
1965-09-06,23.9,1965,9,6,09-06,9/6
1965-09-07,26.9,1965,9,7,09-07,9/7
1965-09-08,24.6,1965,9,8,09-08,9/8
1965-09-09,20.5,1965,9,9,09-09,9/9
1965-09-10,28.0,1965,9,10,09-10,9/10
1965-09-11,28.8,1965,9,11,09-11,9/11
1965-09-12,23.1,1965,9,12,09-12,9/12
1965-09-13,22.4,1965,9,13,09-13,9/13
1965-09-14,20.9,1965,9,14,09-14,9/14
1965-09-15,27.5,1965,9,15,09-15,9/15
1965-09-16,26.8,1965,9,16,09-16,9/16
1965-09-17,28.9,1965,9,17,09-17,9/17
1965-09-18,28.0,1965,9,18,09-18,9/18
1965-09-19,26.9,1965,9,19,09-19,9/19
1965-09-20,27.1,1965,9,20,09-20,9/20
1965-09-21,26.9,1965,9,21,09-21,9/21
1965-09-22,27.1,1965,9,22,09-22,9/22
1965-09-23,24.3,1965,9,23,09-23,9/23
1965-09-24,25.0,1965,9,24,09-24,9/24
1965-09-25,19.8,1965,9,25,09-25,9/25
1965-09-26,21.5,1965,9,26,09-26,9/26
1965-09-27,27.1,1965,9,27,09-27,9/27
1965-09-28,26.8,1965,9,28,09-28,9/28
1965-09-29,22.2,1965,9,29,09-29,9/29
1965-09-30,24.5,1965,9,30,09-30,9/30
1966-06-01,19.4,1966,6,1,06-01,6/1
1966-06-02,18.9,1966,6,2,06-02,6/2
1966-06-03,18.9,1966,6,3,06-03,6/3
1966-06-04,17.1,1966,6,4,06-04,6/4
1966-06-05,20.7,1966,6,5,06-05,6/5
1966-06-06,24.0,1966,6,6,06-06,6/6
1966-06-07,25.7,1966,6,7,06-07,6/7
1966-06-08,24.2,1966,6,8,06-08,6/8
1966-06-09,18.7,1966,6,9,06-09,6/9
1966-06-10,16.5,1966,6,10,06-10,6/10
1966-06-11,18.6,1966,6,11,06-11,6/11
1966-06-12,18.6,1966,6,12,06-12,6/12
1966-06-13,23.9,1966,6,13,06-13,6/13
1966-06-14,25.3,1966,6,14,06-14,6/14
1966-06-15,25.5,1966,6,15,06-15,6/15
1966-06-16,20.9,1966,6,16,06-16,6/16
1966-06-17,25.6,1966,6,17,06-17,6/17
1966-06-18,23.0,1966,6,18,06-18,6/18
1966-06-19,25.1,1966,6,19,06-19,6/19
1966-06-20,25.5,1966,6,20,06-20,6/20
1966-06-21,29.4,1966,6,21,06-21,6/21
1966-06-22,28.6,1966,6,22,06-22,6/22
1966-06-23,27.8,1966,6,23,06-23,6/23
1966-06-24,25.5,1966,6,24,06-24,6/24
1966-06-25,25.6,1966,6,25,06-25,6/25
1966-06-26,30.1,1966,6,26,06-26,6/26
1966-06-27,30.1,1966,6,27,06-27,6/27
1966-06-28,23.6,1966,6,28,06-28,6/28
1966-06-29,30.5,1966,6,29,06-29,6/29
1966-06-30,26.2,1966,6,30,06-30,6/30
1966-07-01,22.0,1966,7,1,07-01,7/1
1966-07-02,28.6,1966,7,2,07-02,7/2
1966-07-03,16.4,1966,7,3,07-03,7/3
1966-07-04,21.5,1966,7,4,07-04,7/4
1966-07-05,25.1,1966,7,5,07-05,7/5
1966-07-06,24.3,1966,7,6,07-06,7/6
1966-07-07,24.1,1966,7,7,07-07,7/7
1966-07-08,26.6,1966,7,8,07-08,7/8
1966-07-09,25.0,1966,7,9,07-09,7/9
1966-07-10,24.4,1966,7,10,07-10,7/10
1966-07-11,26.0,1966,7,11,07-11,7/11
1966-07-12,28.1,1966,7,12,07-12,7/12
1966-07-13,26.6,1966,7,13,07-13,7/13
1966-07-14,27.2,1966,7,14,07-14,7/14
1966-07-15,28.3,1966,7,15,07-15,7/15
1966-07-16,29.1,1966,7,16,07-16,7/16
1966-07-17,30.1,1966,7,17,07-17,7/17
1966-07-18,29.7,1966,7,18,07-18,7/18
1966-07-19,29.2,1966,7,19,07-19,7/19
1966-07-20,29.9,1966,7,20,07-20,7/20
1966-07-21,31.2,1966,7,21,07-21,7/21
1966-07-22,32.3,1966,7,22,07-22,7/22
1966-07-23,28.1,1966,7,23,07-23,7/23
1966-07-24,29.1,1966,7,24,07-24,7/24
1966-07-25,31.2,1966,7,25,07-25,7/25
1966-07-26,32.0,1966,7,26,07-26,7/26
1966-07-27,31.8,1966,7,27,07-27,7/27
1966-07-28,32.6,1966,7,28,07-28,7/28
1966-07-29,32.2,1966,7,29,07-29,7/29
1966-07-30,30.3,1966,7,30,07-30,7/30
1966-07-31,33.0,1966,7,31,07-31,7/31
1966-08-01,28.8,1966,8,1,08-01,8/1
1966-08-02,26.3,1966,8,2,08-02,8/2
1966-08-03,26.6,1966,8,3,08-03,8/3
1966-08-04,29.6,1966,8,4,08-04,8/4
1966-08-05,30.0,1966,8,5,08-05,8/5
1966-08-06,32.1,1966,8,6,08-06,8/6
1966-08-07,33.9,1966,8,7,08-07,8/7
1966-08-08,34.9,1966,8,8,08-08,8/8
1966-08-09,27.7,1966,8,9,08-09,8/9
1966-08-10,28.1,1966,8,10,08-10,8/10
1966-08-11,31.2,1966,8,11,08-11,8/11
1966-08-12,33.4,1966,8,12,08-12,8/12
1966-08-13,32.9,1966,8,13,08-13,8/13
1966-08-14,31.0,1966,8,14,08-14,8/14
1966-08-15,28.3,1966,8,15,08-15,8/15
1966-08-16,27.9,1966,8,16,08-16,8/16
1966-08-17,31.7,1966,8,17,08-17,8/17
1966-08-18,32.0,1966,8,18,08-18,8/18
1966-08-19,31.4,1966,8,19,08-19,8/19
1966-08-20,32.4,1966,8,20,08-20,8/20
1966-08-21,29.9,1966,8,21,08-21,8/21
1966-08-22,28.7,1966,8,22,08-22,8/22
1966-08-23,30.8,1966,8,23,08-23,8/23
1966-08-24,31.8,1966,8,24,08-24,8/24
1966-08-25,32.1,1966,8,25,08-25,8/25
1966-08-26,29.5,1966,8,26,08-26,8/26
1966-08-27,29.5,1966,8,27,08-27,8/27
1966-08-28,30.9,1966,8,28,08-28,8/28
1966-08-29,30.9,1966,8,29,08-29,8/29
1966-08-30,30.4,1966,8,30,08-30,8/30
1966-08-31,30.0,1966,8,31,08-31,8/31
1966-09-01,32.8,1966,9,1,09-01,9/1
1966-09-02,32.3,1966,9,2,09-02,9/2
1966-09-03,29.6,1966,9,3,09-03,9/3
1966-09-04,30.3,1966,9,4,09-04,9/4
1966-09-05,26.0,1966,9,5,09-05,9/5
1966-09-06,27.2,1966,9,6,09-06,9/6
1966-09-07,30.3,1966,9,7,09-07,9/7
1966-09-08,30.1,1966,9,8,09-08,9/8
1966-09-09,28.9,1966,9,9,09-09,9/9
1966-09-10,31.6,1966,9,10,09-10,9/10
1966-09-11,31.5,1966,9,11,09-11,9/11
1966-09-12,28.7,1966,9,12,09-12,9/12
1966-09-13,25.5,1966,9,13,09-13,9/13
1966-09-14,22.2,1966,9,14,09-14,9/14
1966-09-15,25.4,1966,9,15,09-15,9/15
1966-09-16,24.5,1966,9,16,09-16,9/16
1966-09-17,20.5,1966,9,17,09-17,9/17
1966-09-18,17.7,1966,9,18,09-18,9/18
1966-09-19,19.0,1966,9,19,09-19,9/19
1966-09-20,25.2,1966,9,20,09-20,9/20
1966-09-21,26.9,1966,9,21,09-21,9/21
1966-09-22,25.9,1966,9,22,09-22,9/22
1966-09-23,25.0,1966,9,23,09-23,9/23
1966-09-24,19.9,1966,9,24,09-24,9/24
1966-09-25,29.6,1966,9,25,09-25,9/25
1966-09-26,27.7,1966,9,26,09-26,9/26
1966-09-27,25.9,1966,9,27,09-27,9/27
1966-09-28,24.0,1966,9,28,09-28,9/28
1966-09-29,25.5,1966,9,29,09-29,9/29
1966-09-30,24.4,1966,9,30,09-30,9/30
1967-06-01,28.2,1967,6,1,06-01,6/1
1967-06-02,28.6,1967,6,2,06-02,6/2
1967-06-03,27.1,1967,6,3,06-03,6/3
1967-06-04,27.2,1967,6,4,06-04,6/4
1967-06-05,25.6,1967,6,5,06-05,6/5
1967-06-06,29.0,1967,6,6,06-06,6/6
1967-06-07,24.0,1967,6,7,06-07,6/7
1967-06-08,26.4,1967,6,8,06-08,6/8
1967-06-09,20.6,1967,6,9,06-09,6/9
1967-06-10,23.6,1967,6,10,06-10,6/10
1967-06-11,27.7,1967,6,11,06-11,6/11
1967-06-12,26.9,1967,6,12,06-12,6/12
1967-06-13,28.6,1967,6,13,06-13,6/13
1967-06-14,29.3,1967,6,14,06-14,6/14
1967-06-15,27.9,1967,6,15,06-15,6/15
1967-06-16,27.9,1967,6,16,06-16,6/16
1967-06-17,27.1,1967,6,17,06-17,6/17
1967-06-18,26.3,1967,6,18,06-18,6/18
1967-06-19,26.9,1967,6,19,06-19,6/19
1967-06-20,25.3,1967,6,20,06-20,6/20
1967-06-21,26.7,1967,6,21,06-21,6/21
1967-06-22,26.1,1967,6,22,06-22,6/22
1967-06-23,25.5,1967,6,23,06-23,6/23
1967-06-24,29.9,1967,6,24,06-24,6/24
1967-06-25,27.5,1967,6,25,06-25,6/25
1967-06-26,30.9,1967,6,26,06-26,6/26
1967-06-27,28.2,1967,6,27,06-27,6/27
1967-06-28,25.7,1967,6,28,06-28,6/28
1967-06-29,29.9,1967,6,29,06-29,6/29
1967-06-30,26.0,1967,6,30,06-30,6/30
1967-07-01,24.3,1967,7,1,07-01,7/1
1967-07-02,25.2,1967,7,2,07-02,7/2
1967-07-03,32.5,1967,7,3,07-03,7/3
1967-07-04,32.2,1967,7,4,07-04,7/4
1967-07-05,26.1,1967,7,5,07-05,7/5
1967-07-06,25.6,1967,7,6,07-06,7/6
1967-07-07,31.3,1967,7,7,07-07,7/7
1967-07-08,24.9,1967,7,8,07-08,7/8
1967-07-09,24.2,1967,7,9,07-09,7/9
1967-07-10,28.7,1967,7,10,07-10,7/10
1967-07-11,26.0,1967,7,11,07-11,7/11
1967-07-12,27.3,1967,7,12,07-12,7/12
1967-07-13,28.7,1967,7,13,07-13,7/13
1967-07-14,30.5,1967,7,14,07-14,7/14
1967-07-15,32.9,1967,7,15,07-15,7/15
1967-07-16,34.1,1967,7,16,07-16,7/16
1967-07-17,33.1,1967,7,17,07-17,7/17
1967-07-18,32.3,1967,7,18,07-18,7/18
1967-07-19,31.0,1967,7,19,07-19,7/19
