name,date,maxtemp,prec_no,points_no
大三島,2015-01-01,4.3,73,73001
大三島,2015-01-02,5.3,73,73001
大三島,2015-01-03,7.9,73,73001
大三島,2015-01-04,12.7,73,73001
大三島,2015-01-05,12.8,73,73001
大三島,2015-01-06,13.9,73,73001
大三島,2015-01-07,9.3,73,73001
大三島,2015-01-08,8.2,73,73001
大三島,2015-01-09,9.8,73,73001
大三島,2015-01-10,9.8,73,73001
大三島,2015-01-11,10.8,73,73001
大三島,2015-01-12,9.3,73,73001
大三島,2015-01-13,9.5,73,73001
大三島,2015-01-14,8.4,73,73001
大三島,2015-01-15,9.0,73,73001
大三島,2015-01-16,10.9,73,73001
大三島,2015-01-17,9.4,73,73001
大三島,2015-01-18,9.0,73,73001
大三島,2015-01-19,9.7,73,73001
大三島,2015-01-20,11.8,73,73001
大三島,2015-01-21,9.6,73,73001
大三島,2015-01-22,11.5,73,73001
大三島,2015-01-23,8.9,73,73001
大三島,2015-01-24,10.8,73,73001
大三島,2015-01-25,11.7,73,73001
大三島,2015-01-26,7.7,73,73001
大三島,2015-01-27,14.9,73,73001
大三島,2015-01-28,7.4,73,73001
大三島,2015-01-29,5.8,73,73001
大三島,2015-01-30,7.4,73,73001
大三島,2015-01-31,8.2,73,73001
新居浜,2015-01-01,6.2,73,73141
新居浜,2015-01-02,6.7,73,73141
新居浜,2015-01-03,8.7,73,73141
新居浜,2015-01-04,14.0,73,73141
新居浜,2015-01-05,11.8,73,73141
新居浜,2015-01-06,13.3,73,73141
新居浜,2015-01-07,9.9,73,73141
新居浜,2015-01-08,8.8,73,73141
新居浜,2015-01-09,9.9,73,73141
新居浜,2015-01-10,9.8,73,73141
新居浜,2015-01-11,11.6,73,73141
新居浜,2015-01-12,8.8,73,73141
新居浜,2015-01-13,9.2,73,73141
新居浜,2015-01-14,8.6,73,73141
新居浜,2015-01-15,8.9,73,73141
新居浜,2015-01-16,11.3,73,73141
新居浜,2015-01-17,9.0,73,73141
新居浜,2015-01-18,9.3,73,73141
新居浜,2015-01-19,11.0,73,73141
新居浜,2015-01-20,10.8,73,73141
新居浜,2015-01-21,9.6,73,73141
新居浜,2015-01-22,11.6,73,73141
新居浜,2015-01-23,9.1,73,73141
新居浜,2015-01-24,12.3,73,73141
新居浜,2015-01-25,10.6,73,73141
新居浜,2015-01-26,9.1,73,73141
新居浜,2015-01-27,15.2,73,73141
新居浜,2015-01-28,7.4,73,73141
新居浜,2015-01-29,6.7,73,73141
新居浜,2015-01-30,7.3,73,73141
新居浜,2015-01-31,8.0,73,73141
四国中央,2015-01-01,5.3,73,73151
四国中央,2015-01-02,6.6,73,73151
四国中央,2015-01-03,7.9,73,73151
四国中央,2015-01-04,12.3,73,73151
四国中央,2015-01-05,13.3,73,73151
四国中央,2015-01-06,15.1,73,73151
四国中央,2015-01-07,8.2,73,73151
四国中央,2015-01-08,8.0,73,73151
四国中央,2015-01-09,8.7,73,73151
四国中央,2015-01-10,9.0,73,73151
