name,date,maxtemp,prec_no,points_no
本山,2022-07-01,35.9,74,74071
本山,2022-07-02,33.5,74,74071
本山,2022-07-03,26.2,74,74071
本山,2022-07-04,25.0,74,74071
本山,2022-07-05,27.4,74,74071
本山,2022-07-06,31.8,74,74071
本山,2022-07-07,32.4,74,74071
本山,2022-07-08,27.2,74,74071
本山,2022-07-09,29.6,74,74071
本山,2022-07-10,31.8,74,74071
本山,2022-07-11,32.1,74,74071
本山,2022-07-12,30.1,74,74071
本山,2022-07-13,31.8 ),74,74071
本山,2022-07-14,26.8,74,74071
本山,2022-07-15,32.9,74,74071
本山,2022-07-16,26.3,74,74071
本山,2022-07-17,30.6,74,74071
本山,2022-07-18,31.6,74,74071
本山,2022-07-19,27.7,74,74071
本山,2022-07-20,33.5,74,74071
本山,2022-07-21,31.1,74,74071
本山,2022-07-22,31.8,74,74071
本山,2022-07-23,31.7,74,74071
本山,2022-07-24,32.0,74,74071
本山,2022-07-25,33.7,74,74071
本山,2022-07-26,34.8,74,74071
本山,2022-07-27,28.7,74,74071
本山,2022-07-28,33.1,74,74071
本山,2022-07-29,31.1,74,74071
本山,2022-07-30,28.4,74,74071
本山,2022-07-31,27.7,74,74071
高知,2022-07-01,33.0,74,74182
高知,2022-07-02,32.5,74,74182
高知,2022-07-03,28.1,74,74182
高知,2022-07-04,27.2,74,74182
高知,2022-07-05,27.7,74,74182
高知,2022-07-06,33.5,74,74182
高知,2022-07-07,32.3,74,74182
高知,2022-07-08,27.9,74,74182
高知,2022-07-09,30.5,74,74182
高知,2022-07-10,31.4,74,74182
高知,2022-07-11,32.2,74,74182
高知,2022-07-12,31.5,74,74182
高知,2022-07-13,32.1,74,74182
高知,2022-07-14,28.8,74,74182
高知,2022-07-15,31.3,74,74182
高知,2022-07-16,30.0,74,74182
高知,2022-07-17,31.6,74,74182
高知,2022-07-18,31.2,74,74182
高知,2022-07-19,29.5,74,74182
高知,2022-07-20,32.6,74,74182
高知,2022-07-21,33.1,74,74182
高知,2022-07-22,34.3,74,74182
高知,2022-07-23,33.3,74,74182
高知,2022-07-24,31.8,74,74182
高知,2022-07-25,33.6,74,74182
高知,2022-07-26,34.7,74,74182
高知,2022-07-27,30.1,74,74182
高知,2022-07-28,32.9,74,74182
高知,2022-07-29,34.3,74,74182
高知,2022-07-30,30.1,74,74182
高知,2022-07-31,32.2,74,74182
安芸,2022-07-01,30.2,74,74271
安芸,2022-07-02,30.9,74,74271
安芸,2022-07-03,28.5,74,74271
安芸,2022-07-04,26.1,74,74271
安芸,2022-07-05,26.4,74,74271
安芸,2022-07-06,30.8,74,74271
安芸,2022-07-07,30.5,74,74271
安芸,2022-07-08,27.3,74,74271
安芸,2022-07-09,29.2,74,74271
安芸,2022-07-10,29.9,74,74271
安芸,2022-07-11,31.2,74,74271
安芸,2022-07-12,31.3,74,74271
安芸,2022-07-13,30.7,74,74271
安芸,2022-07-14,28.3,74,74271
安芸,2022-07-15,29.7,74,74271
