name,date,maxtemp,prec_no,points_no
三次,2015-07-01,24.7,67,67106
三次,2015-07-02,28.9,67,67106
三次,2015-07-03,29.3,67,67106
三次,2015-07-04,22.0,67,67106
三次,2015-07-05,26.7,67,67106
三次,2015-07-06,26.7,67,67106
三次,2015-07-07,23.7,67,67106
三次,2015-07-08,26.8,67,67106
三次,2015-07-09,32.5,67,67106
三次,2015-07-10,33.6,67,67106
三次,2015-07-11,32.4,67,67106
三次,2015-07-12,30.4,67,67106
三次,2015-07-13,30.2,67,67106
三次,2015-07-14,28.8,67,67106
三次,2015-07-15,33.3,67,67106
三次,2015-07-16,30.3,67,67106
三次,2015-07-17,25.6,67,67106
三次,2015-07-18,30.3,67,67106
三次,2015-07-19,32.0,67,67106
三次,2015-07-20,31.8,67,67106
三次,2015-07-21,30.8 ),67,67106
三次,2015-07-22,28.5,67,67106
三次,2015-07-23,27.8,67,67106
三次,2015-07-24,31.8,67,67106
三次,2015-07-25,33.0,67,67106
三次,2015-07-26,33.4,67,67106
三次,2015-07-27,29.1,67,67106
三次,2015-07-28,31.0,67,67106
三次,2015-07-29,31.6,67,67106
三次,2015-07-30,33.6,67,67106
三次,2015-07-31,36.2,67,67106
庄原,2015-07-01,24.6,67,67116
庄原,2015-07-02,28.1,67,67116
庄原,2015-07-03,29.5,67,67116
庄原,2015-07-04,21.6,67,67116
庄原,2015-07-05,26.1,67,67116
庄原,2015-07-06,26.0,67,67116
庄原,2015-07-07,22.9,67,67116
庄原,2015-07-08,27.3,67,67116
庄原,2015-07-09,32.2,67,67116
庄原,2015-07-10,33.2,67,67116
庄原,2015-07-11,32.3,67,67116
庄原,2015-07-12,30.6,67,67116
庄原,2015-07-13,30.7,67,67116
庄原,2015-07-14,28.4,67,67116
庄原,2015-07-15,33.5,67,67116
庄原,2015-07-16,30.0,67,67116
庄原,2015-07-17,25.1,67,67116
庄原,2015-07-18,29.1,67,67116
庄原,2015-07-19,31.0,67,67116
庄原,2015-07-20,33.1,67,67116
庄原,2015-07-21,31.5,67,67116
庄原,2015-07-22,26.1,67,67116
庄原,2015-07-23,26.6 ),67,67116
庄原,2015-07-24,31.0,67,67116
庄原,2015-07-25,33.2,67,67116
庄原,2015-07-26,33.0,67,67116
庄原,2015-07-27,27.9,67,67116
庄原,2015-07-28,30.3,67,67116
庄原,2015-07-29,30.7,67,67116
庄原,2015-07-30,33.6,67,67116
庄原,2015-07-31,35.1,67,67116
大朝,2015-07-01,22.1,67,67151
大朝,2015-07-02,26.5,67,67151
大朝,2015-07-03,28.8,67,67151
大朝,2015-07-04,21.2,67,67151
大朝,2015-07-05,24.3,67,67151
大朝,2015-07-06,25.3,67,67151
大朝,2015-07-07,21.5,67,67151
大朝,2015-07-08,24.5,67,67151
大朝,2015-07-09,29.9,67,67151
大朝,2015-07-10,31.3,67,67151
大朝,2015-07-11,31.8,67,67151
大朝,2015-07-12,27.9,67,67151
大朝,2015-07-13,25.6,67,67151
大朝,2015-07-14,27.2,67,67151
大朝,2015-07-15,32.5,67,67151
大朝,2015-07-16,26.3,67,67151
大朝,2015-07-17,22.5,67,67151
大朝,2015-07-18,27.5,67,67151
大朝,2015-07-19,28.0,67,67151
大朝,2015-07-20,29.7,67,67151
大朝,2015-07-21,27.4,67,67151
大朝,2015-07-22,26.2,67,67151
大朝,2015-07-23,26.0,67,67151
大朝,2015-07-24,30.4,67,67151
大朝,2015-07-25,30.9,67,67151
大朝,2015-07-26,30.3,67,67151
大朝,2015-07-27,28.5,67,67151
大朝,2015-07-28,29.1,67,67151
大朝,2015-07-29,30.5,67,67151
大朝,2015-07-30,31.7,67,67151
大朝,2015-07-31,33.7,67,67151
加計,2015-07-01,24.4,67,67212
加計,2015-07-02,28.6,67,67212
加計,2015-07-03,29.5,67,67212
加計,2015-07-04,21.9,67,67212
