year,pref,sort_n,over30_capitol,over30_capitol_roy,over30_capitol_ytd,over35_capitol,over35_capitol_roy,over35_capitol_ytd,temp
2022,山口県,81,,,,16,2,14,猛暑日
2022,福岡県,82,87,24,63,,,,真夏日
2022,福岡県,82,,,,20,1,19,猛暑日
2022,大分県,83,79,22,57,,,,真夏日
2022,大分県,83,,,,6,0,6,猛暑日
2022,長崎県,84,69,22,47,,,,真夏日
2022,長崎県,84,,,,5,2,3,猛暑日
2022,佐賀県,85,90,27,63,,,,真夏日
2022,佐賀県,85,,,,15,4,11,猛暑日
2022,熊本県,86,90,30,60,,,,真夏日
2022,熊本県,86,,,,12,1,11,猛暑日
2022,宮崎県,87,82,22,60,,,,真夏日
2022,宮崎県,87,,,,9,0,9,猛暑日
2022,鹿児島県,88,96,36,60,,,,真夏日
2022,鹿児島県,88,,,,8,2,6,猛暑日
2022,沖縄県,91,109,44,65,,,,真夏日
2022,沖縄県,91,,,,0,0,0,猛暑日
2023,東京都,1,61,0,61,,,,真夏日
2023,東京都,1,,,,21,0,21,猛暑日
2023,北海道,24,24,0,24,,,,真夏日
2023,北海道,24,,,,0,0,0,猛暑日
2023,青森県,31,29,0,29,,,,真夏日
2023,青森県,31,,,,7,0,7,猛暑日
2023,秋田県,32,33,0,33,,,,真夏日
2023,秋田県,32,,,,9,0,9,猛暑日
2023,岩手県,33,38,0,38,,,,真夏日
2023,岩手県,33,,,,5,0,5,猛暑日
2023,宮城県,34,42,0,42,,,,真夏日
2023,宮城県,34,,,,6,0,6,猛暑日
2023,山形県,35,49,0,49,,,,真夏日
2023,山形県,35,,,,19,0,19,猛暑日
2023,福島県,36,55,0,55,,,,真夏日
2023,福島県,36,,,,26,0,26,猛暑日
2023,茨城県,40,48,0,48,,,,真夏日
2023,茨城県,40,,,,11,0,11,猛暑日
2023,栃木県,41,54,0,54,,,,真夏日
2023,栃木県,41,,,,19,0,19,猛暑日
2023,群馬県,42,65,0,65,,,,真夏日
2023,群馬県,42,,,,30,0,30,猛暑日
2023,埼玉県,43,62,0,62,,,,真夏日
2023,埼玉県,43,,,,26,0,26,猛暑日
2023,千葉県,45,57,0,57,,,,真夏日
2023,千葉県,45,,,,7,0,7,猛暑日
2023,神奈川県,46,56,0,56,,,,真夏日
2023,神奈川県,46,,,,9,0,9,猛暑日
2023,長野県,48,52,0,52,,,,真夏日
2023,長野県,48,,,,19,0,19,猛暑日
2023,山梨県,49,58,0,58,,,,真夏日
2023,山梨県,49,,,,26,0,26,猛暑日
2023,静岡県,50,51,0,51,,,,真夏日
2023,静岡県,50,,,,6,0,6,猛暑日
2023,愛知県,51,59,0,59,,,,真夏日
2023,愛知県,51,,,,27,0,27,猛暑日
2023,岐阜県,52,62,0,62,,,,真夏日
2023,岐阜県,52,,,,26,0,26,猛暑日
2023,三重県,53,55,0,55,,,,真夏日
2023,三重県,53,,,,6,0,6,猛暑日
2023,新潟県,54,41,0,41,,,,真夏日
2023,新潟県,54,,,,13,0,13,猛暑日
2023,富山県,55,58,0,58,,,,真夏日
2023,富山県,55,,,,23,0,23,猛暑日
2023,石川県,56,55,0,55,,,,真夏日
2023,石川県,56,,,,13,0,13,猛暑日
2023,福井県,57,58,0,58,,,,真夏日
2023,福井県,57,,,,26,0,26,猛暑日
2023,滋賀県,60,52,0,52,,,,真夏日
2023,滋賀県,60,,,,19,0,19,猛暑日
2023,京都府,61,58,0,58,,,,真夏日
2023,京都府,61,,,,33,0,33,猛暑日
2023,大阪府,62,58,0,58,,,,真夏日
2023,大阪府,62,,,,24,0,24,猛暑日
2023,兵庫県,63,48,0,48,,,,真夏日
2023,兵庫県,63,,,,12,0,12,猛暑日
2023,奈良県,64,58,0,58,,,,真夏日
2023,奈良県,64,,,,23,0,23,猛暑日
2023,和歌山県,65,53,0,53,,,,真夏日
2023,和歌山県,65,,,,8,0,8,猛暑日
2023,岡山県,66,52,0,52,,,,真夏日
2023,岡山県,66,,,,20,0,20,猛暑日
2023,広島県,67,49,0,49,,,,真夏日
2023,広島県,67,,,,15,0,15,猛暑日
2023,島根県,68,44,0,44,,,,真夏日
2023,島根県,68,,,,14,0,14,猛暑日
2023,鳥取県,69,54,0,54,,,,真夏日
2023,鳥取県,69,,,,29,0,29,猛暑日
2023,徳島県,71,47,0,47,,,,真夏日
2023,徳島県,71,,,,5,0,5,猛暑日
2023,香川県,72,54,0,54,,,,真夏日
2023,香川県,72,,,,21,0,21,猛暑日
2023,愛媛県,73,53,0,53,,,,真夏日
2023,愛媛県,73,,,,8,0,8,猛暑日
2023,高知県,74,53,0,53,,,,真夏日
2023,高知県,74,,,,0,0,0,猛暑日
2023,山口県,81,50,0,50,,,,真夏日
2023,山口県,81,,,,11,0,11,猛暑日
2023,福岡県,82,60,0,60,,,,真夏日
2023,福岡県,82,,,,14,0,14,猛暑日
2023,大分県,83,51,0,51,,,,真夏日
2023,大分県,83,,,,2,0,2,猛暑日
2023,長崎県,84,45,0,45,,,,真夏日
2023,長崎県,84,,,,8,0,8,猛暑日
2023,佐賀県,85,58,0,58,,,,真夏日
2023,佐賀県,85,,,,17,0,17,猛暑日
2023,熊本県,86,58,0,58,,,,真夏日
2023,熊本県,86,,,,19,0,19,猛暑日
2023,宮崎県,87,54,0,54,,,,真夏日
2023,宮崎県,87,,,,3,0,3,猛暑日
2023,鹿児島県,88,59,0,59,,,,真夏日
2023,鹿児島県,88,,,,1,0,1,猛暑日
2023,沖縄県,91,63,0,63,,,,真夏日
2023,沖縄県,91,,,,0,0,0,猛暑日
