観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),4日の最高気温(℃),4日の最高気温の品質情報,4日の最高気温起時（時）,4日の最高気温起時（分）,4日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（3日まで）,今年の最高気温（3日まで）の品質情報,今年の最高気温（3日まで）を観測した起日（年）,今年の最高気温（3日まで）を観測した起日（月）,今年の最高気温（3日まで）を観測した起日（日）,3日までの観測史上1位の値（℃）,3日までの観測史上1位の値の品質情報,3日までの観測史上1位の値を観測した起日（年）,3日までの観測史上1位の値を観測した起日（月）,3日までの観測史上1位の値を観測した起日（日）,3日までの9月の1位の値,3日までの9月の1位の値の品質情報,3日までの9月の1位の値の起日（年）,3日までの9月の1位の値の起日（月）,3日までの9月の1位の値の起日（日）,統計開始年,date
11001,北海道宗谷地方,宗谷岬（ソウヤミサキ）,,2025,9,4,22,0,23.3,5,16.0,5.0,5.0,2.1,-0.2,88.0,0.0,,,0.0,28.7,4,2025.0,7.0,7.0,31.9,8.0,2000.0,8.0,1.0,29.7,8.0,1994.0,9.0,6.0,1978,2025-09-04
11016,北海道宗谷地方,稚内（ワッカナイ）,47401.0,2025,9,4,22,0,24.3,5,11.0,40.0,5.0,2.4,0.3,88.0,0.0,,,0.0,28.3,4,2025.0,8.0,4.0,32.7,8.0,2021.0,7.0,29.0,29.7,8.0,2019.0,9.0,8.0,1938,2025-09-04
11046,北海道宗谷地方,礼文（レブン）,,2025,9,4,22,0,24.2,5,15.0,31.0,5.0,2.1,0.1,88.0,0.0,,,0.0,29.0,4,2025.0,8.0,5.0,30.5,8.0,2022.0,7.0,31.0,29.0,8.0,2020.0,9.0,3.0,2003,2025-09-04
11061,北海道宗谷地方,声問（コエトイ）,,2025,9,4,22,0,24.3,5,14.0,23.0,5.0,1.7,0.0,88.0,0.0,,,0.0,29.5,4,2025.0,7.0,14.0,33.3,8.0,2021.0,7.0,29.0,31.1,8.0,2019.0,9.0,8.0,2003,2025-09-04
11076,北海道宗谷地方,浜鬼志別（ハマオニシベツ）,,2025,9,4,22,0,21.7,5,16.0,41.0,5.0,0.3,-2.9,8.0,3.0,,,0.0,31.1,4,2025.0,7.0,7.0,32.7,8.0,2000.0,7.0,31.0,30.8,8.0,1994.0,9.0,6.0,1978,2025-09-04
11091,北海道宗谷地方,本泊（モトドマリ）,,2025,9,4,22,0,24.6,5,11.0,28.0,5.0,2.1,0.2,88.0,0.0,,,0.0,30.2,4,2025.0,7.0,7.0,31.8,8.0,2021.0,8.0,7.0,29.8,8.0,2019.0,9.0,8.0,2003,2025-09-04
11121,北海道宗谷地方,沼川（ヌマカワ）,,2025,9,4,22,0,24.9,5,12.0,13.0,5.0,2.5,0.6,88.0,0.0,,,0.0,29.5,4,2025.0,8.0,4.0,32.4,8.0,2021.0,7.0,29.0,31.3,8.0,2019.0,9.0,8.0,1977,2025-09-04
11151,北海道宗谷地方,沓形（クツガタ）,,2025,9,4,22,0,24.6,5,16.0,16.0,5.0,2.1,1.0,88.0,0.0,,,0.0,28.2,4,2025.0,7.0,30.0,32.5,8.0,1989.0,8.0,7.0,30.4,8.0,2020.0,9.0,3.0,1977,2025-09-04
11176,北海道宗谷地方,豊富（トヨトミ）,,2025,9,4,22,0,23.9,5,11.0,39.0,5.0,1.1,-0.4,8.0,1.0,,,0.0,31.1,4,2025.0,8.0,3.0,33.1,8.0,2000.0,8.0,1.0,30.8,8.0,2019.0,9.0,8.0,1977,2025-09-04
11206,北海道宗谷地方,浜頓別（ハマトンベツ）,,2025,9,4,22,0,22.4,5,15.0,20.0,5.0,0.2,-2.0,9.0,1.0,,,0.0,31.8,4,2025.0,7.0,25.0,33.6,4.0,1989.0,7.0,27.0,30.9,8.0,1994.0,9.0,6.0,1977,2025-09-04
11276,北海道宗谷地方,中頓別（ナカトンベツ）,,2025,9,4,22,0,26.0,5,12.0,19.0,5.0,2.7,0.7,88.0,0.0,,,0.0,33.5,4,2025.0,7.0,14.0,35.8,8.0,2021.0,8.0,7.0,32.4,8.0,2019.0,9.0,8.0,1977,2025-09-04
11291,北海道宗谷地方,北見枝幸（キタミエサシ）,47402.0,2025,9,4,22,0,21.9,5,11.0,16.0,5.0,-0.2,-3.8,9.0,1.0,,,0.0,32.2,4,2025.0,7.0,23.0,35.0,8.0,2000.0,7.0,31.0,32.1,8.0,2002.0,9.0,2.0,1942,2025-09-04
11316,北海道宗谷地方,歌登（ウタノボリ）,,2025,9,4,22,0,25.0,5,11.0,23.0,5.0,1.7,0.0,88.0,0.0,,,0.0,33.3,4,2025.0,8.0,1.0,35.4,8.0,1989.0,7.0,26.0,32.2,8.0,2019.0,9.0,8.0,1977,2025-09-04
12011,北海道上川地方,中川（ナカガワ）,,2025,9,4,22,0,25.8,5,11.0,25.0,5.0,2.3,1.2,88.0,0.0,,,0.0,32.5,4,2025.0,8.0,3.0,36.2,8.0,2021.0,7.0,28.0,33.9,8.0,2019.0,9.0,8.0,1977,2025-09-04
12041,北海道上川地方,音威子府（オトイネップ）,,2025,9,4,22,0,26.3,5,12.0,9.0,5.0,2.8,0.9,88.0,0.0,,,0.0,34.2,4,2025.0,7.0,14.0,36.6,8.0,2021.0,7.0,28.0,31.4,8.0,2019.0,9.0,8.0,1977,2025-09-04
12141,北海道上川地方,美深（ビフカ）,,2025,9,4,22,0,26.0,5,13.0,11.0,5.0,2.0,1.3,8.0,2.0,,,0.0,34.6,4,2025.0,7.0,14.0,36.6,8.0,2021.0,7.0,28.0,31.5,8.0,2012.0,9.0,18.0,1977,2025-09-04
12181,北海道上川地方,名寄（ナヨロ）,,2025,9,4,22,0,25.2,4,14.0,46.0,4.0,1.3,,8.0,3.0,,,0.0,34.5,4,2025.0,7.0,14.0,36.4,8.0,2021.0,7.0,28.0,31.3,8.0,2020.0,9.0,4.0,1976,2025-09-04
12231,北海道上川地方,下川（シモカワ）,,2025,9,4,22,0,25.4,5,11.0,45.0,5.0,2.0,0.3,8.0,2.0,,,0.0,34.6,4,2025.0,7.0,14.0,37.3,8.0,2021.0,7.0,28.0,31.5,8.0,2019.0,9.0,8.0,1977,2025-09-04
12261,北海道上川地方,士別（シベツ）,,2025,9,4,22,0,25.2,5,14.0,31.0,5.0,1.5,-0.1,8.0,2.0,,,0.0,34.3,4,2025.0,7.0,14.0,37.0,8.0,2021.0,8.0,7.0,31.8,8.0,2020.0,9.0,4.0,1977,2025-09-04
