,観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),13日の最高気温(℃),13日の最高気温の品質情報,13日の最高気温起時（時）,13日の最高気温起時（分）,13日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（12日まで）,今年の最高気温（12日まで）の品質情報,今年の最高気温（12日まで）を観測した起日（年）,今年の最高気温（12日まで）を観測した起日（月）,今年の最高気温（12日まで）を観測した起日（日）,12日までの観測史上1位の値（℃）,12日までの観測史上1位の値の品質情報,12日までの観測史上1位の値を観測した起日（年）,12日までの観測史上1位の値を観測した起日（月）,12日までの観測史上1位の値を観測した起日（日）,12日までの11月の1位の値,12日までの11月の1位の値の品質情報,12日までの11月の1位の値の起日（年）,12日までの11月の1位の値の起日（月）,12日までの11月の1位の値の起日（日）,統計開始年,date
464,50456,静岡県,浜松（ハママツ）,47654.0,2024,11,13,6,0,17.2,4,3.0,10.0,4.0,,,,,,,0.0,39.2,5,2024,7,28,41.1,8,2020,8,17,27.8,8,2000,11,2,1882,2024-11-13
465,50476,静岡県,菊川牧之原（キクガワマキノハラ）,,2024,11,13,6,0,16.3,4,0.0,25.0,4.0,,,,,,,0.0,36.8,5,2024,7,22,37.4,8,2020,8,15,25.9,8,2023,11,2,1978,2024-11-13
466,50477,静岡県,静岡空港（シズオカクウコウ）,,2024,11,13,6,0,16.7,4,0.0,1.0,4.0,,,,,,,0.0,37.4,5,2024,7,22,37.4,8,2024,7,22,25.1,8,2023,11,6,2009,2024-11-13
467,50491,静岡県,松崎（マツザキ）,,2024,11,13,6,0,15.6,4,0.0,9.0,4.0,,,,,,,0.0,37.3,5,2024,7,30,37.3,8,2024,7,30,27.4,4,2000,11,2,1978,2024-11-13
468,50506,静岡県,稲取（イナトリ）,,2024,11,13,6,0,17.5,4,4.0,29.0,4.0,,,,,,,0.0,36.2,5,2024,8,11,36.5,8,2022,8,3,26.2,8,2023,11,4,1978,2024-11-13
469,50536,静岡県,磐田（イワタ）,,2024,11,13,6,0,16.9,4,0.0,5.0,4.0,,,,,,,0.0,38.0,5,2024,7,29,39.2,8,1994,8,3,26.4,8,2023,11,2,1978,2024-11-13
470,50551,静岡県,御前崎（オマエザキ）,47655.0,2024,11,13,6,0,18.9,4,0.0,8.0,4.0,,,,,,,0.0,35.1,5,2024,7,29,36.7,8,2004,7,20,26.1,8,2000,11,2,1932,2024-11-13
471,50561,静岡県,石廊崎（イロウザキ）,47666.0,2024,11,13,6,0,18.3,4,0.0,11.0,4.0,,,,,,,0.0,33.8,5,2024,8,14,33.9,8,2004,7,20,25.9,8,2023,11,6,1939,2024-11-13
472,51031,愛知県,愛西（アイサイ）,,2024,11,13,6,0,17.3,4,0.0,18.0,4.0,,,,,,,0.0,38.8,5,2024,8,9,40.3,8,1994,8,5,25.9,8,2023,11,6,1979,2024-11-13
473,51071,愛知県,稲武（イナブ）,,2024,11,13,6,0,10.3,4,1.0,3.0,4.0,,,,,,,0.0,35.1,5,2024,8,9,35.5,8,2018,7,23,22.7,8,2009,11,1,1979,2024-11-13
474,51106,愛知県,名古屋（ナゴヤ）,47636.0,2024,11,13,6,0,16.4,4,0.0,20.0,4.0,,,,,,,0.0,39.3,5,2024,8,9,40.3,8,2018,8,3,27.2,8,1923,11,1,1890,2024-11-13
475,51116,愛知県,豊田（トヨタ）,,2024,11,13,6,0,13.8,4,0.0,56.0,4.0,,,,,,,0.0,39.5,5,2024,8,9,39.8,8,2022,7,1,26.5,8,2023,11,6,1979,2024-11-13
476,51216,愛知県,大府（オオブ）,,2024,11,13,6,0,17.1,4,0.0,47.0,4.0,,,,,,,0.0,38.9,5,2024,8,9,38.9,8,2024,8,9,25.8,8,2023,11,3,2012,2024-11-13
477,51226,愛知県,岡崎（オカザキ）,,2024,11,13,6,0,15.2,4,0.0,30.0,4.0,,,,,,,0.0,39.0,5,2024,8,16,39.3,8,2018,7,23,26.1,8,2000,11,2,1979,2024-11-13
478,51247,愛知県,新城（シンシロ）,,2024,11,13,6,0,13.9,4,5.0,20.0,4.0,,,,,,,0.0,38.6,5,2024,8,17,39.6,8,2018,7,23,26.4,8,2023,11,2,2002,2024-11-13
479,51261,愛知県,セントレア（セントレア）,,2024,11,13,6,0,18.9,4,1.0,10.0,4.0,,,,,,,0.0,35.2,5,2024,7,22,36.1,8,2013,8,10,25.7,8,2023,11,6,2005,2024-11-13
480,51281,愛知県,蒲郡（ガマゴオリ）,,2024,11,13,6,0,16.7,4,0.0,3.0,4.0,,,,,,,0.0,37.9,5,2024,8,17,38.7,8,1995,8,19,26.7,8,2023,11,5,1979,2024-11-13
481,51311,愛知県,南知多（ミナミチタ）,,2024,11,13,6,0,17.3,4,2.0,21.0,4.0,,,,,,,0.0,37.0,5,2024,8,9,38.3,8,1994,8,5,25.6,8,2000,11,2,1979,2024-11-13
482,51331,愛知県,豊橋（トヨハシ）,,2024,11,13,6,0,17.5,4,0.0,1.0,4.0,,,,,,,0.0,36.9,5,2024,7,29,37.9,8,2020,8,16,26.1,8,2023,11,5,2005,2024-11-13
483,51346,愛知県,伊良湖（イラコ）,47653.0,2024,11,13,6,0,18.1,4,0.0,4.0,4.0,,,,,,,0.0,37.5,5,2024,8,9,38.4,8,2013,8,11,25.5,8,2023,11,6,1947,2024-11-13
484,52041,岐阜県,河合（カワイ）,,2024,11,13,6,0,11.4,4,4.0,35.0,4.0,,,,,,,0.0,34.6,5,2024,8,23,36.4,8,1994,8,7,24.3,8,2023,11,5,1978,2024-11-13
485,52051,岐阜県,神岡（カミオカ）,,2024,11,13,6,0,12.2,4,2.0,34.0,4.0,,,,,,,0.0,37.7,5,2024,8,22,37.7,8,2024,8,22,27.3,8,2023,11,3,1978,2024-11-13
486,52081,岐阜県,白川（シラカワ）,,2024,11,13,6,0,12.4,4,1.0,51.0,4.0,,,,,,,0.0,34.9,5,2024,8,23,36.5,8,2007,8,11,25.5,8,2023,11,3,1978,2024-11-13
487,52111,岐阜県,栃尾（トチオ）,,2024,11,13,6,0,9.8,4,4.0,39.0,4.0,,,,,,,0.0,33.7,5,2024,8,4,35.4,8,1994,8,15,24.6,8,2023,11,3,1978,2024-11-13
488,52146,岐阜県,高山（タカヤマ）,47617.0,2024,11,13,6,0,10.6,4,4.0,42.0,4.0,,,,,,,0.0,36.6,5,2024,8,4,37.7,8,2019,8,13,25.2,8,2023,11,3,1899,2024-11-13
489,52181,岐阜県,六厩（ムマヤ）,,2024,11,13,6,0,8.3,4,5.0,20.0,4.0,,,,,,,0.0,32.4,5,2024,8,2,33.5,8,2001,8,2,22.4,8,2023,11,3,1978,2024-11-13
490,52196,岐阜県,宮之前（ミヤノマエ）,,2024,11,13,6,0,9.3,4,4.0,3.0,4.0,,,,,,,0.0,32.8,5,2024,8,4,33.5,8,2018,8,4,22.8,8,2023,11,3,1978,2024-11-13
491,52221,岐阜県,長滝（ナガタキ）,,2024,11,13,6,0,10.8,4,1.0,24.0,4.0,,,,,,,0.0,36.2,5,2024,8,13,36.8,8,2018,8,4,23.3,8,2023,11,3,1978,2024-11-13
492,52286,岐阜県,萩原（ハギワラ）,,2024,11,13,6,0,14.0,4,3.0,8.0,4.0,,,,,,,0.0,38.0,5,2024,8,3,38.3,8,1994,7,15,24.9,8,2023,11,3,1976,2024-11-13
493,52331,岐阜県,八幡（ハチマン）,,2024,11,13,6,0,10.9,4,0.0,8.0,4.0,,,,,,,0.0,38.1,5,2024,8,5,39.8,8,2018,7,22,23.6,8,2011,11,3,1978,2024-11-13
494,52346,岐阜県,宮地（ミヤジ）,,2024,11,13,6,0,13.7,4,4.0,8.0,4.0,,,,,,,0.0,36.4,5,2024,8,5,38.9,8,2007,8,16,23.4,8,2003,11,2,1978,2024-11-13
495,52381,岐阜県,樽見（タルミ）,,2024,11,13,6,0,13.1,4,3.0,35.0,4.0,,,,,,,0.0,37.6,5,2024,8,3,37.8,8,2023,7,26,23.4,8,2023,11,2,1978,2024-11-13
496,52406,岐阜県,金山（カナヤマ）,,2024,11,13,6,0,13.8,4,4.0,36.0,4.0,,,,,,,0.0,37.8,5,2024,8,16,41.0,8,2018,8,6,25.3,8,2023,11,3,1978,2024-11-13
497,52461,岐阜県,美濃（ミノ）,,2024,11,13,6,0,13.2,4,3.0,25.0,4.0,,,,,,,0.0,40.0,5,2024,8,16,41.0,8,2018,8,8,26.5,8,2024,11,11,1978,2024-11-13
498,52482,岐阜県,黒川（クロカワ）,,2024,11,13,6,0,9.8,4,0.0,4.0,4.0,,,,,,,0.0,36.4,5,2024,8,17,37.4,8,2007,8,16,23.4,8,2023,11,6,1998,2024-11-13
499,52511,岐阜県,揖斐川（イビガワ）,,2024,11,13,6,0,17.7,4,0.0,12.0,4.0,,,,,,,0.0,39.2,5,2024,8,14,39.6,8,2018,7,18,25.8,8,2023,11,3,1978,2024-11-13
500,52536,岐阜県,美濃加茂（ミノカモ）,,2024,11,13,6,0,13.0,4,0.0,5.0,4.0,,,,,,,0.0,39.0,5,2024,8,16,39.7,8,2018,7,18,25.8,8,2023,11,6,1978,2024-11-13
501,52556,岐阜県,恵那（エナ）,,2024,11,13,6,0,11.4,4,0.0,3.0,4.0,,,,,,,0.0,37.6,5,2024,8,17,38.8,8,2018,7,23,25.0,8,1984,11,8,1976,2024-11-13
502,52557,岐阜県,中津川（ナカツガワ）,,2024,11,13,6,0,11.6,4,0.0,20.0,4.0,,,,,,,0.0,37.7,5,2024,8,17,39.2,8,2018,7,23,25.6,8,2023,11,6,2010,2024-11-13
503,52571,岐阜県,関ケ原（セキガハラ）,,2024,11,13,6,0,15.0,4,2.0,11.0,4.0,,,,,,,0.0,37.6,5,2024,8,14,37.9,8,1994,8,8,25.0,8,2011,11,4,1978,2024-11-13
504,52581,岐阜県,大垣（オオガキ）,,2024,11,13,6,0,16.7,4,1.0,3.0,4.0,,,,,,,0.0,38.8,5,2024,8,13,38.8,8,2024,8,13,25.9,8,2023,11,3,1978,2024-11-13
505,52586,岐阜県,岐阜（ギフ）,47632.0,2024,11,13,6,0,17.0,4,3.0,38.0,4.0,,,,,,,0.0,39.0,5,2024,8,14,39.8,8,2007,8,16,26.7,8,1923,11,1,1883,2024-11-13
506,52606,岐阜県,多治見（タジミ）,,2024,11,13,6,0,12.5,4,0.0,14.0,4.0,,,,,,,0.0,39.3,5,2024,8,16,40.9,8,2007,8,16,26.2,8,2023,11,6,1978,2024-11-13
507,53041,三重県,桑名（クワナ）,,2024,11,13,6,0,17.8,4,1.0,17.0,4.0,,,,,,,0.0,40.4,5,2024,8,9,40.4,8,2024,8,9,26.3,8,2023,11,2,1979,2024-11-13
508,53061,三重県,四日市（ヨッカイチ）,47684.0,2024,11,13,6,0,16.2,4,3.0,16.0,4.0,,,,,,,0.0,37.1,5,2024,8,9,38.8,8,1994,8,5,24.8,8,1977,11,2,1966,2024-11-13
509,53091,三重県,亀山（カメヤマ）,,2024,11,13,6,0,16.8,4,0.0,12.0,4.0,,,,,,,0.0,37.4,5,2024,7,23,38.3,8,2018,7,18,25.9,8,2003,11,1,1979,2024-11-13
510,53112,三重県,上野（ウエノ）,47649.0,2024,11,13,6,0,13.3,4,0.0,2.0,4.0,,,,,,,0.0,37.6,5,2024,8,14,38.8,8,1942,8,2,26.5,8,2023,11,3,1937,2024-11-13
511,53133,三重県,津（ツ）,47651.0,2024,11,13,6,0,18.0,4,0.0,10.0,4.0,,,,,,,0.0,38.1,5,2024,8,9,39.5,8,1994,8,5,27.2,8,1923,11,1,1889,2024-11-13
512,53196,三重県,小俣（オバタ）,,2024,11,13,6,0,16.6,4,0.0,23.0,4.0,,,,,,,0.0,38.3,5,2024,8,9,38.8,8,2013,8,10,25.6,8,2023,11,2,1979,2024-11-13
513,53231,三重県,粥見（カユミ）,,2024,11,13,6,0,16.9,4,4.0,54.0,4.0,,,,,,,0.0,39.7,5,2024,7,5,39.7,8,2024,7,5,27.3,4,2000,11,2,1979,2024-11-13
514,53257,三重県,鳥羽（トバ）,,2024,11,13,6,0,17.0,4,0.0,56.0,4.0,,,,,,,0.0,37.5,5,2024,8,18,38.3,8,1994,8,5,25.6,8,2009,11,1,1977,2024-11-13
515,53296,三重県,南伊勢（ミナミイセ）,,2024,11,13,6,0,18.3,4,0.0,40.0,4.0,,,,,,,0.0,38.4,5,2024,7,28,38.4,8,2024,7,28,25.3,8,2024,11,1,1979,2024-11-13
516,53326,三重県,紀伊長島（キイナガシマ）,,2024,11,13,6,0,18.1,4,2.0,13.0,4.0,,,,,,,0.0,38.7,5,2024,7,31,38.7,8,2024,7,31,27.1,8,2000,11,2,1979,2024-11-13
517,53378,三重県,尾鷲（オワセ）,47663.0,2024,11,13,6,0,15.0,4,0.0,9.0,4.0,,,,,,,0.0,38.8,5,2024,8,16,38.8,8,2024,8,16,29.8,8,2000,11,2,1938,2024-11-13
518,53401,三重県,熊野新鹿（クマノアタシカ）,,2024,11,13,6,0,18.3,4,3.0,17.0,4.0,,,,,,,0.0,37.4,5,2024,7,31,38.6,8,2021,8,8,25.8,8,2024,11,4,2001,2024-11-13
519,54012,新潟県,粟島（アワシマ）,,2024,11,13,6,0,14.3,4,1.0,37.0,4.0,,,,,,,0.0,35.1,5,2024,8,23,37.0,8,2019,8,15,24.8,8,2023,11,6,1978,2024-11-13
520,54041,新潟県,弾崎（ハジキザキ）,,2024,11,13,6,0,14.5,4,2.0,27.0,4.0,,,,,,,0.0,36.2,5,2024,8,23,36.2,8,2024,8,23,25.0,8,2023,11,3,1978,2024-11-13
521,54086,新潟県,村上（ムラカミ）,,2024,11,13,6,0,15.1,4,0.0,3.0,4.0,,,,,,,0.0,36.7,5,2024,8,23,39.9,8,2018,8,23,26.2,8,2023,11,3,1978,2024-11-13
522,54157,新潟県,相川（アイカワ）,47602.0,2024,11,13,6,0,15.0,4,0.0,5.0,4.0,,,,,,,0.0,34.4,5,2024,8,23,38.5,8,2023,8,9,26.3,8,1914,11,4,1911,2024-11-13
523,54166,新潟県,両津（リョウツ）,,2024,11,13,6,0,15.7,4,0.0,15.0,4.0,,,,,,,0.0,34.5,5,2024,8,23,38.8,8,2019,8,15,24.7,8,2023,11,6,1978,2024-11-13
524,54181,新潟県,中条（ナカジョウ）,,2024,11,13,6,0,15.5,4,0.0,16.0,4.0,,,,,,,0.0,35.8,5,2024,8,23,40.8,8,2018,8,23,27.3,8,2020,11,19,1978,2024-11-13
525,54191,新潟県,下関（シモセキ）,,2024,11,13,6,0,14.2,4,0.0,7.0,4.0,,,,,,,0.0,36.0,5,2024,8,23,39.6,8,2018,8,23,26.0,8,2023,11,6,1978,2024-11-13
526,54232,新潟県,新潟（ニイガタ）,47604.0,2024,11,13,6,0,16.1,4,0.0,14.0,4.0,,,,,,,0.0,36.7,5,2024,8,23,39.9,8,2018,8,23,27.2,8,1977,11,1,1881,2024-11-13
527,54236,新潟県,松浜（マツハマ）,,2024,11,13,6,0,16.1,4,0.0,25.0,4.0,,,,,,,0.0,35.9,5,2024,8,23,39.7,8,2023,8,9,26.3,8,2023,11,3,2003,2024-11-13
528,54271,新潟県,羽茂（ハモチ）,,2024,11,13,6,0,13.3,4,0.0,1.0,4.0,,,,,,,0.0,35.5,5,2024,8,30,38.3,8,2023,8,9,25.2,8,2023,11,6,1978,2024-11-13
529,54296,新潟県,新津（ニイツ）,,2024,11,13,6,0,14.8,4,0.0,8.0,4.0,,,,,,,0.0,38.6,5,2024,8,23,39.4,8,2023,8,31,25.9,8,2023,11,6,1978,2024-11-13
530,54341,新潟県,巻（マキ）,,2024,11,13,6,0,15.0,4,0.0,36.0,4.0,,,,,,,0.0,36.9,5,2024,8,23,38.9,8,2018,8,23,26.5,8,2023,11,6,1978,2024-11-13
531,54387,新潟県,寺泊（テラドマリ）,,2024,11,13,6,0,15.1,4,1.0,9.0,4.0,,,,,,,0.0,35.9,5,2024,8,23,40.6,8,2019,8,15,26.2,8,2023,11,3,2001,2024-11-13
532,54396,新潟県,三条（サンジョウ）,,2024,11,13,6,0,15.0,4,0.0,7.0,4.0,,,,,,,0.0,37.5,5,2024,8,30,40.4,8,2020,9,3,28.3,8,2023,11,6,1978,2024-11-13
533,54421,新潟県,津川（ツガワ）,,2024,11,13,6,0,13.5,4,0.0,3.0,4.0,,,,,,,0.0,34.4,5,2024,8,23,39.4,8,1994,8,13,24.9,8,2023,11,6,1978,2024-11-13
534,54501,新潟県,長岡（ナガオカ）,,2024,11,13,6,0,14.6,4,0.0,24.0,4.0,,,,,,,0.0,37.1,5,2024,8,23,39.4,8,2023,8,15,27.1,8,2023,11,6,1976,2024-11-13
535,54541,新潟県,柏崎（カシワザキ）,,2024,11,13,6,0,16.4,4,0.0,45.0,4.0,,,,,,,0.0,34.7,5,2024,7,23,38.8,8,2023,8,14,27.1,8,2020,11,20,1978,2024-11-13
536,54566,新潟県,守門（スモン）,,2024,11,13,6,0,12.5,4,0.0,2.0,4.0,,,,,,,0.0,35.7,5,2024,8,23,37.4,8,2019,8,14,26.0,8,2023,11,6,1978,2024-11-13
537,54586,新潟県,大潟（オオガタ）,,2024,11,13,6,0,16.4,4,1.0,4.0,4.0,,,,,,,0.0,36.0,5,2024,8,30,40.0,8,2018,8,23,27.4,8,2020,11,20,1978,2024-11-13
538,54616,新潟県,小出（コイデ）,,2024,11,13,6,0,13.0,4,0.0,38.0,4.0,,,,,,,0.0,36.6,5,2024,8,23,39.0,8,2021,8,6,27.2,8,2023,11,6,1978,2024-11-13
539,54651,新潟県,高田（タカダ）,47612.0,2024,11,13,6,0,14.5,4,1.0,4.0,4.0,,,,,,,0.0,37.2,5,2024,8,30,40.3,8,2019,8,14,28.1,8,2020,11,20,1922,2024-11-13
540,54661,新潟県,安塚（ヤスヅカ）,,2024,11,13,6,0,12.9,4,0.0,7.0,4.0,,,,,,,0.0,35.8,5,2024,8,23,37.6,8,2023,8,14,26.8,8,2023,11,6,1978,2024-11-13
541,54676,新潟県,十日町（トオカマチ）,,2024,11,13,6,0,13.3,4,2.0,36.0,4.0,,,,,,,0.0,35.5,5,2024,9,10,37.1,8,2022,6,24,25.5,8,2023,11,3,1978,2024-11-13
542,54711,新潟県,糸魚川（イトイガワ）,,2024,11,13,6,0,16.6,4,1.0,41.0,4.0,,,,,,,0.0,36.4,5,2024,8,23,39.3,8,2023,8,10,28.1,8,2023,11,3,1978,2024-11-13
543,54721,新潟県,能生（ノウ）,,2024,11,13,6,0,13.6,4,0.0,3.0,4.0,,,,,,,0.0,34.6,5,2024,8,23,36.9,8,2019,8,15,26.9,8,2020,11,20,1978,2024-11-13
544,54816,新潟県,関山（セキヤマ）,,2024,11,13,6,0,12.4,4,0.0,6.0,4.0,,,,,,,0.0,33.8,5,2024,8,23,35.5,8,1990,8,22,24.4,8,2023,11,3,1978,2024-11-13
545,54836,新潟県,津南（ツナン）,,2024,11,13,6,0,11.8,4,0.0,21.0,4.0,,,,,,,0.0,33.4,5,2024,8,23,35.2,8,2022,6,24,23.5,8,2020,11,20,1978,2024-11-13
546,54841,新潟県,湯沢（ユザワ）,,2024,11,13,6,0,12.4,4,1.0,7.0,4.0,,,,,,,0.0,35.0,5,2024,8,23,37.2,8,1990,8,23,25.3,8,2020,11,20,1978,2024-11-13
547,55022,富山県,朝日（アサヒ）,,2024,11,13,6,0,14.8,4,0.0,15.0,4.0,,,,,,,0.0,36.0,5,2024,8,23,38.0,8,2004,9,7,27.4,8,2023,11,3,1978,2024-11-13
548,55041,富山県,氷見（ヒミ）,,2024,11,13,6,0,14.1,4,0.0,22.0,4.0,,,,,,,0.0,35.7,5,2024,8,23,37.4,8,1994,8,13,27.1,8,2023,11,6,1978,2024-11-13
549,55056,富山県,魚津（ウオヅ）,,2024,11,13,6,0,15.0,4,0.0,3.0,4.0,,,,,,,0.0,37.0,5,2024,7,7,37.9,8,2015,7,13,29.2,8,2023,11,6,1978,2024-11-13
550,55091,富山県,伏木（フシキ）,47606.0,2024,11,13,6,0,15.7,4,5.0,22.0,4.0,,,,,,,0.0,37.7,5,2024,8,23,39.7,8,1994,8,14,28.9,8,1977,11,1,1887,2024-11-13
551,55102,富山県,富山（トヤマ）,47607.0,2024,11,13,6,0,14.6,4,0.0,23.0,4.0,,,,,,,0.0,39.2,5,2024,8,23,39.5,8,2018,8,22,29.2,8,1977,11,1,1939,2024-11-13
552,55141,富山県,砺波（トナミ）,,2024,11,13,6,0,14.3,4,0.0,8.0,4.0,,,,,,,0.0,36.4,5,2024,8,23,38.8,8,2023,8,10,27.8,8,1977,11,1,1976,2024-11-13
553,55151,富山県,秋ヶ島（アキガシマ）,,2024,11,13,6,0,14.2,4,1.0,2.0,4.0,,,,,,,0.0,37.3,5,2024,7,19,38.7,8,2023,8,10,28.4,8,2023,11,3,2003,2024-11-13
554,55166,富山県,上市（カミイチ）,,2024,11,13,6,0,12.8,4,1.0,26.0,4.0,,,,,,,0.0,35.2,5,2024,8,23,37.4,8,2022,9,6,29.4,8,2023,11,6,1978,2024-11-13
555,55191,富山県,南砺高宮（ナントタカミヤ）,,2024,11,13,6,0,13.7,4,0.0,4.0,4.0,,,,,,,0.0,36.7,5,2024,7,5,38.6,8,2023,8,10,28.1,8,2023,11,3,1978,2024-11-13
556,55206,富山県,八尾（ヤツオ）,,2024,11,13,6,0,13.1,4,0.0,24.0,4.0,,,,,,,0.0,37.3,5,2024,8,23,39.0,8,2023,8,10,27.4,8,1977,11,1,1976,2024-11-13
557,56036,石川県,珠洲（スズ）,,2024,11,13,6,0,12.6,4,0.0,18.0,4.0,,,,,,,0.0,36.8,5,2024,8,23,38.2,8,2019,8,15,26.9,8,2023,11,3,1978,2024-11-13
558,56052,石川県,輪島（ワジマ）,47600.0,2024,11,13,6,0,15.7,4,0.0,4.0,4.0,,,,,,,0.0,35.8,5,2024,8,23,38.6,8,2020,9,3,26.5,8,2020,11,19,1929,2024-11-13
559,56093,石川県,三井（ミイ）,,2024,11,13,6,0,12.0,4,0.0,22.0,4.0,,,,,,,0.0,34.1,5,2024,8,22,38.1,8,2019,8,15,24.4,8,2023,11,3,2003,2024-11-13
560,56116,石川県,志賀（シカ）,,2024,11,13,6,0,14.9,4,0.0,8.0,4.0,,,,,,,0.0,36.0,5,2024,8,30,40.1,8,2019,8,15,25.6,8,2023,11,6,1978,2024-11-13
561,56146,石川県,七尾（ナナオ）,,2024,11,13,6,0,14.5,4,0.0,5.0,4.0,,,,,,,0.0,36.2,5,2024,8,23,38.1,8,2023,8,10,26.3,8,2023,11,3,1978,2024-11-13
562,56176,石川県,羽咋（ハクイ）,,2024,11,13,6,0,14.8,4,0.0,25.0,4.0,,,,,,,0.0,35.3,5,2024,8,27,39.6,8,2019,8,15,26.7,8,2023,11,6,1978,2024-11-13
563,56186,石川県,かほく（カホク）,,2024,11,13,6,0,14.0,4,0.0,23.0,4.0,,,,,,,0.0,35.3,5,2024,8,27,39.2,8,2018,8,23,26.3,8,2023,11,3,1978,2024-11-13
564,56227,石川県,金沢（カナザワ）,47605.0,2024,11,13,6,0,15.0,4,0.0,3.0,4.0,,,,,,,0.0,36.5,5,2024,8,23,38.5,8,2022,9,6,28.4,8,1977,11,1,1882,2024-11-13
565,56276,石川県,小松（コマツ）,,2024,11,13,6,0,15.3,4,0.0,8.0,4.0,,,,,,,0.0,37.7,5,2024,8,23,40.0,8,2023,8,10,27.8,8,2023,11,3,1978,2024-11-13
566,56286,石川県,白山河内（ハクサンカワチ）,,2024,11,13,6,0,12.8,4,1.0,0.0,4.0,,,,,,,0.0,35.5,5,2024,8,23,37.4,8,2023,8,10,26.8,8,2023,11,6,1978,2024-11-13
567,56301,石川県,加賀中津原（カガナカツハラ）,,2024,11,13,6,0,13.9,4,1.0,6.0,4.0,,,,,,,0.0,37.3,5,2024,8,23,37.6,8,2023,8,10,27.6,8,2023,11,3,1978,2024-11-13
568,57001,福井県,三国（ミクニ）,,2024,11,13,6,0,14.5,4,5.0,5.0,4.0,,,,,,,0.0,37.0,5,2024,8,27,39.7,8,2023,8,9,26.6,8,2023,11,3,1978,2024-11-13
569,57026,福井県,春江（ハルエ）,,2024,11,13,6,0,13.8,4,2.0,32.0,4.0,,,,,,,0.0,38.8,5,2024,8,23,39.0,8,2018,7,29,27.6,8,2023,11,3,2003,2024-11-13
570,57051,福井県,越廼（コシノ）,,2024,11,13,6,0,15.8,4,0.0,1.0,4.0,,,,,,,0.0,37.3,5,2024,8,22,38.2,8,2018,7,29,26.4,8,2023,11,6,1978,2024-11-13
571,57066,福井県,福井（フクイ）,47616.0,2024,11,13,6,0,13.7,4,1.0,46.0,4.0,,,,,,,0.0,38.1,5,2024,8,23,38.6,8,1942,7,19,28.0,8,2023,11,3,1897,2024-11-13
572,57082,福井県,勝山（カツヤマ）,,2024,11,13,6,0,12.5,4,2.0,23.0,4.0,,,,,,,0.0,36.8,5,2024,8,22,37.4,8,2022,8,1,26.3,8,2023,11,5,1993,2024-11-13
573,57121,福井県,大野（オオノ）,,2024,11,13,6,0,12.3,4,2.0,51.0,4.0,,,,,,,0.0,36.0,5,2024,8,22,36.9,8,2012,7,31,26.5,8,2023,11,3,1976,2024-11-13
574,57206,福井県,今庄（イマジョウ）,,2024,11,13,6,0,12.5,4,3.0,1.0,4.0,,,,,,,0.0,36.5,5,2024,8,22,36.9,8,2018,8,14,26.3,8,2023,11,3,1978,2024-11-13
575,57248,福井県,敦賀（ツルガ）,47631.0,2024,11,13,6,0,16.9,4,2.0,29.0,4.0,,,,,,,0.0,37.5,5,2024,8,22,37.6,8,1918,8,13,26.1,8,1977,11,1,1897,2024-11-13
576,57286,福井県,美浜（ミハマ）,,2024,11,13,6,0,17.3,4,2.0,1.0,4.0,,,,,,,0.0,37.9,5,2024,8,22,38.2,8,2022,8,1,26.1,8,2023,11,3,1978,2024-11-13
577,57317,福井県,小浜（オバマ）,,2024,11,13,6,0,16.7,4,2.0,53.0,4.0,,,,,,,0.0,38.9,5,2024,7,5,39.1,8,2022,8,1,26.6,8,2023,11,3,1978,2024-11-13
578,60051,滋賀県,今津（イマヅ）,,2024,11,13,6,0,16.1,4,3.0,1.0,4.0,,,,,,,0.0,35.6,5,2024,8,14,36.9,8,1994,8,7,23.3,8,2023,11,5,1978,2024-11-13
579,60061,滋賀県,長浜（ナガハマ）,,2024,11,13,6,0,13.0,4,3.0,28.0,4.0,,,,,,,0.0,36.3,5,2024,7,7,37.4,8,2014,7,26,24.2,8,2023,11,5,1978,2024-11-13
580,60102,滋賀県,米原（マイバラ）,,2024,11,13,6,0,14.8,4,1.0,44.0,4.0,,,,,,,0.0,36.4,5,2024,8,14,36.4,8,2024,8,14,24.1,8,2023,11,3,2001,2024-11-13
581,60116,滋賀県,南小松（ミナミコマツ）,,2024,11,13,6,0,17.4,4,3.0,25.0,4.0,,,,,,,0.0,36.8,5,2024,8,15,37.2,8,2022,7,1,24.7,8,2023,11,5,1978,2024-11-13
582,60131,滋賀県,彦根（ヒコネ）,47761.0,2024,11,13,6,0,16.5,4,3.0,35.0,4.0,,,,,,,0.0,37.3,5,2024,7,7,37.7,8,2014,7,26,26.1,8,2020,11,19,1893,2024-11-13
583,60196,滋賀県,東近江（ヒガシオウミ）,,2024,11,13,6,0,13.0,4,0.0,1.0,4.0,,,,,,,0.0,38.1,5,2024,8,3,39.2,8,2020,8,20,25.8,8,2023,11,3,1978,2024-11-13
584,60216,滋賀県,大津（オオツ）,,2024,11,13,6,0,13.4,4,0.0,11.0,4.0,,,,,,,0.0,38.1,5,2024,8,15,38.5,8,2023,8,1,26.6,8,2020,11,19,1977,2024-11-13
