観測所番号,都道府県,地点,国際地点番号,観測時刻(年),観測時刻(月),観測時刻(日),観測時刻(時),観測時刻(分),15日の最高気温(℃),15日の最高気温の品質情報,15日の最高気温起時（時）,15日の最高気温起時（分）,15日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（14日まで）,今年の最高気温（14日まで）の品質情報,今年の最高気温（14日まで）を観測した起日（年）,今年の最高気温（14日まで）を観測した起日（月）,今年の最高気温（14日まで）を観測した起日（日）,14日までの観測史上1位の値（℃）,14日までの観測史上1位の値の品質情報,14日までの観測史上1位の値を観測した起日（年）,14日までの観測史上1位の値を観測した起日（月）,14日までの観測史上1位の値を観測した起日（日）,14日までの9月の1位の値,14日までの9月の1位の値の品質情報,14日までの9月の1位の値の起日（年）,14日までの9月の1位の値の起日（月）,14日までの9月の1位の値の起日（日）,統計開始年,date
12231,北海道上川地方,下川（シモカワ）,,2025,9,15,,,26.1,8.0,13.0,24.0,8.0,5.1,3.9,88.0,0.0,,,0.0,34.6,4.0,2025.0,7.0,14.0,37.3,8.0,2021.0,7.0,28.0,31.5,8.0,2019.0,9.0,8.0,1977.0,2025-09-15
12261,北海道上川地方,士別（シベツ）,,2025,9,15,,,26.0,8.0,14.0,33.0,8.0,4.8,3.6,8.0,2.0,,,0.0,34.3,4.0,2025.0,7.0,14.0,37.0,8.0,2021.0,8.0,7.0,31.8,8.0,2020.0,9.0,4.0,1977.0,2025-09-15
12266,北海道上川地方,朝日（アサヒ）,,2025,9,15,,,26.3,8.0,14.0,54.0,8.0,5.1,4.3,8.0,1.0,,,0.0,36.4,4.0,2025.0,7.0,14.0,37.2,8.0,2021.0,8.0,7.0,32.0,8.0,2020.0,9.0,4.0,1977.0,2025-09-15
12301,北海道上川地方,和寒（ワッサム）,,2025,9,15,,,26.7,8.0,13.0,39.0,8.0,5.2,4.5,8.0,1.0,,,0.0,34.5,4.0,2025.0,7.0,14.0,36.8,8.0,2021.0,8.0,7.0,32.4,8.0,2012.0,9.0,18.0,1977.0,2025-09-15
12386,北海道上川地方,江丹別（エタンベツ）,,2025,9,15,,,25.7,8.0,13.0,3.0,8.0,4.3,2.9,8.0,2.0,,,0.0,33.9,4.0,2025.0,7.0,14.0,38.4,8.0,2021.0,7.0,31.0,32.0,8.0,2012.0,9.0,18.0,1977.0,2025-09-15
12396,北海道上川地方,比布（ピップ）,,2025,9,15,,,26.6,8.0,13.0,41.0,8.0,4.7,4.3,8.0,2.0,,,0.0,34.9,4.0,2025.0,7.0,14.0,36.9,8.0,2021.0,8.0,7.0,32.6,8.0,2012.0,9.0,18.0,1977.0,2025-09-15
12411,北海道上川地方,上川（カミカワ）,,2025,9,15,,,25.3,8.0,14.0,13.0,8.0,4.9,4.9,8.0,1.0,,,0.0,32.9,4.0,2025.0,7.0,14.0,35.1,8.0,2021.0,8.0,7.0,31.2,8.0,2019.0,9.0,8.0,1977.0,2025-09-15
12442,北海道上川地方,旭川（アサヒカワ）,47407.0,2025,9,15,,,27.0,8.0,14.0,22.0,8.0,5.1,4.3,8.0,2.0,,,0.0,35.1,4.0,2025.0,7.0,14.0,37.9,8.0,2021.0,8.0,7.0,33.3,8.0,2019.0,9.0,8.0,1888.0,2025-09-15
12451,北海道上川地方,東川（ヒガシカワ）,,2025,9,15,,,26.5,8.0,13.0,33.0,8.0,5.0,4.8,8.0,2.0,,,0.0,34.9,4.0,2025.0,7.0,14.0,37.0,8.0,2021.0,8.0,6.0,33.2,8.0,2019.0,9.0,8.0,1977.0,2025-09-15
12501,北海道上川地方,東神楽（ヒガシカグラ）,,2025,9,15,,,26.0,8.0,12.0,51.0,8.0,4.3,4.8,8.0,2.0,,,0.0,34.3,4.0,2025.0,7.0,14.0,36.1,8.0,2021.0,8.0,7.0,32.0,8.0,2019.0,9.0,8.0,2003.0,2025-09-15
12512,北海道上川地方,志比内（シビナイ）,,2025,9,15,,,26.2,8.0,13.0,30.0,8.0,5.3,3.8,8.0,1.0,,,0.0,33.6,4.0,2025.0,7.0,24.0,35.3,8.0,2021.0,8.0,7.0,32.1,8.0,2019.0,9.0,8.0,1993.0,2025-09-15
12551,北海道上川地方,美瑛（ビエイ）,,2025,9,15,,,26.5,8.0,13.0,35.0,8.0,5.1,4.5,8.0,1.0,,,0.0,34.4,4.0,2025.0,7.0,24.0,37.1,8.0,2021.0,8.0,7.0,32.7,8.0,2019.0,9.0,8.0,1977.0,2025-09-15
12596,北海道上川地方,上富良野（カミフラノ）,,2025,9,15,,,27.1,8.0,13.0,26.0,8.0,5.2,4.7,8.0,1.0,,,0.0,35.3,4.0,2025.0,7.0,25.0,37.5,8.0,2021.0,8.0,7.0,33.8,8.0,2019.0,9.0,8.0,1977.0,2025-09-15
12626,北海道上川地方,富良野（フラノ）,,2025,9,15,,,26.2,8.0,12.0,51.0,8.0,4.2,4.5,8.0,2.0,,,0.0,36.0,4.0,2025.0,7.0,24.0,38.5,8.0,2021.0,8.0,7.0,33.0,8.0,2020.0,9.0,8.0,1976.0,2025-09-15
12632,北海道上川地方,麓郷（ロクゴウ）,,2025,9,15,,,24.6,8.0,13.0,42.0,8.0,3.5,3.0,8.0,3.0,,,0.0,34.7,4.0,2025.0,7.0,25.0,37.4,8.0,2021.0,8.0,7.0,33.1,8.0,2020.0,9.0,8.0,1978.0,2025-09-15
12691,北海道上川地方,幾寅（イクトラ）,,2025,9,15,,,24.4,8.0,13.0,55.0,8.0,4.1,1.1,8.0,2.0,,,0.0,35.0,4.0,2025.0,7.0,24.0,35.0,8.0,2025.0,7.0,24.0,32.1,8.0,2019.0,9.0,8.0,1977.0,2025-09-15
12746,北海道上川地方,占冠（シムカップ）,,2025,9,15,,,24.3,8.0,12.0,39.0,8.0,3.6,1.5,8.0,3.0,,,0.0,33.6,4.0,2025.0,7.0,24.0,34.6,8.0,2021.0,7.0,19.0,30.9,8.0,2019.0,9.0,8.0,1977.0,2025-09-15
15041,北海道上川地方,朱鞠内（シュマリナイ）,,2025,9,15,,,25.1,8.0,14.0,15.0,8.0,5.1,3.6,8.0,1.0,,,0.0,33.2,4.0,2025.0,7.0,14.0,34.9,8.0,2021.0,7.0,28.0,30.4,8.0,2012.0,9.0,18.0,1978.0,2025-09-15
15076,北海道上川地方,幌加内（ホロカナイ）,,2025,9,15,,,25.3,8.0,13.0,21.0,8.0,4.3,2.7,8.0,2.0,,,0.0,33.7,4.0,2025.0,7.0,25.0,37.3,8.0,2021.0,7.0,28.0,31.5,8.0,2016.0,9.0,1.0,1977.0,2025-09-15
13061,北海道留萌地方,天塩（テシオ）,,2025,9,15,,,25.1,8.0,12.0,39.0,8.0,4.3,2.2,88.0,0.0,,,0.0,30.6,4.0,2025.0,7.0,30.0,33.8,4.0,2021.0,7.0,27.0,32.3,8.0,2020.0,9.0,3.0,1977.0,2025-09-15
13086,北海道留萌地方,遠別（エンベツ）,,2025,9,15,,,25.4,8.0,12.0,53.0,8.0,3.9,2.3,88.0,0.0,,,0.0,30.6,4.0,2025.0,8.0,3.0,34.2,8.0,1979.0,8.0,18.0,32.0,8.0,2020.0,9.0,3.0,1977.0,2025-09-15
13121,北海道留萌地方,初山別（ショサンベツ）,,2025,9,15,,,25.6,8.0,13.0,28.0,8.0,4.4,2.5,88.0,0.0,,,0.0,30.9,4.0,2025.0,7.0,29.0,33.8,8.0,2021.0,8.0,1.0,32.0,8.0,2020.0,9.0,3.0,1977.0,2025-09-15
13146,北海道留萌地方,焼尻（ヤギシリ）,,2025,9,15,,,24.4,8.0,13.0,2.0,8.0,3.4,2.0,88.0,0.0,,,0.0,30.0,4.0,2025.0,8.0,3.0,32.4,8.0,2023.0,8.0,24.0,28.9,8.0,2012.0,9.0,4.0,1977.0,2025-09-15
13181,北海道留萌地方,羽幌（ハボロ）,47404.0,2025,9,15,,,26.7,8.0,13.0,22.0,8.0,5.0,4.0,88.0,0.0,,,0.0,31.8,4.0,2025.0,7.0,17.0,34.4,8.0,2021.0,8.0,1.0,33.9,8.0,2012.0,9.0,18.0,1921.0,2025-09-15
13261,北海道留萌地方,達布（タップ）,,2025,9,15,,,27.8,8.0,14.0,5.0,8.0,5.8,4.4,88.0,0.0,,,0.0,34.1,4.0,2025.0,7.0,14.0,38.7,8.0,2021.0,8.0,7.0,32.1,8.0,2012.0,9.0,18.0,1977.0,2025-09-15
13277,北海道留萌地方,留萌（ルモイ）,47406.0,2025,9,15,,,27.2,8.0,13.0,29.0,8.0,5.8,5.6,88.0,0.0,,,0.0,32.6,4.0,2025.0,7.0,17.0,35.6,8.0,2021.0,8.0,1.0,33.1,8.0,2012.0,9.0,18.0,1943.0,2025-09-15
13311,北海道留萌地方,増毛（マシケ）,,2025,9,15,,,27.2,8.0,13.0,18.0,8.0,5.5,5.6,88.0,0.0,,,0.0,32.8,4.0,2025.0,7.0,23.0,34.2,8.0,2021.0,8.0,1.0,33.5,8.0,2012.0,9.0,18.0,1978.0,2025-09-15
13321,北海道留萌地方,幌糠（ホロヌカ）,,2025,9,15,,,26.4,8.0,12.0,56.0,8.0,4.5,4.0,8.0,1.0,,,0.0,33.8,4.0,2025.0,7.0,23.0,35.9,8.0,2021.0,8.0,7.0,31.9,8.0,2012.0,9.0,18.0,1977.0,2025-09-15
14026,北海道石狩地方,浜益（ハママス）,,2025,9,15,,,27.8,8.0,14.0,21.0,8.0,5.6,2.1,88.0,0.0,,,0.0,33.2,4.0,2025.0,7.0,17.0,34.6,8.0,1989.0,8.0,7.0,31.7,8.0,2012.0,9.0,3.0,1977.0,2025-09-15
14071,北海道石狩地方,厚田（アツタ）,,2025,9,15,,,27.4,8.0,14.0,19.0,8.0,5.0,3.7,88.0,0.0,,,0.0,32.5,4.0,2025.0,7.0,30.0,36.1,8.0,2021.0,7.0,28.0,32.6,8.0,2012.0,9.0,4.0,1977.0,2025-09-15
14101,北海道石狩地方,新篠津（シンシノツ）,,2025,9,15,,,25.2,8.0,14.0,1.0,8.0,2.9,1.8,8.0,3.0,,,0.0,35.4,4.0,2025.0,7.0,25.0,35.5,8.0,2023.0,8.0,25.0,32.4,8.0,2020.0,9.0,8.0,1978.0,2025-09-15
14116,北海道石狩地方,山口（ヤマグチ）,,2025,9,15,,,29.6,8.0,12.0,42.0,8.0,6.6,5.6,88.0,0.0,,,0.0,35.7,4.0,2025.0,7.0,23.0,37.1,8.0,2021.0,7.0,28.0,33.8,8.0,2012.0,9.0,3.0,1977.0,2025-09-15
14121,北海道石狩地方,石狩（イシカリ）,,2025,9,15,,,26.9,8.0,13.0,48.0,8.0,4.8,3.8,88.0,0.0,,,0.0,33.9,4.0,2025.0,7.0,25.0,35.4,8.0,2021.0,7.0,28.0,31.2,8.0,2012.0,9.0,3.0,1990.0,2025-09-15
14136,北海道石狩地方,江別（エベツ）,,2025,9,15,,,25.4,8.0,13.0,30.0,8.0,2.7,1.6,8.0,2.0,,,0.0,35.4,4.0,2025.0,7.0,25.0,35.6,8.0,2021.0,7.0,31.0,31.9,8.0,2020.0,9.0,8.0,2000.0,2025-09-15
14163,北海道石狩地方,札幌（サッポロ）,47412.0,2025,9,15,,,28.5,8.0,12.0,58.0,8.0,5.5,4.3,88.0,0.0,,,0.0,35.7,4.0,2025.0,7.0,25.0,36.3,8.0,2023.0,8.0,23.0,32.7,8.0,2020.0,9.0,8.0,1876.0,2025-09-15
14206,北海道石狩地方,恵庭島松（エニワシママツ）,,2025,9,15,,,25.8,8.0,12.0,41.0,8.0,3.8,2.7,88.0,0.0,,,0.0,34.5,4.0,2025.0,7.0,24.0,34.5,8.0,2025.0,7.0,24.0,31.8,8.0,2010.0,9.0,1.0,1977.0,2025-09-15
14286,北海道石狩地方,支笏湖畔（シコツコハン）,,2025,9,15,,,23.0,8.0,12.0,45.0,8.0,2.8,0.3,8.0,2.0,,,0.0,32.0,4.0,2025.0,7.0,24.0,32.0,8.0,2025.0,7.0,24.0,29.1,8.0,2010.0,9.0,1.0,1977.0,2025-09-15
14296,北海道石狩地方,千歳（チトセ）,,2025,9,15,,,25.1,8.0,13.0,12.0,8.0,2.3,0.8,8.0,2.0,,,0.0,32.8,4.0,2025.0,7.0,24.0,34.2,8.0,2011.0,8.0,11.0,30.5,8.0,2010.0,9.0,6.0,2003.0,2025-09-15
15116,北海道空知地方,石狩沼田（イシカリヌマタ）,,2025,9,15,,,26.2,8.0,12.0,49.0,8.0,4.2,2.6,8.0,2.0,,,0.0,34.5,4.0,2025.0,7.0,23.0,36.9,8.0,2021.0,8.0,7.0,31.5,8.0,2020.0,9.0,8.0,1976.0,2025-09-15
15156,北海道空知地方,秩父別（チップベツ）,,2025,9,15,,,26.1,8.0,12.0,57.0,8.0,,3.2,,,,,0.0,33.7,4.0,2025.0,7.0,23.0,35.1,8.0,2023.0,8.0,24.0,31.1,8.0,2023.0,9.0,5.0,2022.0,2025-09-15
15161,北海道空知地方,深川（フカガワ）,,2025,9,15,,,25.7,8.0,13.0,53.0,8.0,3.8,3.0,8.0,2.0,,,0.0,32.6,4.0,2025.0,7.0,25.0,36.1,8.0,2021.0,8.0,6.0,33.1,8.0,2020.0,9.0,8.0,1977.0,2025-09-15
15231,北海道空知地方,空知吉野（ソラチヨシノ）,,2025,9,15,,,26.3,8.0,13.0,20.0,8.0,4.5,1.6,8.0,2.0,,,0.0,34.8,4.0,2025.0,7.0,24.0,36.8,8.0,2021.0,8.0,7.0,32.5,8.0,2020.0,9.0,8.0,1978.0,2025-09-15
15241,北海道空知地方,滝川（タキカワ）,,2025,9,15,,,26.2,8.0,13.0,14.0,8.0,4.1,3.0,8.0,2.0,,,0.0,34.9,4.0,2025.0,7.0,25.0,36.0,8.0,2021.0,7.0,28.0,32.1,8.0,2020.0,9.0,8.0,1976.0,2025-09-15
15251,北海道空知地方,芦別（アシベツ）,,2025,9,15,,,26.8,8.0,14.0,30.0,8.0,4.2,3.6,8.0,2.0,,,0.0,34.3,4.0,2025.0,7.0,17.0,37.2,8.0,2021.0,7.0,31.0,33.1,8.0,2012.0,9.0,3.0,1978.0,2025-09-15
15311,北海道空知地方,月形（ツキガタ）,,2025,9,15,,,26.5,8.0,14.0,2.0,8.0,4.3,1.8,88.0,0.0,,,0.0,34.3,4.0,2025.0,7.0,25.0,36.3,8.0,2021.0,7.0,31.0,32.1,8.0,2020.0,9.0,8.0,1977.0,2025-09-15
15321,北海道空知地方,美唄（ビバイ）,,2025,9,15,,,26.2,8.0,13.0,14.0,8.0,3.5,2.2,8.0,2.0,,,0.0,34.7,4.0,2025.0,7.0,24.0,35.6,8.0,2021.0,8.0,6.0,32.4,8.0,2020.0,9.0,8.0,1977.0,2025-09-15
15356,北海道空知地方,岩見沢（イワミザワ）,47413.0,2025,9,15,,,26.2,8.0,12.0,56.0,8.0,3.7,2.2,8.0,2.0,,,0.0,36.1,4.0,2025.0,7.0,25.0,36.1,8.0,2025.0,7.0,25.0,32.7,8.0,2020.0,9.0,8.0,1946.0,2025-09-15
15431,北海道空知地方,長沼（ナガヌマ）,,2025,9,15,,,25.5,8.0,14.0,34.0,8.0,3.1,1.5,8.0,2.0,,,0.0,35.7,4.0,2025.0,7.0,24.0,36.3,8.0,2024.0,8.0,12.0,31.1,8.0,2020.0,9.0,8.0,1977.0,2025-09-15
15442,北海道空知地方,夕張（ユウバリ）,,2025,9,15,,,24.8,8.0,12.0,39.0,8.0,4.0,2.3,8.0,2.0,,,0.0,33.3,4.0,2025.0,7.0,25.0,35.0,8.0,2021.0,7.0,28.0,31.5,8.0,2020.0,9.0,8.0,1976.0,2025-09-15
16026,北海道後志地方,美国（ビクニ）,,2025,9,15,,,26.9,8.0,12.0,38.0,8.0,4.8,3.3,88.0,0.0,,,0.0,32.3,4.0,2025.0,7.0,25.0,35.2,8.0,2023.0,8.0,31.0,33.4,8.0,2012.0,9.0,18.0,1977.0,2025-09-15
16061,北海道後志地方,神恵内（カモエナイ）,,2025,9,15,,,26.3,8.0,12.0,47.0,8.0,3.7,0.7,88.0,0.0,,,0.0,32.8,4.0,2025.0,7.0,17.0,33.5,8.0,2021.0,7.0,28.0,32.2,8.0,2012.0,9.0,18.0,1977.0,2025-09-15
16076,北海道後志地方,余市（ヨイチ）,,2025,9,15,,,26.8,8.0,13.0,32.0,8.0,4.3,3.9,88.0,0.0,,,0.0,33.3,4.0,2025.0,7.0,25.0,34.9,8.0,1984.0,8.0,16.0,32.6,8.0,2019.0,9.0,8.0,1977.0,2025-09-15
16091,北海道後志地方,小樽（オタル）,47411.0,2025,9,15,,,28.4,8.0,12.0,14.0,8.0,6.0,5.1,88.0,0.0,,,0.0,33.9,4.0,2025.0,7.0,23.0,36.2,8.0,2021.0,7.0,28.0,33.6,8.0,2012.0,9.0,18.0,1943.0,2025-09-15
16156,北海道後志地方,共和（キョウワ）,,2025,9,15,,,27.9,8.0,12.0,34.0,8.0,5.4,2.6,88.0,0.0,,,0.0,33.7,4.0,2025.0,7.0,14.0,35.0,8.0,2023.0,8.0,10.0,33.4,8.0,2012.0,9.0,18.0,1977.0,2025-09-15
16206,北海道後志地方,蘭越（ランコシ）,,2025,9,15,,,27.3,8.0,13.0,43.0,8.0,4.8,2.9,88.0,0.0,,,0.0,33.1,4.0,2025.0,7.0,25.0,35.4,8.0,2023.0,8.0,23.0,32.1,8.0,2020.0,9.0,8.0,1977.0,2025-09-15
16217,北海道後志地方,倶知安（クッチャン）,47433.0,2025,9,15,,,25.1,8.0,10.0,47.0,8.0,3.3,1.1,8.0,3.0,,,0.0,32.5,4.0,2025.0,7.0,17.0,34.6,8.0,2023.0,8.0,23.0,32.0,8.0,2020.0,9.0,8.0,1944.0,2025-09-15
16252,北海道後志地方,寿都（スッツ）,47421.0,2025,9,15,,,25.7,8.0,13.0,0.0,8.0,4.0,2.1,88.0,0.0,,,0.0,32.2,4.0,2025.0,7.0,22.0,34.0,8.0,1904.0,8.0,20.0,31.1,8.0,1933.0,9.0,1.0,1884.0,2025-09-15
16281,北海道後志地方,真狩（マッカリ）,,2025,9,15,,,23.3,8.0,14.0,4.0,8.0,3.4,1.5,8.0,2.0,,,0.0,31.0,4.0,2025.0,7.0,25.0,32.3,8.0,2021.0,7.0,27.0,29.7,8.0,2012.0,9.0,18.0,1978.0,2025-09-15
16286,北海道後志地方,喜茂別（キモベツ）,,2025,9,15,,,25.5,8.0,14.0,14.0,8.0,4.4,2.4,8.0,1.0,,,0.0,32.3,4.0,2025.0,8.0,3.0,34.5,8.0,2023.0,8.0,25.0,31.0,8.0,2012.0,9.0,18.0,1977.0,2025-09-15
16321,北海道後志地方,黒松内（クロマツナイ）,,2025,9,15,,,25.8,8.0,13.0,2.0,8.0,3.6,0.5,88.0,0.0,,,0.0,33.3,4.0,2025.0,7.0,25.0,34.5,8.0,2021.0,7.0,18.0,31.1,8.0,2010.0,9.0,1.0,1977.0,2025-09-15
17036,北海道網走・北見・紋別地方,雄武（オウム）,47405.0,2025,9,15,,,27.1,8.0,13.0,36.0,8.0,6.4,6.2,88.0,0.0,,,0.0,34.1,4.0,2025.0,7.0,24.0,35.3,8.0,2023.0,8.0,17.0,32.3,8.0,2002.0,9.0,2.0,1942.0,2025-09-15
17076,北海道網走・北見・紋別地方,興部（オコッペ）,,2025,9,15,,,27.6,8.0,14.0,3.0,8.0,6.7,7.5,88.0,0.0,,,0.0,34.3,4.0,2025.0,7.0,7.0,34.3,8.0,2025.0,7.0,7.0,32.5,8.0,2002.0,9.0,2.0,1977.0,2025-09-15
17091,北海道網走・北見・紋別地方,西興部（ニシオコッペ）,,2025,9,15,,,26.8,8.0,13.0,40.0,8.0,5.8,6.5,88.0,0.0,,,0.0,34.1,4.0,2025.0,7.0,14.0,36.4,8.0,1978.0,8.0,3.0,32.1,8.0,2020.0,9.0,4.0,1977.0,2025-09-15
17112,北海道網走・北見・紋別地方,紋別（モンベツ）,47435.0,2025,9,15,,,28.9,8.0,14.0,7.0,8.0,8.0,9.1,88.0,0.0,,,0.0,36.5,4.0,2025.0,7.0,24.0,37.0,8.0,2019.0,5.0,26.0,34.2,8.0,2002.0,9.0,2.0,1956.0,2025-09-15
17116,北海道網走・北見・紋別地方,紋別小向（モンベツコムカイ）,,2025,9,15,,,28.7,8.0,13.0,16.0,8.0,7.5,9.3,88.0,0.0,,,0.0,34.9,4.0,2025.0,7.0,24.0,37.2,8.0,2019.0,5.0,26.0,33.1,8.0,2010.0,9.0,1.0,2003.0,2025-09-15
17166,北海道網走・北見・紋別地方,湧別（ユウベツ）,,2025,9,15,,,29.0,8.0,15.0,9.0,8.0,7.6,9.0,88.0,0.0,,,0.0,36.2,4.0,2025.0,7.0,23.0,38.5,8.0,2019.0,5.0,26.0,32.6,8.0,2002.0,9.0,2.0,1977.0,2025-09-15
17196,北海道網走・北見・紋別地方,滝上（タキノウエ）,,2025,9,15,,,27.0,8.0,13.0,47.0,8.0,5.7,6.4,88.0,0.0,,,0.0,36.5,4.0,2025.0,7.0,25.0,37.7,8.0,1978.0,8.0,3.0,32.1,8.0,2012.0,9.0,3.0,1977.0,2025-09-15
17246,北海道網走・北見・紋別地方,常呂（トコロ）,,2025,9,15,,,28.4,8.0,14.0,41.0,8.0,7.1,8.6,88.0,0.0,,,0.0,36.2,4.0,2025.0,7.0,22.0,36.9,8.0,1994.0,8.0,7.0,32.6,8.0,2020.0,9.0,4.0,1977.0,2025-09-15
