観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),28日の最高気温(℃),28日の最高気温の品質情報,28日の最高気温起時（時）,28日の最高気温起時（分）,28日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（27日まで）,今年の最高気温（27日まで）の品質情報,今年の最高気温（27日まで）を観測した起日（年）,今年の最高気温（27日まで）を観測した起日（月）,今年の最高気温（27日まで）を観測した起日（日）,27日までの観測史上1位の値（℃）,27日までの観測史上1位の値の品質情報,27日までの観測史上1位の値を観測した起日（年）,27日までの観測史上1位の値を観測した起日（月）,27日までの観測史上1位の値を観測した起日（日）,27日までの11月の1位の値,27日までの11月の1位の値の品質情報,27日までの11月の1位の値の起日（年）,27日までの11月の1位の値の起日（月）,27日までの11月の1位の値の起日（日）,統計開始年,date
11001,北海道宗谷地方,宗谷岬（ソウヤミサキ）,,2023,11,28,24,0,4.1,8,19,24,8,1.1,2.7,11.0,3.0,,,0,31.0,5,2023,8,31,31.9,8,2000,8,1,17.5,8,2004,11,11,1978,2023-11-28
11016,北海道宗谷地方,稚内（ワッカナイ）,47401.0,2023,11,28,24,0,4.6,8,18,4,8,1.5,2.8,11.0,3.0,,,0,31.3,5,2023,8,24,32.7,8,2021,7,29,17.4,8,2003,11,3,1938,2023-11-28
11046,北海道宗谷地方,礼文（レブン）,,2023,11,28,24,0,4.7,8,13,58,8,2.1,3.5,11.0,2.0,,,0,29.8,5,2023,8,24,30.5,8,2022,7,31,16.1,8,2021,11,9,2003,2023-11-28
11061,北海道宗谷地方,声問（コエトイ）,,2023,11,28,24,0,3.3,8,19,18,8,0.7,1.7,11.0,3.0,,,0,31.8,5,2023,8,24,33.3,8,2021,7,29,17.2,8,2006,11,9,2003,2023-11-28
11076,北海道宗谷地方,浜鬼志別（ハマオニシベツ）,,2023,11,28,24,0,4.5,8,11,27,8,2.5,3.5,11.0,2.0,,,0,31.8,5,2023,8,31,32.7,8,2000,7,31,18.3,8,2004,11,11,1978,2023-11-28
11091,北海道宗谷地方,本泊（モトドマリ）,,2023,11,28,24,0,4.7,8,15,38,8,1.9,3.7,11.0,2.0,,,0,31.1,5,2023,8,17,31.8,8,2021,8,7,18.4,8,2021,11,9,2003,2023-11-28
11121,北海道宗谷地方,沼川（ヌマカワ）,,2023,11,28,24,0,2.5,8,12,59,8,0.4,1.6,11.0,3.0,,,0,31.3,5,2023,8,31,32.4,8,2021,7,29,17.2,8,2004,11,11,1977,2023-11-28
11151,北海道宗谷地方,沓形（クツガタ）,,2023,11,28,24,0,6.2,8,15,19,8,2.6,4.3,11.0,2.0,,,0,31.0,5,2023,8,17,32.5,8,1989,8,7,16.7,8,1990,11,1,1977,2023-11-28
11176,北海道宗谷地方,豊富（トヨトミ）,,2023,11,28,24,0,3.0,8,17,27,8,0.4,1.6,11.0,3.0,,,0,32.1,5,2023,8,24,33.1,8,2000,8,1,17.3,8,2003,11,3,1977,2023-11-28
11206,北海道宗谷地方,浜頓別（ハマトンベツ）,,2023,11,28,24,0,3.1,8,18,37,8,1.0,2.2,11.0,3.0,,,0,33.4,5,2023,8,17,33.6,4,1989,7,27,19.0,8,2003,11,3,1977,2023-11-28
11276,北海道宗谷地方,中頓別（ナカトンベツ）,,2023,11,28,24,0,3.2,8,18,43,8,1.3,1.2,11.0,3.0,,,0,34.2,5,2023,8,23,35.8,8,2021,8,7,19.7,8,2003,11,3,1977,2023-11-28
11291,北海道宗谷地方,北見枝幸（キタミエサシ）,47402.0,2023,11,28,24,0,4.3,8,14,5,8,1.8,2.7,11.0,3.0,,,0,34.1,5,2023,8,31,35.0,8,2000,7,31,21.1,8,2003,11,3,1942,2023-11-28
11316,北海道宗谷地方,歌登（ウタノボリ）,,2023,11,28,24,0,3.0,8,18,55,8,0.9,1.6,11.0,3.0,,,0,35.1,5,2023,8,23,35.4,8,1989,7,26,20.2,8,2003,11,3,1977,2023-11-28
12011,北海道上川地方,中川（ナカガワ）,,2023,11,28,24,0,3.7,8,18,52,8,1.3,1.0,11.0,3.0,,,0,33.9,5,2023,8,17,36.2,8,2021,7,28,18.7,8,2003,11,3,1977,2023-11-28
12041,北海道上川地方,音威子府（オトイネップ）,,2023,11,28,24,0,3.7,8,18,18,8,2.1,3.3,11.0,2.0,,,0,34.6,5,2023,8,23,36.6,8,2021,7,28,19.2,8,2003,11,3,1977,2023-11-28
12141,北海道上川地方,美深（ビフカ）,,2023,11,28,24,0,2.1,8,19,47,8,0.6,2.0,11.0,3.0,,,0,35.0,5,2023,8,23,36.6,8,2021,7,28,21.1,8,2003,11,3,1977,2023-11-28
12181,北海道上川地方,名寄（ナヨロ）,,2023,11,28,24,0,2.1,8,19,34,8,0.6,1.6,11.0,3.0,,,0,35.6,5,2023,8,24,36.4,8,2021,7,28,20.2,8,2003,11,3,1976,2023-11-28
12231,北海道上川地方,下川（シモカワ）,,2023,11,28,24,0,2.5,8,11,27,8,0.9,1.3,11.0,3.0,,,0,35.0,5,2023,8,24,37.3,8,2021,7,28,19.8,8,2003,11,3,1977,2023-11-28
12261,北海道上川地方,士別（シベツ）,,2023,11,28,24,0,2.9,8,16,21,8,1.3,1.8,11.0,3.0,,,0,34.5,5,2023,8,24,37.0,8,2021,8,7,19.9,8,2003,11,3,1977,2023-11-28
12266,北海道上川地方,朝日（アサヒ）,,2023,11,28,24,0,7.9,8,11,58,8,6.3,6.2,11.0,1.0,,,0,35.6,5,2023,8,24,37.2,8,2021,8,7,20.3,8,2003,11,3,1977,2023-11-28
12301,北海道上川地方,和寒（ワッサム）,,2023,11,28,24,0,7.1,8,11,54,8,5.2,4.8,11.0,2.0,,,0,35.4,5,2023,8,24,36.8,8,2021,8,7,20.1,8,2003,11,3,1977,2023-11-28
