,date,max,year,month,day,month_day,month_day_flourish
0,2023-06-01,26.2,2023,6,1,06-01,6/1
1,2023-06-02,23.8,2023,6,2,06-02,6/2
2,2023-06-03,24.0,2023,6,3,06-03,6/3
3,2023-06-04,27.5,2023,6,4,06-04,6/4
4,2023-06-05,29.8,2023,6,5,06-05,6/5
5,2023-06-06,25.1,2023,6,6,06-06,6/6
6,2023-06-07,29.6,2023,6,7,06-07,6/7
7,2023-06-08,28.7,2023,6,8,06-08,6/8
8,2023-06-09,22.2,2023,6,9,06-09,6/9
9,2023-06-10,26.0,2023,6,10,06-10,6/10
10,2023-06-11,22.8,2023,6,11,06-11,6/11
11,2023-06-12,22.5,2023,6,12,06-12,6/12
12,2023-06-13,29.4,2023,6,13,06-13,6/13
13,2023-06-14,25.8,2023,6,14,06-14,6/14
14,2023-06-15,24.1,2023,6,15,06-15,6/15
15,2023-06-16,30.7,2023,6,16,06-16,6/16
16,2023-06-17,30.9,2023,6,17,06-17,6/17
17,2023-06-18,31.1,2023,6,18,06-18,6/18
18,2023-06-19,27.7,2023,6,19,06-19,6/19
19,2023-06-20,27.0,2023,6,20,06-20,6/20
20,2023-06-21,27.2,2023,6,21,06-21,6/21
21,2023-06-22,22.6,2023,6,22,06-22,6/22
22,2023-06-23,24.9,2023,6,23,06-23,6/23
23,2023-06-24,29.5,2023,6,24,06-24,6/24
24,2023-06-25,30.9,2023,6,25,06-25,6/25
25,2023-06-26,30.4,2023,6,26,06-26,6/26
26,2023-06-27,29.6,2023,6,27,06-27,6/27
27,2023-06-28,32.3,2023,6,28,06-28,6/28
28,2023-06-29,33.8,2023,6,29,06-29,6/29
29,2023-06-30,30.5,2023,6,30,06-30,6/30
30,1964-06-01,24.9,1964,6,1,06-01,6/1
31,1964-06-02,25.0,1964,6,2,06-02,6/2
32,1964-06-03,21.6,1964,6,3,06-03,6/3
33,1964-06-04,27.9,1964,6,4,06-04,6/4
34,1964-06-05,24.7,1964,6,5,06-05,6/5
35,1964-06-06,19.7,1964,6,6,06-06,6/6
36,1964-06-07,27.6,1964,6,7,06-07,6/7
37,1964-06-08,28.5,1964,6,8,06-08,6/8
38,1964-06-09,21.3,1964,6,9,06-09,6/9
39,1964-06-10,26.2,1964,6,10,06-10,6/10
40,1964-06-11,24.4,1964,6,11,06-11,6/11
41,1964-06-12,22.5,1964,6,12,06-12,6/12
42,1964-06-13,19.0,1964,6,13,06-13,6/13
43,1964-06-14,21.8,1964,6,14,06-14,6/14
44,1964-06-15,23.5,1964,6,15,06-15,6/15
45,1964-06-16,27.6,1964,6,16,06-16,6/16
46,1964-06-17,26.3,1964,6,17,06-17,6/17
47,1964-06-18,26.2,1964,6,18,06-18,6/18
48,1964-06-19,27.8,1964,6,19,06-19,6/19
49,1964-06-20,22.2,1964,6,20,06-20,6/20
50,1964-06-21,27.6,1964,6,21,06-21,6/21
51,1964-06-22,26.7,1964,6,22,06-22,6/22
52,1964-06-23,28.7,1964,6,23,06-23,6/23
53,1964-06-24,26.7,1964,6,24,06-24,6/24
54,1964-06-25,25.5,1964,6,25,06-25,6/25
55,1964-06-26,30.2,1964,6,26,06-26,6/26
56,1964-06-27,25.2,1964,6,27,06-27,6/27
57,1964-06-28,30.5,1964,6,28,06-28,6/28
58,1964-06-29,23.7,1964,6,29,06-29,6/29
59,1964-06-30,26.6,1964,6,30,06-30,6/30
60,1964-07-01,22.5,1964,7,1,07-01,7/1
61,1964-07-02,29.8,1964,7,2,07-02,7/2
62,1964-07-03,33.2,1964,7,3,07-03,7/3
63,1964-07-04,28.0,1964,7,4,07-04,7/4
64,1964-07-05,27.6,1964,7,5,07-05,7/5
65,1964-07-06,30.6,1964,7,6,07-06,7/6
66,1964-07-07,26.4,1964,7,7,07-07,7/7
67,1964-07-08,27.9,1964,7,8,07-08,7/8
68,1964-07-09,23.5,1964,7,9,07-09,7/9
69,1964-07-10,24.0,1964,7,10,07-10,7/10
70,1964-07-11,29.9,1964,7,11,07-11,7/11
71,1964-07-12,30.0,1964,7,12,07-12,7/12
72,1964-07-13,34.0,1964,7,13,07-13,7/13
73,1964-07-14,33.3,1964,7,14,07-14,7/14
74,1964-07-15,32.3,1964,7,15,07-15,7/15
75,1964-07-16,23.3,1964,7,16,07-16,7/16
76,1964-07-17,24.7,1964,7,17,07-17,7/17
77,1964-07-18,29.1,1964,7,18,07-18,7/18
78,1964-07-19,26.9,1964,7,19,07-19,7/19
79,1964-07-20,28.7,1964,7,20,07-20,7/20
80,1964-07-21,28.3,1964,7,21,07-21,7/21
81,1964-07-22,31.0,1964,7,22,07-22,7/22
82,1964-07-23,33.7,1964,7,23,07-23,7/23
83,1964-07-24,32.6,1964,7,24,07-24,7/24
84,1964-07-25,32.9,1964,7,25,07-25,7/25
85,1964-07-26,32.9,1964,7,26,07-26,7/26
86,1964-07-27,32.3,1964,7,27,07-27,7/27
87,1964-07-28,33.5,1964,7,28,07-28,7/28
88,1964-07-29,31.3,1964,7,29,07-29,7/29
89,1964-07-30,31.9,1964,7,30,07-30,7/30
90,1964-07-31,32.8,1964,7,31,07-31,7/31
91,1964-08-01,33.8,1964,8,1,08-01,8/1
92,1964-08-02,32.7,1964,8,2,08-02,8/2
93,1964-08-03,33.7,1964,8,3,08-03,8/3
94,1964-08-04,32.6,1964,8,4,08-04,8/4
95,1964-08-05,31.4,1964,8,5,08-05,8/5
96,1964-08-06,32.1,1964,8,6,08-06,8/6
97,1964-08-07,33.2,1964,8,7,08-07,8/7
98,1964-08-08,34.2,1964,8,8,08-08,8/8
99,1964-08-09,34.3,1964,8,9,08-09,8/9
100,1964-08-10,34.9,1964,8,10,08-10,8/10
101,1964-08-11,32.5,1964,8,11,08-11,8/11
102,1964-08-12,34.4,1964,8,12,08-12,8/12
103,1964-08-13,35.2,1964,8,13,08-13,8/13
104,1964-08-14,34.2,1964,8,14,08-14,8/14
105,1964-08-15,34.5,1964,8,15,08-15,8/15
106,1964-08-16,34.7,1964,8,16,08-16,8/16
107,1964-08-17,33.6,1964,8,17,08-17,8/17
108,1964-08-18,34.9,1964,8,18,08-18,8/18
109,1964-08-19,32.8,1964,8,19,08-19,8/19
110,1964-08-20,28.9,1964,8,20,08-20,8/20
111,1964-08-21,32.2,1964,8,21,08-21,8/21
112,1964-08-22,31.7,1964,8,22,08-22,8/22
113,1964-08-23,27.5,1964,8,23,08-23,8/23
114,1964-08-24,30.7,1964,8,24,08-24,8/24
115,1964-08-25,33.4,1964,8,25,08-25,8/25
116,1964-08-26,33.6,1964,8,26,08-26,8/26
117,1964-08-27,24.9,1964,8,27,08-27,8/27
118,1964-08-28,26.4,1964,8,28,08-28,8/28
119,1964-08-29,26.0,1964,8,29,08-29,8/29
120,1964-08-30,30.8,1964,8,30,08-30,8/30
121,1964-08-31,32.1,1964,8,31,08-31,8/31
122,1964-09-01,30.3,1964,9,1,09-01,9/1
123,1964-09-02,27.0,1964,9,2,09-02,9/2
124,1964-09-03,30.1,1964,9,3,09-03,9/3
125,1964-09-04,26.0,1964,9,4,09-04,9/4
126,1964-09-05,30.8,1964,9,5,09-05,9/5
127,1964-09-06,30.3,1964,9,6,09-06,9/6
128,1964-09-07,29.1,1964,9,7,09-07,9/7
129,1964-09-08,28.5,1964,9,8,09-08,9/8
130,1964-09-09,30.3,1964,9,9,09-09,9/9
131,1964-09-10,32.2,1964,9,10,09-10,9/10
132,1964-09-11,26.0,1964,9,11,09-11,9/11
133,1964-09-12,27.9,1964,9,12,09-12,9/12
134,1964-09-13,29.1,1964,9,13,09-13,9/13
135,1964-09-14,29.5,1964,9,14,09-14,9/14
136,1964-09-15,24.2,1964,9,15,09-15,9/15
137,1964-09-16,22.9,1964,9,16,09-16,9/16
138,1964-09-17,25.0,1964,9,17,09-17,9/17
139,1964-09-18,25.2,1964,9,18,09-18,9/18
140,1964-09-19,32.4,1964,9,19,09-19,9/19
141,1964-09-20,20.5,1964,9,20,09-20,9/20
142,1964-09-21,24.3,1964,9,21,09-21,9/21
143,1964-09-22,22.5,1964,9,22,09-22,9/22
144,1964-09-23,18.0,1964,9,23,09-23,9/23
145,1964-09-24,16.8,1964,9,24,09-24,9/24
146,1964-09-25,27.8,1964,9,25,09-25,9/25
147,1964-09-26,26.7,1964,9,26,09-26,9/26
148,1964-09-27,20.9,1964,9,27,09-27,9/27
149,1964-09-28,15.9,1964,9,28,09-28,9/28
150,1964-09-29,24.8,1964,9,29,09-29,9/29
151,1964-09-30,21.3,1964,9,30,09-30,9/30
152,1965-06-01,23.3,1965,6,1,06-01,6/1
153,1965-06-02,26.2,1965,6,2,06-02,6/2
154,1965-06-03,25.9,1965,6,3,06-03,6/3
155,1965-06-04,17.4,1965,6,4,06-04,6/4
156,1965-06-05,24.6,1965,6,5,06-05,6/5
157,1965-06-06,25.6,1965,6,6,06-06,6/6
158,1965-06-07,25.1,1965,6,7,06-07,6/7
159,1965-06-08,22.9,1965,6,8,06-08,6/8
160,1965-06-09,24.1,1965,6,9,06-09,6/9
161,1965-06-10,27.0,1965,6,10,06-10,6/10
162,1965-06-11,27.1,1965,6,11,06-11,6/11
163,1965-06-12,25.2,1965,6,12,06-12,6/12
164,1965-06-13,22.9,1965,6,13,06-13,6/13
165,1965-06-14,19.1,1965,6,14,06-14,6/14
166,1965-06-15,24.1,1965,6,15,06-15,6/15
167,1965-06-16,25.0,1965,6,16,06-16,6/16
168,1965-06-17,24.5,1965,6,17,06-17,6/17
169,1965-06-18,25.4,1965,6,18,06-18,6/18
170,1965-06-19,24.3,1965,6,19,06-19,6/19
171,1965-06-20,28.4,1965,6,20,06-20,6/20
172,1965-06-21,25.2,1965,6,21,06-21,6/21
173,1965-06-22,22.4,1965,6,22,06-22,6/22
174,1965-06-23,26.0,1965,6,23,06-23,6/23
175,1965-06-24,27.6,1965,6,24,06-24,6/24
176,1965-06-25,27.4,1965,6,25,06-25,6/25
177,1965-06-26,25.9,1965,6,26,06-26,6/26
178,1965-06-27,31.0,1965,6,27,06-27,6/27
179,1965-06-28,25.5,1965,6,28,06-28,6/28
180,1965-06-29,31.0,1965,6,29,06-29,6/29
181,1965-06-30,31.2,1965,6,30,06-30,6/30
182,1965-07-01,28.7,1965,7,1,07-01,7/1
183,1965-07-02,31.2,1965,7,2,07-02,7/2
184,1965-07-03,23.8,1965,7,3,07-03,7/3
185,1965-07-04,24.2,1965,7,4,07-04,7/4
186,1965-07-05,25.2,1965,7,5,07-05,7/5
187,1965-07-06,29.5,1965,7,6,07-06,7/6
188,1965-07-07,26.6,1965,7,7,07-07,7/7
189,1965-07-08,23.6,1965,7,8,07-08,7/8
190,1965-07-09,26.4,1965,7,9,07-09,7/9
191,1965-07-10,24.6,1965,7,10,07-10,7/10
192,1965-07-11,27.3,1965,7,11,07-11,7/11
193,1965-07-12,25.8,1965,7,12,07-12,7/12
194,1965-07-13,26.0,1965,7,13,07-13,7/13
195,1965-07-14,29.5,1965,7,14,07-14,7/14
196,1965-07-15,31.1,1965,7,15,07-15,7/15
197,1965-07-16,33.6,1965,7,16,07-16,7/16
198,1965-07-17,28.0,1965,7,17,07-17,7/17
199,1965-07-18,27.1,1965,7,18,07-18,7/18
200,1965-07-19,31.3,1965,7,19,07-19,7/19
201,1965-07-20,26.8,1965,7,20,07-20,7/20
202,1965-07-21,20.2,1965,7,21,07-21,7/21
203,1965-07-22,21.0,1965,7,22,07-22,7/22
204,1965-07-23,21.5,1965,7,23,07-23,7/23
205,1965-07-24,25.0,1965,7,24,07-24,7/24
206,1965-07-25,27.5,1965,7,25,07-25,7/25
207,1965-07-26,27.0,1965,7,26,07-26,7/26
208,1965-07-27,27.7,1965,7,27,07-27,7/27
209,1965-07-28,29.4,1965,7,28,07-28,7/28
210,1965-07-29,32.3,1965,7,29,07-29,7/29
211,1965-07-30,33.4,1965,7,30,07-30,7/30
212,1965-07-31,31.5,1965,7,31,07-31,7/31
213,1965-08-01,31.5,1965,8,1,08-01,8/1
214,1965-08-02,32.1,1965,8,2,08-02,8/2
215,1965-08-03,29.5,1965,8,3,08-03,8/3
216,1965-08-04,32.4,1965,8,4,08-04,8/4
217,1965-08-05,32.5,1965,8,5,08-05,8/5
218,1965-08-06,31.0,1965,8,6,08-06,8/6
219,1965-08-07,34.4,1965,8,7,08-07,8/7
220,1965-08-08,30.6,1965,8,8,08-08,8/8
221,1965-08-09,31.9,1965,8,9,08-09,8/9
222,1965-08-10,31.1,1965,8,10,08-10,8/10
223,1965-08-11,31.2,1965,8,11,08-11,8/11
224,1965-08-12,33.1,1965,8,12,08-12,8/12
225,1965-08-13,33.6,1965,8,13,08-13,8/13
226,1965-08-14,28.0,1965,8,14,08-14,8/14
227,1965-08-15,28.5,1965,8,15,08-15,8/15
228,1965-08-16,28.5,1965,8,16,08-16,8/16
229,1965-08-17,31.0,1965,8,17,08-17,8/17
230,1965-08-18,31.2,1965,8,18,08-18,8/18
231,1965-08-19,31.9,1965,8,19,08-19,8/19
232,1965-08-20,32.4,1965,8,20,08-20,8/20
233,1965-08-21,26.6,1965,8,21,08-21,8/21
234,1965-08-22,29.1,1965,8,22,08-22,8/22
235,1965-08-23,35.0,1965,8,23,08-23,8/23
236,1965-08-24,33.3,1965,8,24,08-24,8/24
237,1965-08-25,31.7,1965,8,25,08-25,8/25
238,1965-08-26,29.6,1965,8,26,08-26,8/26
239,1965-08-27,29.2,1965,8,27,08-27,8/27
240,1965-08-28,29.5,1965,8,28,08-28,8/28
241,1965-08-29,29.7,1965,8,29,08-29,8/29
242,1965-08-30,28.4,1965,8,30,08-30,8/30
243,1965-08-31,27.2,1965,8,31,08-31,8/31
244,1965-09-01,27.8,1965,9,1,09-01,9/1
245,1965-09-02,26.0,1965,9,2,09-02,9/2
246,1965-09-03,29.9,1965,9,3,09-03,9/3
247,1965-09-04,28.5,1965,9,4,09-04,9/4
248,1965-09-05,29.3,1965,9,5,09-05,9/5
249,1965-09-06,23.9,1965,9,6,09-06,9/6
250,1965-09-07,26.9,1965,9,7,09-07,9/7
251,1965-09-08,24.6,1965,9,8,09-08,9/8
252,1965-09-09,20.5,1965,9,9,09-09,9/9
253,1965-09-10,28.0,1965,9,10,09-10,9/10
254,1965-09-11,28.8,1965,9,11,09-11,9/11
255,1965-09-12,23.1,1965,9,12,09-12,9/12
256,1965-09-13,22.4,1965,9,13,09-13,9/13
257,1965-09-14,20.9,1965,9,14,09-14,9/14
258,1965-09-15,27.5,1965,9,15,09-15,9/15
259,1965-09-16,26.8,1965,9,16,09-16,9/16
260,1965-09-17,28.9,1965,9,17,09-17,9/17
261,1965-09-18,28.0,1965,9,18,09-18,9/18
262,1965-09-19,26.9,1965,9,19,09-19,9/19
263,1965-09-20,27.1,1965,9,20,09-20,9/20
264,1965-09-21,26.9,1965,9,21,09-21,9/21
265,1965-09-22,27.1,1965,9,22,09-22,9/22
266,1965-09-23,24.3,1965,9,23,09-23,9/23
267,1965-09-24,25.0,1965,9,24,09-24,9/24
268,1965-09-25,19.8,1965,9,25,09-25,9/25
269,1965-09-26,21.5,1965,9,26,09-26,9/26
270,1965-09-27,27.1,1965,9,27,09-27,9/27
271,1965-09-28,26.8,1965,9,28,09-28,9/28
272,1965-09-29,22.2,1965,9,29,09-29,9/29
273,1965-09-30,24.5,1965,9,30,09-30,9/30
274,1966-06-01,19.4,1966,6,1,06-01,6/1
275,1966-06-02,18.9,1966,6,2,06-02,6/2
276,1966-06-03,18.9,1966,6,3,06-03,6/3
277,1966-06-04,17.1,1966,6,4,06-04,6/4
278,1966-06-05,20.7,1966,6,5,06-05,6/5
279,1966-06-06,24.0,1966,6,6,06-06,6/6
280,1966-06-07,25.7,1966,6,7,06-07,6/7
281,1966-06-08,24.2,1966,6,8,06-08,6/8
282,1966-06-09,18.7,1966,6,9,06-09,6/9
283,1966-06-10,16.5,1966,6,10,06-10,6/10
284,1966-06-11,18.6,1966,6,11,06-11,6/11
285,1966-06-12,18.6,1966,6,12,06-12,6/12
286,1966-06-13,23.9,1966,6,13,06-13,6/13
287,1966-06-14,25.3,1966,6,14,06-14,6/14
288,1966-06-15,25.5,1966,6,15,06-15,6/15
289,1966-06-16,20.9,1966,6,16,06-16,6/16
290,1966-06-17,25.6,1966,6,17,06-17,6/17
291,1966-06-18,23.0,1966,6,18,06-18,6/18
292,1966-06-19,25.1,1966,6,19,06-19,6/19
293,1966-06-20,25.5,1966,6,20,06-20,6/20
294,1966-06-21,29.4,1966,6,21,06-21,6/21
295,1966-06-22,28.6,1966,6,22,06-22,6/22
296,1966-06-23,27.8,1966,6,23,06-23,6/23
297,1966-06-24,25.5,1966,6,24,06-24,6/24
298,1966-06-25,25.6,1966,6,25,06-25,6/25
299,1966-06-26,30.1,1966,6,26,06-26,6/26
300,1966-06-27,30.1,1966,6,27,06-27,6/27
301,1966-06-28,23.6,1966,6,28,06-28,6/28
302,1966-06-29,30.5,1966,6,29,06-29,6/29
303,1966-06-30,26.2,1966,6,30,06-30,6/30
304,1966-07-01,22.0,1966,7,1,07-01,7/1
305,1966-07-02,28.6,1966,7,2,07-02,7/2
306,1966-07-03,16.4,1966,7,3,07-03,7/3
307,1966-07-04,21.5,1966,7,4,07-04,7/4
308,1966-07-05,25.1,1966,7,5,07-05,7/5
309,1966-07-06,24.3,1966,7,6,07-06,7/6
310,1966-07-07,24.1,1966,7,7,07-07,7/7
311,1966-07-08,26.6,1966,7,8,07-08,7/8
312,1966-07-09,25.0,1966,7,9,07-09,7/9
313,1966-07-10,24.4,1966,7,10,07-10,7/10
314,1966-07-11,26.0,1966,7,11,07-11,7/11
315,1966-07-12,28.1,1966,7,12,07-12,7/12
316,1966-07-13,26.6,1966,7,13,07-13,7/13
317,1966-07-14,27.2,1966,7,14,07-14,7/14
318,1966-07-15,28.3,1966,7,15,07-15,7/15
319,1966-07-16,29.1,1966,7,16,07-16,7/16
320,1966-07-17,30.1,1966,7,17,07-17,7/17
321,1966-07-18,29.7,1966,7,18,07-18,7/18
322,1966-07-19,29.2,1966,7,19,07-19,7/19
323,1966-07-20,29.9,1966,7,20,07-20,7/20
324,1966-07-21,31.2,1966,7,21,07-21,7/21
325,1966-07-22,32.3,1966,7,22,07-22,7/22
326,1966-07-23,28.1,1966,7,23,07-23,7/23
327,1966-07-24,29.1,1966,7,24,07-24,7/24
328,1966-07-25,31.2,1966,7,25,07-25,7/25
329,1966-07-26,32.0,1966,7,26,07-26,7/26
330,1966-07-27,31.8,1966,7,27,07-27,7/27
331,1966-07-28,32.6,1966,7,28,07-28,7/28
332,1966-07-29,32.2,1966,7,29,07-29,7/29
333,1966-07-30,30.3,1966,7,30,07-30,7/30
334,1966-07-31,33.0,1966,7,31,07-31,7/31
335,1966-08-01,28.8,1966,8,1,08-01,8/1
336,1966-08-02,26.3,1966,8,2,08-02,8/2
337,1966-08-03,26.6,1966,8,3,08-03,8/3
338,1966-08-04,29.6,1966,8,4,08-04,8/4
339,1966-08-05,30.0,1966,8,5,08-05,8/5
340,1966-08-06,32.1,1966,8,6,08-06,8/6
341,1966-08-07,33.9,1966,8,7,08-07,8/7
342,1966-08-08,34.9,1966,8,8,08-08,8/8
343,1966-08-09,27.7,1966,8,9,08-09,8/9
344,1966-08-10,28.1,1966,8,10,08-10,8/10
345,1966-08-11,31.2,1966,8,11,08-11,8/11
346,1966-08-12,33.4,1966,8,12,08-12,8/12
347,1966-08-13,32.9,1966,8,13,08-13,8/13
348,1966-08-14,31.0,1966,8,14,08-14,8/14
349,1966-08-15,28.3,1966,8,15,08-15,8/15
350,1966-08-16,27.9,1966,8,16,08-16,8/16
351,1966-08-17,31.7,1966,8,17,08-17,8/17
352,1966-08-18,32.0,1966,8,18,08-18,8/18
353,1966-08-19,31.4,1966,8,19,08-19,8/19
354,1966-08-20,32.4,1966,8,20,08-20,8/20
355,1966-08-21,29.9,1966,8,21,08-21,8/21
356,1966-08-22,28.7,1966,8,22,08-22,8/22
357,1966-08-23,30.8,1966,8,23,08-23,8/23
358,1966-08-24,31.8,1966,8,24,08-24,8/24
359,1966-08-25,32.1,1966,8,25,08-25,8/25
360,1966-08-26,29.5,1966,8,26,08-26,8/26
361,1966-08-27,29.5,1966,8,27,08-27,8/27
362,1966-08-28,30.9,1966,8,28,08-28,8/28
363,1966-08-29,30.9,1966,8,29,08-29,8/29
364,1966-08-30,30.4,1966,8,30,08-30,8/30
365,1966-08-31,30.0,1966,8,31,08-31,8/31
366,1966-09-01,32.8,1966,9,1,09-01,9/1
367,1966-09-02,32.3,1966,9,2,09-02,9/2
368,1966-09-03,29.6,1966,9,3,09-03,9/3
369,1966-09-04,30.3,1966,9,4,09-04,9/4
370,1966-09-05,26.0,1966,9,5,09-05,9/5
371,1966-09-06,27.2,1966,9,6,09-06,9/6
372,1966-09-07,30.3,1966,9,7,09-07,9/7
373,1966-09-08,30.1,1966,9,8,09-08,9/8
374,1966-09-09,28.9,1966,9,9,09-09,9/9
375,1966-09-10,31.6,1966,9,10,09-10,9/10
376,1966-09-11,31.5,1966,9,11,09-11,9/11
377,1966-09-12,28.7,1966,9,12,09-12,9/12
378,1966-09-13,25.5,1966,9,13,09-13,9/13
379,1966-09-14,22.2,1966,9,14,09-14,9/14
380,1966-09-15,25.4,1966,9,15,09-15,9/15
381,1966-09-16,24.5,1966,9,16,09-16,9/16
382,1966-09-17,20.5,1966,9,17,09-17,9/17
383,1966-09-18,17.7,1966,9,18,09-18,9/18
384,1966-09-19,19.0,1966,9,19,09-19,9/19
385,1966-09-20,25.2,1966,9,20,09-20,9/20
386,1966-09-21,26.9,1966,9,21,09-21,9/21
387,1966-09-22,25.9,1966,9,22,09-22,9/22
388,1966-09-23,25.0,1966,9,23,09-23,9/23
389,1966-09-24,19.9,1966,9,24,09-24,9/24
390,1966-09-25,29.6,1966,9,25,09-25,9/25
391,1966-09-26,27.7,1966,9,26,09-26,9/26
392,1966-09-27,25.9,1966,9,27,09-27,9/27
393,1966-09-28,24.0,1966,9,28,09-28,9/28
394,1966-09-29,25.5,1966,9,29,09-29,9/29
395,1966-09-30,24.4,1966,9,30,09-30,9/30
396,1967-06-01,28.2,1967,6,1,06-01,6/1
397,1967-06-02,28.6,1967,6,2,06-02,6/2
398,1967-06-03,27.1,1967,6,3,06-03,6/3
399,1967-06-04,27.2,1967,6,4,06-04,6/4
400,1967-06-05,25.6,1967,6,5,06-05,6/5
401,1967-06-06,29.0,1967,6,6,06-06,6/6
402,1967-06-07,24.0,1967,6,7,06-07,6/7
403,1967-06-08,26.4,1967,6,8,06-08,6/8
404,1967-06-09,20.6,1967,6,9,06-09,6/9
405,1967-06-10,23.6,1967,6,10,06-10,6/10
406,1967-06-11,27.7,1967,6,11,06-11,6/11
407,1967-06-12,26.9,1967,6,12,06-12,6/12
408,1967-06-13,28.6,1967,6,13,06-13,6/13
409,1967-06-14,29.3,1967,6,14,06-14,6/14
410,1967-06-15,27.9,1967,6,15,06-15,6/15
411,1967-06-16,27.9,1967,6,16,06-16,6/16
412,1967-06-17,27.1,1967,6,17,06-17,6/17
413,1967-06-18,26.3,1967,6,18,06-18,6/18
414,1967-06-19,26.9,1967,6,19,06-19,6/19
415,1967-06-20,25.3,1967,6,20,06-20,6/20
416,1967-06-21,26.7,1967,6,21,06-21,6/21
417,1967-06-22,26.1,1967,6,22,06-22,6/22
418,1967-06-23,25.5,1967,6,23,06-23,6/23
419,1967-06-24,29.9,1967,6,24,06-24,6/24
420,1967-06-25,27.5,1967,6,25,06-25,6/25
421,1967-06-26,30.9,1967,6,26,06-26,6/26
422,1967-06-27,28.2,1967,6,27,06-27,6/27
423,1967-06-28,25.7,1967,6,28,06-28,6/28
424,1967-06-29,29.9,1967,6,29,06-29,6/29
425,1967-06-30,26.0,1967,6,30,06-30,6/30
426,1967-07-01,24.3,1967,7,1,07-01,7/1
427,1967-07-02,25.2,1967,7,2,07-02,7/2
428,1967-07-03,32.5,1967,7,3,07-03,7/3
429,1967-07-04,32.2,1967,7,4,07-04,7/4
430,1967-07-05,26.1,1967,7,5,07-05,7/5
431,1967-07-06,25.6,1967,7,6,07-06,7/6
432,1967-07-07,31.3,1967,7,7,07-07,7/7
433,1967-07-08,24.9,1967,7,8,07-08,7/8
434,1967-07-09,24.2,1967,7,9,07-09,7/9
435,1967-07-10,28.7,1967,7,10,07-10,7/10
436,1967-07-11,26.0,1967,7,11,07-11,7/11
437,1967-07-12,27.3,1967,7,12,07-12,7/12
438,1967-07-13,28.7,1967,7,13,07-13,7/13
439,1967-07-14,30.5,1967,7,14,07-14,7/14
440,1967-07-15,32.9,1967,7,15,07-15,7/15
441,1967-07-16,34.1,1967,7,16,07-16,7/16
442,1967-07-17,33.1,1967,7,17,07-17,7/17
443,1967-07-18,32.3,1967,7,18,07-18,7/18
444,1967-07-19,31.0,1967,7,19,07-19,7/19
445,1967-07-20,32.1,1967,7,20,07-20,7/20
446,1967-07-21,32.7,1967,7,21,07-21,7/21
447,1967-07-22,32.1,1967,7,22,07-22,7/22
448,1967-07-23,31.9,1967,7,23,07-23,7/23
449,1967-07-24,30.7,1967,7,24,07-24,7/24
450,1967-07-25,31.1,1967,7,25,07-25,7/25
451,1967-07-26,31.6,1967,7,26,07-26,7/26
452,1967-07-27,32.1,1967,7,27,07-27,7/27
453,1967-07-28,32.1,1967,7,28,07-28,7/28
454,1967-07-29,31.7,1967,7,29,07-29,7/29
455,1967-07-30,29.5,1967,7,30,07-30,7/30
456,1967-07-31,30.4,1967,7,31,07-31,7/31
457,1967-08-01,30.9,1967,8,1,08-01,8/1
458,1967-08-02,30.1,1967,8,2,08-02,8/2
459,1967-08-03,32.4,1967,8,3,08-03,8/3
460,1967-08-04,33.0,1967,8,4,08-04,8/4
461,1967-08-05,34.5,1967,8,5,08-05,8/5
462,1967-08-06,31.8,1967,8,6,08-06,8/6
463,1967-08-07,31.8,1967,8,7,08-07,8/7
464,1967-08-08,31.1,1967,8,8,08-08,8/8
465,1967-08-09,32.3,1967,8,9,08-09,8/9
466,1967-08-10,34.5,1967,8,10,08-10,8/10
467,1967-08-11,37.2,1967,8,11,08-11,8/11
468,1967-08-12,34.4,1967,8,12,08-12,8/12
469,1967-08-13,34.9,1967,8,13,08-13,8/13
470,1967-08-14,31.9,1967,8,14,08-14,8/14
471,1967-08-15,31.7,1967,8,15,08-15,8/15
472,1967-08-16,32.7,1967,8,16,08-16,8/16
473,1967-08-17,35.6,1967,8,17,08-17,8/17
474,1967-08-18,32.4,1967,8,18,08-18,8/18
475,1967-08-19,31.5,1967,8,19,08-19,8/19
476,1967-08-20,29.9,1967,8,20,08-20,8/20
477,1967-08-21,26.4,1967,8,21,08-21,8/21
478,1967-08-22,30.7,1967,8,22,08-22,8/22
479,1967-08-23,29.5,1967,8,23,08-23,8/23
480,1967-08-24,33.5,1967,8,24,08-24,8/24
481,1967-08-25,33.8,1967,8,25,08-25,8/25
482,1967-08-26,32.3,1967,8,26,08-26,8/26
483,1967-08-27,32.6,1967,8,27,08-27,8/27
484,1967-08-28,31.4,1967,8,28,08-28,8/28
485,1967-08-29,34.1,1967,8,29,08-29,8/29
486,1967-08-30,26.9,1967,8,30,08-30,8/30
487,1967-08-31,26.9,1967,8,31,08-31,8/31
488,1967-09-01,28.1,1967,9,1,09-01,9/1
489,1967-09-02,29.1,1967,9,2,09-02,9/2
490,1967-09-03,30.7,1967,9,3,09-03,9/3
491,1967-09-04,31.3,1967,9,4,09-04,9/4
492,1967-09-05,29.6,1967,9,5,09-05,9/5
493,1967-09-06,29.6,1967,9,6,09-06,9/6
494,1967-09-07,24.6,1967,9,7,09-07,9/7
495,1967-09-08,27.6,1967,9,8,09-08,9/8
496,1967-09-09,26.6,1967,9,9,09-09,9/9
497,1967-09-10,31.1,1967,9,10,09-10,9/10
498,1967-09-11,27.1,1967,9,11,09-11,9/11
