,temp,year,date
4612,16.31,1991,8/18
4613,16.29,1991,8/19
4614,16.26,1991,8/20
4615,16.23,1991,8/21
4616,16.22,1991,8/22
4617,16.23,1991,8/23
4618,16.14,1991,8/24
4619,16.08,1991,8/25
4620,16.07,1991,8/26
4621,16.04,1991,8/27
4622,16.07,1991,8/28
4623,16.06,1991,8/29
4624,15.99,1991,8/30
4625,15.91,1991,8/31
4626,15.88,1991,9/1
4627,15.89,1991,9/2
4628,15.83,1991,9/3
4629,15.8,1991,9/4
4630,15.85,1991,9/5
4631,15.78,1991,9/6
4632,15.67,1991,9/7
4633,15.6,1991,9/8
4634,15.56,1991,9/9
4635,15.51,1991,9/10
4636,15.48,1991,9/11
4637,15.51,1991,9/12
4638,15.58,1991,9/13
4639,15.59,1991,9/14
4640,15.67,1991,9/15
4641,15.74,1991,9/16
4642,15.76,1991,9/17
4643,15.66,1991,9/18
4644,15.52,1991,9/19
4645,15.5,1991,9/20
4646,15.53,1991,9/21
4647,15.49,1991,9/22
4648,15.42,1991,9/23
4649,15.39,1991,9/24
4650,15.41,1991,9/25
4651,15.36,1991,9/26
4652,15.28,1991,9/27
4653,15.22,1991,9/28
4654,15.18,1991,9/29
4655,15.12,1991,9/30
4656,15.1,1991,10/1
4657,15.1,1991,10/2
4658,15.07,1991,10/3
4659,15.04,1991,10/4
4660,15.02,1991,10/5
4661,14.98,1991,10/6
4662,14.94,1991,10/7
4663,14.93,1991,10/8
4664,14.88,1991,10/9
4665,14.82,1991,10/10
4666,14.82,1991,10/11
4667,14.7,1991,10/12
4668,14.52,1991,10/13
4669,14.44,1991,10/14
4670,14.39,1991,10/15
4671,14.39,1991,10/16
4672,14.42,1991,10/17
4673,14.4,1991,10/18
4674,14.37,1991,10/19
4675,14.34,1991,10/20
4676,14.3,1991,10/21
4677,14.26,1991,10/22
4678,14.17,1991,10/23
4679,14.06,1991,10/24
4680,13.96,1991,10/25
4681,13.93,1991,10/26
4682,13.88,1991,10/27
4683,13.8,1991,10/28
4684,13.72,1991,10/29
4685,13.61,1991,10/30
4686,13.57,1991,10/31
4687,13.51,1991,11/1
4688,13.4,1991,11/2
4689,13.32,1991,11/3
4690,13.31,1991,11/4
4691,13.4,1991,11/5
4692,13.46,1991,11/6
4693,13.46,1991,11/7
4694,13.47,1991,11/8
4695,13.42,1991,11/9
4696,13.38,1991,11/10
4697,13.4,1991,11/11
4698,13.44,1991,11/12
4699,13.44,1991,11/13
4700,13.44,1991,11/14
4701,13.41,1991,11/15
4702,13.44,1991,11/16
4703,13.46,1991,11/17
4704,13.46,1991,11/18
4705,13.35,1991,11/19
4706,13.2,1991,11/20
4707,13.13,1991,11/21
4708,13.12,1991,11/22
4709,13.05,1991,11/23
4710,12.96,1991,11/24
4711,12.99,1991,11/25
4712,13.12,1991,11/26
4713,13.15,1991,11/27
4714,13.13,1991,11/28
4715,13.07,1991,11/29
4716,12.93,1991,11/30
4717,12.78,1991,12/1
4718,12.7,1991,12/2
4719,12.65,1991,12/3
4720,12.62,1991,12/4
4721,12.68,1991,12/5
4722,12.69,1991,12/6
4723,12.69,1991,12/7
4724,12.76,1991,12/8
4725,12.77,1991,12/9
4726,12.75,1991,12/10
4727,12.75,1991,12/11
4728,12.7,1991,12/12
4729,12.67,1991,12/13
4730,12.66,1991,12/14
4731,12.65,1991,12/15
4732,12.59,1991,12/16
4733,12.46,1991,12/17
4734,12.39,1991,12/18
4735,12.39,1991,12/19
4736,12.42,1991,12/20
4737,12.45,1991,12/21
4738,12.51,1991,12/22
4739,12.62,1991,12/23
4740,12.67,1991,12/24
4741,12.63,1991,12/25
4742,12.57,1991,12/26
4743,12.54,1991,12/27
4744,12.43,1991,12/28
4745,12.4,1991,12/29
4746,12.49,1991,12/30
4747,12.46,1991,12/31
4748,12.4,1992,1/1
4749,12.39,1992,1/2
4750,12.44,1992,1/3
4751,12.47,1992,1/4
4752,12.53,1992,1/5
4753,12.51,1992,1/6
4754,12.46,1992,1/7
4755,12.43,1992,1/8
4756,12.37,1992,1/9
4757,12.32,1992,1/10
4758,12.33,1992,1/11
4759,12.38,1992,1/12
4760,12.42,1992,1/13
4761,12.32,1992,1/14
4762,12.28,1992,1/15
4763,12.33,1992,1/16
4764,12.35,1992,1/17
4765,12.39,1992,1/18
4766,12.42,1992,1/19
4767,12.49,1992,1/20
4768,12.59,1992,1/21
4769,12.63,1992,1/22
4770,12.56,1992,1/23
4771,12.47,1992,1/24
4772,12.49,1992,1/25
4773,12.54,1992,1/26
4774,12.53,1992,1/27
4775,12.56,1992,1/28
4776,12.65,1992,1/29
4777,12.63,1992,1/30
4778,12.57,1992,1/31
4779,12.52,1992,2/1
4780,12.5,1992,2/2
4781,12.54,1992,2/3
4782,12.56,1992,2/4
4783,12.55,1992,2/5
4784,12.53,1992,2/6
4785,12.5,1992,2/7
4786,12.44,1992,2/8
4787,12.47,1992,2/9
4788,12.48,1992,2/10
4789,12.5,1992,2/11
4790,12.54,1992,2/12
4791,12.61,1992,2/13
4792,12.8,1992,2/14
4793,12.86,1992,2/15
4794,12.81,1992,2/16
4795,12.79,1992,2/17
4796,12.81,1992,2/18
4797,12.81,1992,2/19
4798,12.78,1992,2/20
4799,12.68,1992,2/21
4800,12.71,1992,2/22
4801,12.71,1992,2/23
4802,12.64,1992,2/24
4803,12.64,1992,2/25
4804,12.72,1992,2/26
4805,12.75,1992,2/27
4806,12.76,1992,2/28
4808,12.78,1992,3/1
4809,12.78,1992,3/2
4810,12.89,1992,3/3
4811,12.97,1992,3/4
4812,13.01,1992,3/5
4813,13.02,1992,3/6
4814,13.13,1992,3/7
4815,13.18,1992,3/8
4816,13.19,1992,3/9
4817,13.23,1992,3/10
4818,13.2,1992,3/11
4819,13.22,1992,3/12
4820,13.33,1992,3/13
4821,13.4,1992,3/14
4822,13.44,1992,3/15
4823,13.49,1992,3/16
4824,13.46,1992,3/17
4825,13.48,1992,3/18
4826,13.5,1992,3/19
4827,13.56,1992,3/20
4828,13.59,1992,3/21
4829,13.6,1992,3/22
4830,13.62,1992,3/23
4831,13.6,1992,3/24
4832,13.62,1992,3/25
4833,13.62,1992,3/26
4834,13.57,1992,3/27
4835,13.55,1992,3/28
4836,13.59,1992,3/29
4837,13.69,1992,3/30
4838,13.71,1992,3/31
4839,13.69,1992,4/1
4840,13.73,1992,4/2
4841,13.73,1992,4/3
4842,13.76,1992,4/4
4843,13.68,1992,4/5
4844,13.62,1992,4/6
4845,13.62,1992,4/7
4846,13.72,1992,4/8
4847,13.79,1992,4/9
4848,13.81,1992,4/10
4849,13.86,1992,4/11
4850,13.92,1992,4/12
4851,13.97,1992,4/13
4852,14.06,1992,4/14
4853,14.14,1992,4/15
4854,14.25,1992,4/16
4855,14.31,1992,4/17
4856,14.3,1992,4/18
4857,14.29,1992,4/19
4858,14.3,1992,4/20
4859,14.34,1992,4/21
4860,14.34,1992,4/22
4861,14.41,1992,4/23
4862,14.54,1992,4/24
4863,14.65,1992,4/25
4864,14.66,1992,4/26
4865,14.71,1992,4/27
4866,14.8,1992,4/28
4867,14.83,1992,4/29
4868,14.76,1992,4/30
4869,14.72,1992,5/1
4870,14.71,1992,5/2
4871,14.7,1992,5/3
4872,14.79,1992,5/4
4873,14.82,1992,5/5
4874,14.84,1992,5/6
4875,14.85,1992,5/7
4876,14.85,1992,5/8
4877,14.9,1992,5/9
4878,14.95,1992,5/10
4879,14.98,1992,5/11
4880,15.02,1992,5/12
4881,15.07,1992,5/13
4882,15.13,1992,5/14
4883,15.2,1992,5/15
4884,15.2,1992,5/16
4885,15.21,1992,5/17
4886,15.22,1992,5/18
4887,15.24,1992,5/19
4888,15.25,1992,5/20
4889,15.22,1992,5/21
4890,15.22,1992,5/22
4891,15.23,1992,5/23
4892,15.4,1992,5/24
4893,15.56,1992,5/25
4894,15.6,1992,5/26
4895,15.57,1992,5/27
4896,15.57,1992,5/28
4897,15.57,1992,5/29
4898,15.55,1992,5/30
4899,15.54,1992,5/31
4900,15.58,1992,6/1
4901,15.54,1992,6/2
4902,15.51,1992,6/3
4903,15.51,1992,6/4
4904,15.54,1992,6/5
4905,15.62,1992,6/6
4906,15.64,1992,6/7
4907,15.62,1992,6/8
4908,15.61,1992,6/9
4909,15.65,1992,6/10
4910,15.72,1992,6/11
4911,15.78,1992,6/12
4912,15.84,1992,6/13
4913,15.93,1992,6/14
4914,15.97,1992,6/15
4915,16.04,1992,6/16
4916,16.08,1992,6/17
4917,16.1,1992,6/18
4918,16.14,1992,6/19
4919,16.11,1992,6/20
4920,16.11,1992,6/21
4921,16.07,1992,6/22
4922,16.02,1992,6/23
4923,15.95,1992,6/24
4924,15.99,1992,6/25
4925,16.01,1992,6/26
4926,15.97,1992,6/27
4927,16.01,1992,6/28
4928,16.08,1992,6/29
4929,16.05,1992,6/30
4930,16.04,1992,7/1
4931,16.14,1992,7/2
4932,16.14,1992,7/3
4933,16.14,1992,7/4
4934,16.14,1992,7/5
4935,16.09,1992,7/6
4936,16.02,1992,7/7
4937,15.98,1992,7/8
4938,16.03,1992,7/9
4939,16.02,1992,7/10
4940,15.99,1992,7/11
4941,16.03,1992,7/12
4942,16.07,1992,7/13
4943,16.03,1992,7/14
4944,15.97,1992,7/15
4945,15.92,1992,7/16
4946,15.92,1992,7/17
4947,15.96,1992,7/18
4948,15.93,1992,7/19
4949,15.87,1992,7/20
4950,15.87,1992,7/21
4951,15.86,1992,7/22
4952,15.85,1992,7/23
4953,15.84,1992,7/24
4954,15.89,1992,7/25
4955,15.92,1992,7/26
4956,15.94,1992,7/27
4957,15.93,1992,7/28
4958,15.95,1992,7/29
4959,15.94,1992,7/30
4960,15.92,1992,7/31
4961,15.87,1992,8/1
4962,15.81,1992,8/2
4963,15.82,1992,8/3
4964,15.87,1992,8/4
4965,15.93,1992,8/5
4966,16.01,1992,8/6
4967,16.13,1992,8/7
4968,16.08,1992,8/8
4969,16.06,1992,8/9
4970,16.05,1992,8/10
4971,16.05,1992,8/11
4972,16.0,1992,8/12
4973,15.92,1992,8/13
4974,15.98,1992,8/14
4975,15.99,1992,8/15
4976,15.96,1992,8/16
4977,15.89,1992,8/17
4978,15.81,1992,8/18
4979,15.74,1992,8/19
4980,15.73,1992,8/20
4981,15.65,1992,8/21
4982,15.55,1992,8/22
4983,15.54,1992,8/23
4984,15.63,1992,8/24
4985,15.68,1992,8/25
4986,15.66,1992,8/26
4987,15.68,1992,8/27
4988,15.68,1992,8/28
4989,15.65,1992,8/29
4990,15.55,1992,8/30
4991,15.44,1992,8/31
4992,15.37,1992,9/1
4993,15.4,1992,9/2
4994,15.38,1992,9/3
4995,15.34,1992,9/4
4996,15.39,1992,9/5
4997,15.42,1992,9/6
4998,15.44,1992,9/7
4999,15.44,1992,9/8
5000,15.46,1992,9/9
5001,15.46,1992,9/10
5002,15.29,1992,9/11
5003,15.13,1992,9/12
5004,15.04,1992,9/13
5005,14.98,1992,9/14
5006,14.97,1992,9/15
5007,14.98,1992,9/16
5008,14.99,1992,9/17
5009,14.95,1992,9/18
5010,14.92,1992,9/19
5011,14.94,1992,9/20
5012,15.02,1992,9/21
5013,14.99,1992,9/22
5014,14.97,1992,9/23
5015,15.0,1992,9/24
5016,14.91,1992,9/25
5017,14.84,1992,9/26
5018,14.78,1992,9/27
5019,14.69,1992,9/28
5020,14.59,1992,9/29
5021,14.64,1992,9/30
5022,14.61,1992,10/1
5023,14.54,1992,10/2
5024,14.5,1992,10/3
5025,14.45,1992,10/4
5026,14.34,1992,10/5
5027,14.25,1992,10/6
5028,14.2,1992,10/7
5029,14.2,1992,10/8
5030,14.21,1992,10/9
5031,14.29,1992,10/10
5032,14.32,1992,10/11
5033,14.33,1992,10/12
5034,14.28,1992,10/13
5035,14.26,1992,10/14
5036,14.24,1992,10/15
5037,14.16,1992,10/16
5038,14.12,1992,10/17
5039,14.09,1992,10/18
5040,14.06,1992,10/19
5041,14.02,1992,10/20
5042,14.01,1992,10/21
5043,14.02,1992,10/22
5044,13.99,1992,10/23
5045,13.97,1992,10/24
5046,13.92,1992,10/25
5047,13.91,1992,10/26
5048,13.89,1992,10/27
5049,13.83,1992,10/28
5050,13.74,1992,10/29
5051,13.68,1992,10/30
5052,13.57,1992,10/31
5053,13.48,1992,11/1
5054,13.39,1992,11/2
5055,13.32,1992,11/3
5056,13.15,1992,11/4
5057,13.12,1992,11/5
5058,13.13,1992,11/6
5059,13.13,1992,11/7
5060,13.13,1992,11/8
5061,13.11,1992,11/9
5062,13.14,1992,11/10
5063,13.16,1992,11/11
5064,13.21,1992,11/12
5065,13.18,1992,11/13
5066,13.14,1992,11/14
5067,13.09,1992,11/15
5068,12.99,1992,11/16
5069,12.99,1992,11/17
5070,12.96,1992,11/18
5071,12.89,1992,11/19
5072,12.8,1992,11/20
5073,12.7,1992,11/21
5074,12.71,1992,11/22
5075,12.77,1992,11/23
5076,12.77,1992,11/24
5077,12.67,1992,11/25
5078,12.63,1992,11/26
5079,12.66,1992,11/27
5080,12.72,1992,11/28
5081,12.73,1992,11/29
5082,12.71,1992,11/30
5083,12.69,1992,12/1
5084,12.67,1992,12/2
5085,12.61,1992,12/3
5086,12.58,1992,12/4
5087,12.57,1992,12/5
5088,12.57,1992,12/6
5089,12.59,1992,12/7
5090,12.59,1992,12/8
5091,12.56,1992,12/9
5092,12.47,1992,12/10
5093,12.42,1992,12/11
5094,12.46,1992,12/12
5095,12.53,1992,12/13
5096,12.54,1992,12/14
5097,12.5,1992,12/15
5098,12.43,1992,12/16
5099,12.4,1992,12/17
5100,12.32,1992,12/18
5101,12.22,1992,12/19
5102,12.21,1992,12/20
5103,12.2,1992,12/21
5104,12.2,1992,12/22
5105,12.19,1992,12/23
5106,12.16,1992,12/24
5107,12.15,1992,12/25
5108,12.25,1992,12/26
5109,12.3,1992,12/27
5110,12.33,1992,12/28
5111,12.4,1992,12/29
5112,12.4,1992,12/30
5113,12.35,1992,12/31
5114,12.36,1993,1/1
5115,12.38,1993,1/2
5116,12.36,1993,1/3
5117,12.34,1993,1/4
5118,12.27,1993,1/5
5119,12.25,1993,1/6
5120,12.24,1993,1/7
5121,12.24,1993,1/8
5122,12.17,1993,1/9
5123,12.16,1993,1/10
5124,12.28,1993,1/11
5125,12.33,1993,1/12
5126,12.4,1993,1/13
5127,12.42,1993,1/14
5128,12.49,1993,1/15
5129,12.5,1993,1/16
5130,12.41,1993,1/17
5131,12.3,1993,1/18
5132,12.32,1993,1/19
5133,12.44,1993,1/20
5134,12.51,1993,1/21
5135,12.53,1993,1/22
5136,12.49,1993,1/23
5137,12.41,1993,1/24
5138,12.38,1993,1/25
5139,12.38,1993,1/26
5140,12.4,1993,1/27
5141,12.38,1993,1/28
5142,12.39,1993,1/29
5143,12.36,1993,1/30
5144,12.38,1993,1/31
5145,12.43,1993,2/1
5146,12.5,1993,2/2
5147,12.58,1993,2/3
5148,12.61,1993,2/4
5149,12.7,1993,2/5
5150,12.68,1993,2/6
5151,12.71,1993,2/7
5152,12.7,1993,2/8
5153,12.7,1993,2/9
5154,12.78,1993,2/10
5155,12.82,1993,2/11
5156,12.85,1993,2/12
5157,12.84,1993,2/13
5158,12.75,1993,2/14
5159,12.67,1993,2/15
5160,12.62,1993,2/16
5161,12.55,1993,2/17
5162,12.59,1993,2/18
5163,12.57,1993,2/19
5164,12.49,1993,2/20
5165,12.47,1993,2/21
5166,12.48,1993,2/22
5167,12.45,1993,2/23
5168,12.47,1993,2/24
5169,12.6,1993,2/25
5170,12.7,1993,2/26
5171,12.74,1993,2/27
5172,12.74,1993,2/28
5173,12.78,1993,3/1
5174,12.86,1993,3/2
5175,12.9,1993,3/3
5176,12.92,1993,3/4
5177,12.91,1993,3/5
5178,12.97,1993,3/6
5179,13.02,1993,3/7
5180,12.95,1993,3/8
5181,12.92,1993,3/9
5182,12.95,1993,3/10
5183,13.02,1993,3/11
5184,13.02,1993,3/12
5185,12.89,1993,3/13
5186,12.85,1993,3/14
5187,12.88,1993,3/15
5188,13.01,1993,3/16
5189,13.15,1993,3/17
5190,13.17,1993,3/18
5191,13.23,1993,3/19
5192,13.28,1993,3/20
5193,13.31,1993,3/21
5194,13.44,1993,3/22
5195,13.52,1993,3/23
5196,13.62,1993,3/24
5197,13.71,1993,3/25
5198,13.74,1993,3/26
5199,13.74,1993,3/27
5200,13.75,1993,3/28
5201,13.76,1993,3/29
5202,13.81,1993,3/30
5203,13.89,1993,3/31
5204,13.88,1993,4/1
5205,13.85,1993,4/2
5206,13.85,1993,4/3
5207,13.9,1993,4/4
5208,13.88,1993,4/5
5209,13.87,1993,4/6
5210,13.9,1993,4/7
5211,13.92,1993,4/8
5212,13.96,1993,4/9
5213,13.97,1993,4/10
5214,14.01,1993,4/11
5215,13.96,1993,4/12
5216,14.01,1993,4/13
5217,14.13,1993,4/14
5218,14.23,1993,4/15
5219,14.28,1993,4/16
5220,14.3,1993,4/17
5221,14.37,1993,4/18
5222,14.43,1993,4/19
5223,14.43,1993,4/20
5224,14.45,1993,4/21
5225,14.54,1993,4/22
5226,14.58,1993,4/23
5227,14.59,1993,4/24
5228,14.57,1993,4/25
5229,14.54,1993,4/26
5230,14.59,1993,4/27
5231,14.62,1993,4/28
5232,14.71,1993,4/29
5233,14.77,1993,4/30
5234,14.77,1993,5/1
5235,14.81,1993,5/2
5236,14.84,1993,5/3
5237,14.84,1993,5/4
5238,14.78,1993,5/5
5239,14.75,1993,5/6
5240,14.82,1993,5/7
5241,14.87,1993,5/8
5242,14.92,1993,5/9
5243,14.9,1993,5/10
5244,14.93,1993,5/11
5245,15.01,1993,5/12
5246,15.09,1993,5/13
5247,15.09,1993,5/14
5248,15.1,1993,5/15
5249,15.14,1993,5/16
5250,15.2,1993,5/17
5251,15.24,1993,5/18
5252,15.3,1993,5/19
5253,15.36,1993,5/20
5254,15.39,1993,5/21
5255,15.45,1993,5/22
5256,15.55,1993,5/23
5257,15.56,1993,5/24
5258,15.57,1993,5/25
5259,15.62,1993,5/26
5260,15.58,1993,5/27
5261,15.56,1993,5/28
5262,15.65,1993,5/29
5263,15.71,1993,5/30
5264,15.68,1993,5/31
5265,15.67,1993,6/1
5266,15.67,1993,6/2
5267,15.7,1993,6/3
5268,15.78,1993,6/4
5269,15.77,1993,6/5
5270,15.78,1993,6/6
5271,15.73,1993,6/7
5272,15.7,1993,6/8
5273,15.76,1993,6/9
5274,15.81,1993,6/10
5275,15.78,1993,6/11
5276,15.76,1993,6/12
5277,15.81,1993,6/13
5278,15.81,1993,6/14
5279,15.86,1993,6/15
5280,15.94,1993,6/16
5281,15.97,1993,6/17
5282,15.96,1993,6/18
5283,15.9,1993,6/19
5284,15.84,1993,6/20
5285,15.88,1993,6/21
5286,15.87,1993,6/22
5287,15.89,1993,6/23
5288,15.88,1993,6/24
5289,15.94,1993,6/25
5290,15.95,1993,6/26
5291,15.96,1993,6/27
5292,15.97,1993,6/28
5293,16.07,1993,6/29
5294,16.19,1993,6/30
5295,16.32,1993,7/1
5296,16.34,1993,7/2
5297,16.3,1993,7/3
5298,16.29,1993,7/4
5299,16.25,1993,7/5
5300,16.17,1993,7/6
5301,16.06,1993,7/7
5302,16.0,1993,7/8
5303,16.04,1993,7/9
5304,16.12,1993,7/10
5305,16.08,1993,7/11
5306,15.96,1993,7/12
5307,15.9,1993,7/13
5308,15.94,1993,7/14
5309,15.99,1993,7/15
5310,15.99,1993,7/16
5311,16.01,1993,7/17
5312,16.04,1993,7/18
5313,16.09,1993,7/19
5314,16.11,1993,7/20
5315,16.06,1993,7/21
5316,16.02,1993,7/22
5317,16.05,1993,7/23
5318,15.96,1993,7/24
5319,15.99,1993,7/25
5320,16.12,1993,7/26
5321,16.26,1993,7/27
5322,16.29,1993,7/28
5323,16.23,1993,7/29
5324,16.11,1993,7/30
5325,16.05,1993,7/31
5326,16.17,1993,8/1
5327,16.24,1993,8/2
5328,16.2,1993,8/3
5329,16.18,1993,8/4
5330,16.23,1993,8/5
5331,16.23,1993,8/6
5332,16.15,1993,8/7
5333,16.09,1993,8/8
5334,16.07,1993,8/9
5335,16.1,1993,8/10
5336,16.06,1993,8/11
5337,16.08,1993,8/12
5338,16.12,1993,8/13
5339,16.15,1993,8/14
5340,16.09,1993,8/15
5341,16.01,1993,8/16
5342,15.97,1993,8/17
5343,15.97,1993,8/18
5344,15.97,1993,8/19
5345,15.98,1993,8/20
5346,15.88,1993,8/21
5347,15.84,1993,8/22
5348,15.79,1993,8/23
5349,15.75,1993,8/24
5350,15.7,1993,8/25
5351,15.71,1993,8/26
5352,15.71,1993,8/27
5353,15.71,1993,8/28
5354,15.75,1993,8/29
5355,15.81,1993,8/30
5356,15.73,1993,8/31
5357,15.62,1993,9/1
5358,15.55,1993,9/2
5359,15.52,1993,9/3
5360,15.62,1993,9/4
5361,15.63,1993,9/5
5362,15.68,1993,9/6
5363,15.69,1993,9/7
5364,15.61,1993,9/8
5365,15.52,1993,9/9
5366,15.44,1993,9/10
5367,15.41,1993,9/11
5368,15.41,1993,9/12
5369,15.36,1993,9/13
5370,15.29,1993,9/14
5371,15.24,1993,9/15
5372,15.21,1993,9/16
5373,15.26,1993,9/17
5374,15.32,1993,9/18
5375,15.27,1993,9/19
5376,15.18,1993,9/20
5377,15.09,1993,9/21
5378,15.05,1993,9/22
5379,15.07,1993,9/23
5380,15.09,1993,9/24
5381,14.98,1993,9/25
5382,14.89,1993,9/26
5383,14.88,1993,9/27
5384,14.85,1993,9/28
5385,14.81,1993,9/29
5386,14.79,1993,9/30
5387,14.76,1993,10/1
5388,14.76,1993,10/2
5389,14.78,1993,10/3
5390,14.75,1993,10/4
5391,14.75,1993,10/5
5392,14.68,1993,10/6
5393,14.63,1993,10/7
5394,14.61,1993,10/8
5395,14.6,1993,10/9
5396,14.58,1993,10/10
5397,14.58,1993,10/11
5398,14.54,1993,10/12
5399,14.5,1993,10/13
5400,14.46,1993,10/14
5401,14.46,1993,10/15
5402,14.52,1993,10/16
5403,14.54,1993,10/17
5404,14.42,1993,10/18
5405,14.29,1993,10/19
5406,14.24,1993,10/20
5407,14.21,1993,10/21
5408,14.17,1993,10/22
5409,14.14,1993,10/23
5410,14.13,1993,10/24
5411,14.13,1993,10/25
5412,14.05,1993,10/26
5413,13.95,1993,10/27
5414,13.86,1993,10/28
5415,13.75,1993,10/29
5416,13.68,1993,10/30
5417,13.58,1993,10/31
5418,13.51,1993,11/1
5419,13.5,1993,11/2
5420,13.55,1993,11/3
5421,13.57,1993,11/4
5422,13.47,1993,11/5
5423,13.37,1993,11/6
5424,13.36,1993,11/7
5425,13.36,1993,11/8
5426,13.37,1993,11/9
5427,13.39,1993,11/10
5428,13.33,1993,11/11
5429,13.28,1993,11/12
5430,13.21,1993,11/13
5431,13.11,1993,11/14
5432,12.96,1993,11/15
5433,12.89,1993,11/16
5434,12.79,1993,11/17
5435,12.78,1993,11/18
5436,12.77,1993,11/19
5437,12.76,1993,11/20
5438,12.78,1993,11/21
5439,12.74,1993,11/22
5440,12.77,1993,11/23
5441,12.79,1993,11/24
5442,12.82,1993,11/25
5443,12.86,1993,11/26
5444,12.86,1993,11/27
5445,12.84,1993,11/28
5446,12.81,1993,11/29
5447,12.79,1993,11/30
5448,12.78,1993,12/1
5449,12.82,1993,12/2
5450,12.82,1993,12/3
5451,12.75,1993,12/4
5452,12.71,1993,12/5
5453,12.68,1993,12/6
5454,12.68,1993,12/7
5455,12.75,1993,12/8
5456,12.8,1993,12/9
5457,12.75,1993,12/10
5458,12.61,1993,12/11
5459,12.57,1993,12/12
5460,12.47,1993,12/13
5461,12.39,1993,12/14
5462,12.43,1993,12/15
5463,12.47,1993,12/16
5464,12.44,1993,12/17
5465,12.42,1993,12/18
5466,12.48,1993,12/19
5467,12.45,1993,12/20
5468,12.39,1993,12/21
5469,12.32,1993,12/22
5470,12.45,1993,12/23
5471,12.48,1993,12/24
5472,12.47,1993,12/25
5473,12.37,1993,12/26
5474,12.3,1993,12/27
5475,12.39,1993,12/28
5476,12.48,1993,12/29
5477,12.46,1993,12/30
5478,12.35,1993,12/31
5479,12.33,1994,1/1
5480,12.41,1994,1/2
5481,12.43,1994,1/3
5482,12.38,1994,1/4
5483,12.35,1994,1/5
5484,12.34,1994,1/6
5485,12.33,1994,1/7
5486,12.3,1994,1/8
5487,12.27,1994,1/9
5488,12.33,1994,1/10
5489,12.35,1994,1/11
5490,12.36,1994,1/12
5491,12.29,1994,1/13
5492,12.21,1994,1/14
5493,12.1,1994,1/15
5494,11.96,1994,1/16
5495,11.99,1994,1/17
5496,12.07,1994,1/18
5497,12.08,1994,1/19
5498,12.11,1994,1/20
5499,12.19,1994,1/21
5500,12.3,1994,1/22
5501,12.35,1994,1/23
5502,12.44,1994,1/24
5503,12.54,1994,1/25
5504,12.5,1994,1/26
5505,12.57,1994,1/27
5506,12.58,1994,1/28
5507,12.5,1994,1/29
5508,12.42,1994,1/30
5509,12.36,1994,1/31
5510,12.33,1994,2/1
5511,12.38,1994,2/2
5512,12.39,1994,2/3
5513,12.4,1994,2/4
5514,12.41,1994,2/5
5515,12.39,1994,2/6
5516,12.32,1994,2/7
5517,12.22,1994,2/8
5518,12.11,1994,2/9
5519,12.05,1994,2/10
5520,12.08,1994,2/11
5521,12.04,1994,2/12
5522,12.05,1994,2/13
5523,12.15,1994,2/14
5524,12.28,1994,2/15
5525,12.35,1994,2/16
5526,12.34,1994,2/17
5527,12.32,1994,2/18
5528,12.35,1994,2/19
5529,12.35,1994,2/20
5530,12.3,1994,2/21
5531,12.26,1994,2/22
5532,12.27,1994,2/23
5533,12.31,1994,2/24
5534,12.41,1994,2/25
5535,12.43,1994,2/26
5536,12.38,1994,2/27
5537,12.38,1994,2/28
5538,12.44,1994,3/1
5539,12.51,1994,3/2
5540,12.63,1994,3/3
5541,12.76,1994,3/4
5542,12.84,1994,3/5
5543,12.82,1994,3/6
5544,12.9,1994,3/7
5545,12.96,1994,3/8
5546,12.98,1994,3/9
5547,12.99,1994,3/10
5548,12.97,1994,3/11
5549,12.98,1994,3/12
5550,13.04,1994,3/13
5551,13.15,1994,3/14
5552,13.27,1994,3/15
5553,13.28,1994,3/16
5554,13.35,1994,3/17
5555,13.47,1994,3/18
5556,13.58,1994,3/19
5557,13.54,1994,3/20
5558,13.43,1994,3/21
5559,13.38,1994,3/22
5560,13.39,1994,3/23
5561,13.49,1994,3/24
5562,13.48,1994,3/25
5563,13.48,1994,3/26
5564,13.52,1994,3/27
5565,13.59,1994,3/28
5566,13.69,1994,3/29
5567,13.81,1994,3/30
5568,13.96,1994,3/31
5569,14.05,1994,4/1
5570,14.05,1994,4/2
5571,14.07,1994,4/3
5572,14.13,1994,4/4
5573,14.12,1994,4/5
5574,14.01,1994,4/6
5575,13.98,1994,4/7
5576,14.03,1994,4/8
5577,14.03,1994,4/9
5578,14.03,1994,4/10
5579,14.04,1994,4/11
5580,14.05,1994,4/12
5581,14.13,1994,4/13
5582,14.21,1994,4/14
5583,14.25,1994,4/15
5584,14.33,1994,4/16
5585,14.41,1994,4/17
5586,14.49,1994,4/18
5587,14.56,1994,4/19
5588,14.6,1994,4/20
5589,14.66,1994,4/21
5590,14.68,1994,4/22
5591,14.72,1994,4/23
5592,14.78,1994,4/24
5593,14.77,1994,4/25
5594,14.73,1994,4/26
5595,14.64,1994,4/27
5596,14.64,1994,4/28
5597,14.71,1994,4/29
5598,14.72,1994,4/30
5599,14.67,1994,5/1
5600,14.66,1994,5/2
5601,14.8,1994,5/3
5602,14.94,1994,5/4
5603,15.04,1994,5/5
5604,15.1,1994,5/6
5605,15.11,1994,5/7
5606,15.11,1994,5/8
5607,15.06,1994,5/9
5608,15.0,1994,5/10
5609,14.97,1994,5/11
5610,14.96,1994,5/12
5611,14.96,1994,5/13
