,london,newyork,paris,beijing,bangkok,newdelhi,sidney,sanpaulo,tokyo,capetown
0,3.46985778808596,5.618035888671898,2.52759704589846,-0.3680480957031022,31.533731079101585,25.325738525390648,28.232507324218773,26.09528503417971,5.546853637695335,24.496972656250023
1,10.239770507812525,7.727868652343773,4.082864379882835,-3.2603210449218523,30.324868774414085,20.55564270019533,29.001626586914085,23.130090332031276,9.581079101562523,29.275415039062523
2,11.127236938476583,13.393640136718773,9.695153808593773,-0.2578491210937272,31.505715942382835,19.94989929199221,25.940301513671898,20.977014160156276,10.384545898437523,29.018090820312523
3,9.428201293945335,18.26789245605471,9.587518310546898,0.3395782470703352,31.531213378906276,19.96625671386721,22.506402587890648,25.823526000976585,6.377770996093773,33.87929687500002
4,9.342431640625025,12.491082763671898,8.63642272949221,0.2346435546875227,32.15493164062502,20.50940856933596,29.908166503906276,27.14319763183596,2.0726867675781477,30.589501953125023
5,8.650476074218773,14.690759277343773,7.29200134277346,-6.14513244628904,23.623986816406276,20.726220703125023,36.15386352539065,22.194360351562523,5.428552246093773,24.781640625000023
6,12.185647583007835,4.58045349121096,8.40162048339846,1.2577758789062727,29.0234313964844,22.146417236328148,28.85724792480471,25.6352478027344,3.7236267089843977,29.177148437500023
7,9.43982849121096,-4.30431213378904,6.52137145996096,-1.8042358398437277,30.74677429199221,23.493997192382835,28.747186279296898,28.913293457031276,9.819436645507835,23.505578613281273
8,8.618325805664085,3.3846374511718977,8.459466552734398,2.6977020263672102,32.32442626953127,22.765466308593773,32.44777832031252,28.70285949707033,7.050042724609398,28.309716796875023
9,9.519036865234398,10.117974853515648,8.750527954101585,3.9007202148437727,31.633203125000023,23.51172790527346,23.16394958496096,29.26258239746096,3.7513824462890852,28.362207031250023
10,10.343133544921898,4.294030761718773,7.977334594726585,3.4432312011718977,31.018594360351585,24.34882507324221,25.634118652343773,28.016412353515648,6.100396728515648,31.058496093750023
11,8.448602294921898,1.841729736328148,9.86487731933596,-0.9157012939452898,32.46167907714846,24.708581542968773,27.150811767578148,24.008081054687523,9.033853149414085,32.23281250000002
12,9.687097167968773,9.376214599609398,7.699990844726585,5.048562622070335,33.017129516601585,26.06488952636721,27.857751464843773,26.276406860351585,6.838800048828148,24.008874511718773
13,9.965127563476583,12.96534118652346,6.925836181640648,2.7870574951172102,32.8881774902344,25.573541259765648,31.84919128417971,26.894433593750023,7.454156494140648,23.991296386718773
14,10.25452575683596,4.13752136230471,7.551309204101585,1.8637176513672105,32.342141723632835,25.290689086914085,24.424493408203148,19.56955871582033,10.420678710937523,24.900842285156273
15,5.790277099609398,6.244531250000023,6.58960876464846,-1.2778839111327898,32.1071716308594,24.748345947265648,20.502648925781276,23.415872192382835,9.838296508789085,24.384606933593773
16,6.40802917480471,3.9927459716797102,5.846658325195335,8.361291503906273,33.069192504882835,22.88816223144533,30.721002197265648,25.040917968750023,11.488504028320335,28.881005859375023
17,5.17585144042971,10.016275024414083,3.4801879882812727,3.809136962890648,33.6124206542969,26.5344177246094,27.425988769531276,23.69080505371096,9.755487060546898,28.825097656250023
18,2.063165283203148,-0.8923858642577898,-1.5308441162109148,0.0606323242187727,33.01270446777346,21.313806152343773,25.377069091796898,24.267007446289085,10.657403564453148,27.246362304687523
19,0.9429412841797102,-0.3597473144531022,-1.7237915039062273,-1.7317260742187273,33.44330749511721,21.59882507324221,30.711282348632835,18.112847900390648,8.874719238281273,24.414758300781273
20,3.1816040039062727,1.8672271728515848,0.7227722167968977,-1.2211669921874773,32.786111450195335,20.623376464843773,17.243188476562523,18.238092041015648,9.503137207031273,24.800439453125023
21,5.21344909667971,6.288507080078148,1.6703430175781475,-4.866857910156227,31.755410766601585,20.201043701171898,32.25762329101565,19.43018493652346,8.480264282226585,29.817529296875023
22,3.038140869140648,10.70697937011721,1.3487335205078352,-1.4869903564452898,33.69185791015627,20.08722839355471,23.532403564453148,20.397058105468773,9.684487915039085,21.941369628906273
23,1.1502319335937727,8.075219726562523,-1.2411712646484148,-0.6225036621093523,32.40313110351565,21.21360168457033,23.193414306640648,23.067742919921898,5.421075439453148,24.562036132812523
24,-0.3455261230468522,7.68470153808596,-0.9251312255859148,4.13575134277346,31.68885192871096,14.334313964843773,31.261590576171898,18.41095886230471,6.225457763671898,26.261865234375023
25,2.532754516601585,20.240869140625023,2.2182098388672102,3.6161743164062727,33.16311035156252,16.806268310546898,34.99520263671877,18.95380554199221,8.998437500000023,29.626977539062523
26,2.6105895996093977,3.7193237304687727,3.417153930664085,5.946572875976585,34.6306091308594,19.312402343750023,21.67380676269533,21.485498046875023,10.909295654296898,30.510522460937523
27,1.5763946533203352,2.5849548339843977,0.4013763427734602,1.4853912353515852,34.89864501953127,21.64002380371096,21.71668395996096,21.618936157226585,14.146951293945335,27.839624023437523
28,-0.3580078124999772,11.42762145996096,-0.4085296630859147,1.0307403564453352,35.047036743164085,24.3955017089844,27.26990661621096,24.0214782714844,10.269525146484398,29.852685546875023
29,2.0745483398437727,3.979653930664085,2.4163299560547102,-2.2197326660156023,34.06165466308596,22.38718566894533,33.02251586914065,24.0698181152344,7.049798583984398,21.633843994140648
30,4.403283691406273,3.4242187500000227,6.213006591796898,0.4281555175781477,34.878640747070335,21.241235351562523,29.578881835937523,24.98108825683596,15.061853027343773,25.876000976562523
31,5.057458496093773,1.3948455810547102,7.645837402343773,-2.8745788574218523,35.5978942871094,18.78144226074221,35.93816528320315,24.128533935546898,7.412072753906273,24.389123535156273
