name,date,maxtemp,prec_no,points_no
高千穂,2012-11-01,13.4,87,87041.0
高千穂,2012-11-02,17.2,87,87041.0
高千穂,2012-11-03,17.7,87,87041.0
高千穂,2012-11-04,15.2,87,87041.0
高千穂,2012-11-05,18.2,87,87041.0
高千穂,2012-11-06,16.1,87,87041.0
高千穂,2012-11-07,13.6,87,87041.0
高千穂,2012-11-08,16.0,87,87041.0
高千穂,2012-11-09,19.2,87,87041.0
高千穂,2012-11-10,14.4,87,87041.0
高千穂,2012-11-11,19.2,87,87041.0
高千穂,2012-11-12,14.2,87,87041.0
高千穂,2012-11-13,14.2,87,87041.0
高千穂,2012-11-14,9.1,87,87041.0
高千穂,2012-11-15,11.2,87,87041.0
高千穂,2012-11-16,15.1,87,87041.0
高千穂,2012-11-17,13.2,87,87041.0
高千穂,2012-11-18,15.7,87,87041.0
高千穂,2012-11-19,12.8,87,87041.0
高千穂,2012-11-20,14.8,87,87041.0
高千穂,2012-11-21,14.6,87,87041.0
高千穂,2012-11-22,15.2,87,87041.0
高千穂,2012-11-23,13.4,87,87041.0
高千穂,2012-11-24,10.2,87,87041.0
高千穂,2012-11-25,15.7,87,87041.0
高千穂,2012-11-26,15.2,87,87041.0
高千穂,2012-11-27,9.3,87,87041.0
高千穂,2012-11-28,13.3,87,87041.0
高千穂,2012-11-29,9.4,87,87041.0
高千穂,2012-11-30,13.2,87,87041.0
延岡,2012-11-01,17.6,87,87141.0
延岡,2012-11-02,19.8,87,87141.0
延岡,2012-11-03,20.4,87,87141.0
延岡,2012-11-04,17.6,87,87141.0
延岡,2012-11-05,23.0,87,87141.0
延岡,2012-11-06,21.0,87,87141.0
延岡,2012-11-07,18.4,87,87141.0
延岡,2012-11-08,22.0,87,87141.0
延岡,2012-11-09,21.0,87,87141.0
延岡,2012-11-10,17.1,87,87141.0
延岡,2012-11-11,22.1,87,87141.0
延岡,2012-11-12,18.3,87,87141.0
延岡,2012-11-13,19.6,87,87141.0
延岡,2012-11-14,14.2,87,87141.0
延岡,2012-11-15,15.5,87,87141.0
延岡,2012-11-16,17.6,87,87141.0
延岡,2012-11-17,16.8,87,87141.0
延岡,2012-11-18,17.0,87,87141.0
延岡,2012-11-19,17.7,87,87141.0
延岡,2012-11-20,18.3,87,87141.0
延岡,2012-11-21,16.5,87,87141.0
延岡,2012-11-22,15.6,87,87141.0
延岡,2012-11-23,15.9,87,87141.0
延岡,2012-11-24,17.0,87,87141.0
延岡,2012-11-25,16.6,87,87141.0
延岡,2012-11-26,20.1,87,87141.0
延岡,2012-11-27,13.0,87,87141.0
延岡,2012-11-28,14.6,87,87141.0
延岡,2012-11-29,13.5,87,87141.0
延岡,2012-11-30,16.8,87,87141.0
日向,2012-11-01,19.0,87,87181.0
日向,2012-11-02,19.1,87,87181.0
日向,2012-11-03,20.5,87,87181.0
日向,2012-11-04,17.9,87,87181.0
日向,2012-11-05,23.6,87,87181.0
日向,2012-11-06,21.4,87,87181.0
日向,2012-11-07,19.7,87,87181.0
日向,2012-11-08,20.5,87,87181.0
日向,2012-11-09,21.4,87,87181.0
日向,2012-11-10,16.8,87,87181.0
日向,2012-11-11,23.3,87,87181.0
日向,2012-11-12,18.6,87,87181.0
日向,2012-11-13,19.9,87,87181.0
日向,2012-11-14,14.9,87,87181.0
日向,2012-11-15,15.6,87,87181.0
日向,2012-11-16,18.2,87,87181.0
日向,2012-11-17,16.8,87,87181.0
日向,2012-11-18,16.4,87,87181.0
日向,2012-11-19,18.5,87,87181.0
日向,2012-11-20,17.7,87,87181.0
日向,2012-11-21,16.7,87,87181.0
日向,2012-11-22,15.4,87,87181.0
日向,2012-11-23,16.4,87,87181.0
日向,2012-11-24,17.5,87,87181.0
日向,2012-11-25,16.2,87,87181.0
日向,2012-11-26,21.0,87,87181.0
日向,2012-11-27,14.0,87,87181.0
日向,2012-11-28,15.8,87,87181.0
日向,2012-11-29,12.3,87,87181.0
日向,2012-11-30,16.5,87,87181.0
高鍋,2012-11-01,19.8,87,87293.0
高鍋,2012-11-02,18.4,87,87293.0
高鍋,2012-11-03,19.8,87,87293.0
高鍋,2012-11-04,19.3,87,87293.0
高鍋,2012-11-05,22.8,87,87293.0
高鍋,2012-11-06,21.5,87,87293.0
高鍋,2012-11-07,20.2,87,87293.0
高鍋,2012-11-08,20.7,87,87293.0
高鍋,2012-11-09,21.2,87,87293.0
高鍋,2012-11-10,17.2,87,87293.0
高鍋,2012-11-11,23.6,87,87293.0
高鍋,2012-11-12,19.5,87,87293.0
高鍋,2012-11-13,20.1,87,87293.0
高鍋,2012-11-14,16.5,87,87293.0
高鍋,2012-11-15,15.9,87,87293.0
高鍋,2012-11-16,17.5,87,87293.0
高鍋,2012-11-17,18.0,87,87293.0
高鍋,2012-11-18,16.3,87,87293.0
高鍋,2012-11-19,18.3,87,87293.0
高鍋,2012-11-20,17.6,87,87293.0
高鍋,2012-11-21,16.9,87,87293.0
高鍋,2012-11-22,16.0,87,87293.0
高鍋,2012-11-23,16.2,87,87293.0
高鍋,2012-11-24,17.8,87,87293.0
高鍋,2012-11-25,16.2,87,87293.0
高鍋,2012-11-26,19.8,87,87293.0
高鍋,2012-11-27,13.0,87,87293.0
高鍋,2012-11-28,15.1,87,87293.0
高鍋,2012-11-29,14.2,87,87293.0
高鍋,2012-11-30,15.7,87,87293.0
加久藤,2012-11-01,15.7,87,87301.0
加久藤,2012-11-02,18.4,87,87301.0
加久藤,2012-11-03,18.7,87,87301.0
加久藤,2012-11-04,17.0,87,87301.0
加久藤,2012-11-05,19.9,87,87301.0
加久藤,2012-11-06,18.7,87,87301.0
加久藤,2012-11-07,16.5 ),87,87301.0
加久藤,2012-11-08,18.2,87,87301.0
加久藤,2012-11-09,20.4,87,87301.0
加久藤,2012-11-10,16.3,87,87301.0
加久藤,2012-11-11,18.5,87,87301.0
加久藤,2012-11-12,16.4,87,87301.0
加久藤,2012-11-13,17.1,87,87301.0
加久藤,2012-11-14,12.6,87,87301.0
加久藤,2012-11-15,13.1,87,87301.0
加久藤,2012-11-16,17.2,87,87301.0
加久藤,2012-11-17,15.0,87,87301.0
加久藤,2012-11-18,16.3,87,87301.0
加久藤,2012-11-19,16.2,87,87301.0
加久藤,2012-11-20,16.9,87,87301.0
加久藤,2012-11-21,17.6,87,87301.0
加久藤,2012-11-22,14.6,87,87301.0
加久藤,2012-11-23,14.6,87,87301.0
加久藤,2012-11-24,13.4,87,87301.0
加久藤,2012-11-25,14.6,87,87301.0
加久藤,2012-11-26,14.9,87,87301.0
加久藤,2012-11-27,10.8,87,87301.0
